0 2733 1565 -1.5547 4.1230 0.1019 0.0156 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2966 1902 -1.3984 5.2022 0.1705 0.0312 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 1284 1191 -2.2812 4.1722 0.2096 0.4141 1.8261 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3  534  417 0.6328 14.0925 0.1328 0.0000 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2246 1458 -1.8438 8.4636 0.1615 0.0469 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 1525 1376 -2.5469 2.5805 0.1617 0.3203 1.8261 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6  594 2302 -1.8125 9.2559 0.1767 0.0938 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2059 2769 -1.8984 2.5644 0.2221 0.1172 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1745 2247 -1.9062 1.4872 0.1463 0.0469 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2280 2879 -1.9219 3.8679 0.2641 0.0625 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10  179 1044 -1.3047 5.4734 0.1740 0.0078 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11  705  358 -0.2500 7.6063 0.1477 0.0000 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 2442  696 -2.2031 3.4860 0.1517 0.1562 1.8750 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13  354 2499 -1.7109 7.0260 0.1852 0.1016 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 2643 2646 -1.8203 5.5029 0.2627 0.1094 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 1972 1769 -1.8203 4.1486 0.1612 0.0859 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16  990  642 -1.1094 14.0982 0.1987 0.0703 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 1178  144 -0.3203 10.5659 0.1634 0.0156 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 1573 2031 -1.9688 2.4242 0.1529 0.0938 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19  921  865 -1.5312 15.5108 0.2244 0.1250 0.0000 0.4296 1.4150 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 1472 1362 -2.5625 2.1220 0.1665 0.3125 2.2632 0.4296 1.4150 0.0004 0.0059 10.0000 0.1197 0.0821 0.6256 0.8274 
21 1471 1367 -2.2656 5.7557 0.1665 0.3203 2.3000 0.4265 1.3733 0.0004 0.0069 10.0000 0.1034 0.0549 0.5770 0.7354 
22 1471 1365 -2.4844 3.7163 0.1665 0.3047 1.9167 0.4470 1.4536 0.0004 0.0065 10.0000 0.1591 0.1120 0.5479 0.8191 
