0 985.0000 232.0000 985.0000 232.0000 985.0000 232.0000 985.0000 232.0000 985.0000 232.0000 985.0000 232.0000 -1.4258 0.1770 0.1279 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 680.0000 1207.0000 680.0000 1207.0000 680.0000 1207.0000 680.0000 1207.0000 680.0000 1207.0000 680.0000 1207.0000 -1.2080 0.1374 0.1104 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 1198.0000 1233.0000 1198.0000 1233.0000 1198.0000 1233.0000 1198.0000 1233.0000 1198.0000 1233.0000 1198.0000 1233.0000 -1.6787 0.2061 0.1494 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 1404.0000 524.0000 1404.0000 524.0000 1404.0000 524.0000 1404.0000 524.0000 1404.0000 524.0000 1404.0000 524.0000 -0.4629 0.0786 0.0850 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 669.0000 185.0000 669.0000 185.0000 669.0000 185.0000 669.0000 185.0000 669.0000 185.0000 669.0000 185.0000 -1.7744 0.0593 0.0371 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 685.0000 1463.0000 685.0000 1463.0000 685.0000 1463.0000 685.0000 1463.0000 685.0000 1463.0000 685.0000 1463.0000 -0.9893 0.0933 0.1748 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 809.0000 589.0000 809.0000 589.0000 809.0000 589.0000 809.0000 589.0000 809.0000 589.0000 809.0000 589.0000 -1.0469 0.2102 0.0537 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1945.0000 114.0000 1945.0000 114.0000 1945.0000 114.0000 1945.0000 114.0000 1945.0000 114.0000 1945.0000 114.0000 -1.3369 0.0780 0.0713 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 335.0000 263.0000 335.0000 263.0000 335.0000 263.0000 335.0000 263.0000 335.0000 263.0000 335.0000 263.0000 -2.2334 0.1272 0.2480 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1011.0000 1223.0000 1011.0000 1223.0000 1011.0000 1223.0000 1011.0000 1223.0000 1011.0000 1223.0000 1011.0000 1223.0000 -1.4688 0.1204 0.1943 0.4914 1.1082 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1475.0000 1521.0000 1475.0000 1521.0000 1475.0000 1521.0000 1475.0000 1521.0000 1475.0000 1521.0000 1475.0000 1521.0000 -1.2021 0.1542 0.0771 0.4914 1.1082 0.0000 0.0091 67.0000 2104.1816 2.6568 5.2576 2112.0960 
11 328.0000 239.0000 328.0000 239.0000 328.0000 239.0000 328.0000 239.0000 328.0000 239.0000 328.0000 239.0000 -2.2803 0.1272 0.2900 0.4371 1.0661 0.0003 0.0091 67.0000 2197.2640 0.1722 0.5366 2197.9728 
12 304.0000 208.0000 304.0000 208.0000 304.0000 208.0000 304.0000 208.0000 304.0000 208.0000 304.0000 208.0000 -2.3857 0.1406 0.3643 0.4932 0.9340 0.0002 0.0083 66.0000 2091.8538 0.3100 1.5051 2093.6689 
13 258.0000 156.0000 258.0000 156.0000 258.0000 156.0000 258.0000 156.0000 258.0000 156.0000 258.0000 156.0000 -2.2188 0.2188 0.2979 0.5851 0.9336 0.0001 0.0098 83.0000 2485.8989 0.4962 1.3599 2487.7550 
