0 2837 1565 2817  262 1425 2478 -1.6875 9.9173 0.2219 0.0000 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1  475 2861 2061 1789 2207 2848 -1.4062 4.9833 0.1855 0.0078 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2493 1020 1446 1034 2590 1384 -1.0391 4.7937 0.0109 0.0234 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2320 2333 2261 1277 1720 2596 -1.2734 5.3656 0.2470 0.0000 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 1267 2235  740 2099  510 1803 -1.1406 6.6415 0.0827 0.0625 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2643  532  627 1648 2933  967 -0.6797 10.3927 0.1661 0.0000 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 1121 1496 1867  938 1577 1905 -1.8125 4.0906 0.1637 0.1016 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1414 1710 2347 2649 1943 1555 -1.6797 3.8887 0.0918 0.1484 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1976 2437 1625 2404  750 2359 -1.1719 3.7183 0.1950 0.0312 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1644 2658 1739  532 1143 1451 -1.7656 5.7399 0.2301 0.0703 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10  647  215 2703  614 1383 2056 -1.9453 2.6505 0.1664 0.0547 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 1719 1401 1345  141  835 1099 -1.5547 6.4852 0.1851 0.1172 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1987  707 1011 2547 2331 1191 -1.0312 6.4872 0.1346 0.0234 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13  290 1228  148 1431  674  169 -1.5000 1.5433 0.1220 0.0625 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 2915  930  261  720 1097  762 -1.8516 8.4739 0.1847 0.2891 3.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15  100 2025 2499 2153 2536 2159 -2.1172 1.0649 0.1669 0.0000 0.0000 0.5124 1.0203 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
