# iter                         point                        energy   fidelity  variance  corr_length const_kernel std_energies average_distances nit time_opt_bayes time_qaoa time_opt_kernel time_step 
   0 +2.00000000 +1.00000000 +2.00000000 +0.00000000 -5.03628324 +0.35666699 +11.18402190 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   1 +2.00000000 +1.00000000 +0.00000000 +3.00000000 -4.70401323 +0.37212868 +13.77517323 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   2 +1.00000000 +2.00000000 +1.00000000 +0.00000000 -3.40634869 +0.03985153 +6.36045355 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   3 +0.00000000 +0.00000000 +1.00000000 +1.00000000 -5.33658073 +0.35424904 +9.24584781 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   4 +1.00000000 +0.00000000 +0.00000000 +1.00000000 -5.33658073 +0.35424904 +9.24584781 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   5 +1.00000000 +1.00000000 +1.00000000 +2.00000000 -4.42944009 +0.03639286 +5.97245100 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   6 +0.00000000 +2.00000000 +2.00000000 +2.00000000 -3.79892376 +0.09802430 +7.51089510 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   7 +2.00000000 +0.00000000 +3.00000000 +2.00000000 -4.84352100 +0.21929446 +8.83319970 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   8 +0.00000000 +1.00000000 +2.00000000 +0.00000000 -4.50000000 +0.03125000 +2.25000000 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
   9 +1.00000000 +2.00000000 +0.00000000 +1.00000000 -5.09313568 +0.06709435 +2.61506232 +2.04096423 +12.92751476 +0.00000000 +0.00000000        0 +0.00000000 +0.00000000 +0.00000000 +0.00000000 
  10 +2.34664729 +0.01000000 +2.40143442 +0.01000000 -4.43724521 +0.02540430 +2.26181900 +2.04096423 +12.92751476 +0.00064418 +0.00963906       43 +0.47668886 +0.00000000 +0.79533911 +1.27202797 
  11 +0.26301712 +0.01000000 +0.01000000 +0.94200838 -5.19384228 +0.13220105 +3.74512185 +1.61290121 +10.03594154 +0.00031376 +0.00990707       34 +0.39460516 +0.00000000 +0.79368186 +1.18828797 
  12 +1.81076694 +0.87295332 +0.01000000 +1.11279633 -4.24722183 +0.19725441 +8.83694126 +1.62204342 +9.45509239 +0.00012344 +0.00948354       39 +0.46017599 +0.00000000 +0.80768514 +1.26786208 
  13 +0.51109295 +0.01000000 +1.25735258 +0.83128771 -4.51987239 +0.45818361 +18.38194115 +1.41739078 +9.26860720 +0.00015141 +0.00867233       34 +0.39344430 +0.00000095 +0.79872298 +1.19216824 
  14 +0.01000000 +0.01000000 +0.25145519 +1.78014122 -3.69232102 +0.00201111 +2.44050192 +1.32174653 +10.36908032 +0.00018814 +0.00857804       49 +0.52027488 +0.00000119 +0.80211878 +1.32239580 
  15 +0.01000000 +0.06058856 +0.52030857 +0.48754501 -2.92211258 +0.00758797 +4.98952216 +1.07135695 +9.42409929 +0.00063514 +0.00924342       45 +0.48509216 +0.00000000 +0.79302192 +1.27811503 
  16 +0.01000000 +0.09322850 +1.26379327 +1.23970567 -4.84684666 +0.12158778 +5.99457494 +0.69705463 +9.81408978 +0.00089278 +0.00661689       34 +0.38381219 +0.00000095 +0.80960107 +1.19341516 
  17 +1.79565082 +0.85176847 +2.35594275 +0.62124778 -4.56856971 +0.15054737 +4.18880369 +0.66667850 +9.49326830 +0.00018213 +0.00843667       27 +0.34219742 +0.00000000 +0.83035374 +1.17255116 
  18 +0.63940129 +0.09067883 +0.01000000 +1.16641652 -6.13148715 +0.28103259 +3.61367927 +0.67029844 +9.24824168 +0.00068234 +0.00800305       31 +0.37737799 +0.00000000 +0.81757879 +1.19495893 
  19 +0.65817142 +0.22836297 +0.01000000 +1.24910266 -5.11779202 +0.07720316 +2.33978281 +0.65679414 +9.13407984 +0.00083695 +0.00464609       28 +0.35391903 +0.00000000 +0.81656289 +1.17048192 
  20 +1.24055075 +1.99522222 +0.19394478 +1.20273098 -4.07720264 +0.01679254 +3.52039323 +0.52883126 +10.31080364 +0.00079181 +0.00770289       28 +0.35994506 +0.00000095 +0.88342404 +1.24337006 
  21 +1.99316178 +0.67910467 +1.89302130 +0.14750833 -4.36963744 +0.36441106 +15.14448048 +0.51343829 +10.10161721 +0.00046455 +0.00775560       29 +0.36205316 +0.00000072 +0.80877113 +1.17082500 
  22 +0.61387190 +0.01000000 +0.14746607 +1.14163813 -6.09918526 +0.34538426 +5.07614131 +0.52323433 +10.14630455 +0.00097707 +0.00487886       45 +0.50560474 +0.00000000 +0.81649113 +1.32209682 
  23 +0.70212094 +2.02358586 +0.01000000 +0.82282238 -6.01088539 +0.25339625 +3.49909104 +0.52742025 +10.08285243 +0.00090109 +0.00533817       48 +0.53159499 +0.00000000 +0.81579113 +1.34738708 
  24 +0.54896421 +2.05891868 +0.01000000 +0.77200460 -6.06707016 +0.25899385 +3.40274134 +0.53391892 +10.34108865 +0.00076424 +0.00503700       35 +0.41663122 +0.00000072 +0.82844520 +1.24507809 
  25 +0.60806137 +2.00769721 +0.01000000 +0.72634024 -6.16522129 +0.32848759 +4.49618660 +0.54125791 +10.14680194 +0.00095711 +0.00506056       39 +0.45050597 +0.00000000 +0.82202530 +1.27253222 
  26 +0.61743283 +1.95194574 +0.01000000 +0.63172996 -5.79929819 +0.32193139 +6.26129736 +0.54582828 +9.98370654 +0.00065389 +0.00500273       29 +0.36251998 +0.00000095 +0.82342601 +1.18594694 
  27 +0.60682962 +1.99226407 +0.01000000 +0.76473964 -6.17148510 +0.31861096 +4.24312812 +0.49360009 +9.73246454 +0.00090720 +0.00323826       35 +0.41468477 +0.00000119 +0.81997681 +1.23466396 
  28 +0.61505106 +2.01277690 +0.02637767 +0.75180006 -6.06556892 +0.29812246 +4.20367717 +0.49997065 +9.57557956 +0.00083684 +0.00413867       28 +0.35504508 +0.00000095 +0.87333369 +1.22838092 
  29 +1.81808295 +1.19869768 +2.25224181 +0.01000000 -4.77226274 +0.13913895 +7.18923828 +0.49193758 +10.37119076 +0.00089349 +0.00912571       40 +0.45951176 +0.00000095 +0.83027720 +1.28979087 
