0.000000000000000000e+00 8.855469585551045686e-01 -8.972820585812113503e-01 5.585588076828641135e+01
1.000000000000000000e+00 1.412820931086647303e+00 -1.458136077899180760e+00 3.573183842342556460e+01
2.000000000000000000e+00 1.771039278389142657e+00 -1.359506980373889284e+00 2.839723912158039454e+01
3.000000000000000000e+00 2.274394938712709813e+00 -1.102327394023516982e+00 2.235446030616934721e+01
4.000000000000000000e+00 2.561739616318004398e+00 -9.210602197899019350e-01 2.101735114729288512e+01
5.000000000000000000e+00 2.703239009044531738e+00 -8.623461465333968068e-01 2.083130641403023731e+01
6.000000000000000000e+00 2.782324183349704771e+00 -8.447069387811567687e-01 2.079469165867247682e+01
7.000000000000000000e+00 2.801365352682146259e+00 -8.440894519680470776e-01 2.079236465070373185e+01
8.000000000000000000e+00 2.802102112568655379e+00 -8.451617585582102965e-01 2.079230557448759242e+01
9.000000000000000000e+00 2.801658098873580194e+00 -8.455992576256203819e-01 2.079230214045566782e+01
1.000000000000000000e+01 2.801547967818519336e+00 -8.456440468042716319e-01 2.079230208997857687e+01
1.100000000000000000e+01 2.801540627325995292e+00 -8.456447165922112985e-01 2.079230208972947480e+01
