0.000000000000000000e+00 8.386851159654247212e-01 -9.666049537176066853e-01 4.882587205099811456e+01
1.000000000000000000e+00 1.351093214672834275e+00 -1.383422722970659491e+00 2.889831599733776812e+01
2.000000000000000000e+00 1.781127204903953931e+00 -1.277916303242129903e+00 1.996487021651915938e+01
3.000000000000000000e+00 2.244678329310200837e+00 -1.060882359597041580e+00 1.464518186211407880e+01
4.000000000000000000e+00 2.533992756452643214e+00 -9.074415731523063355e-01 1.334469717496581609e+01
5.000000000000000000e+00 2.695311596550217903e+00 -8.467614871533550858e-01 1.311921527025784684e+01
6.000000000000000000e+00 2.772483509823045367e+00 -8.268252534167936929e-01 1.308726045367010471e+01
7.000000000000000000e+00 2.788148936700689084e+00 -8.241296969632410097e-01 1.308612689327188150e+01
8.000000000000000000e+00 2.788957515626529826e+00 -8.242713863701968124e-01 1.308611851252580038e+01
9.000000000000000000e+00 2.788895619720723307e+00 -8.243828186092060362e-01 1.308611817153536805e+01
1.000000000000000000e+01 2.788852552197687018e+00 -8.244081835648447987e-01 1.308611815997214478e+01
