0.000000000000000000e+00 8.241389606470166385e-01 -9.881231344815399886e-01 4.650367117844557185e+01
1.000000000000000000e+00 1.334418448673361457e+00 -1.359422646151226433e+00 2.663395570655308831e+01
2.000000000000000000e+00 1.793852459517454312e+00 -1.244450646188101306e+00 1.709142450494329069e+01
3.000000000000000000e+00 2.242430641459825402e+00 -1.036203260350397670e+00 1.211385540532336336e+01
4.000000000000000000e+00 2.529598715932530606e+00 -8.955201812773622150e-01 1.088558682591208537e+01
5.000000000000000000e+00 2.696109328248042392e+00 -8.370212779997950880e-01 1.065627210352623422e+01
6.000000000000000000e+00 2.770499114842198463e+00 -8.169179651456092150e-01 1.062776271214868018e+01
7.000000000000000000e+00 2.784401713293489955e+00 -8.134945479115893718e-01 1.062697840493040502e+01
8.000000000000000000e+00 2.785185263455946636e+00 -8.133093525390379108e-01 1.062697611619901750e+01
9.000000000000000000e+00 2.785191395825212801e+00 -8.133092971255787562e-01 1.062697611592128055e+01
