0.000000000000000000e+00 7.795303031377508463e-01 -1.054112884687632645e+00 3.604929552341744170e+01
1.000000000000000000e+00 1.287289361812244293e+00 -1.309145037848061355e+00 1.588982491448187773e+01
2.000000000000000000e+00 1.835099248909012548e+00 -1.152961870800629729e+00 4.502162576313239128e+00
3.000000000000000000e+00 2.242708228865847975e+00 -9.798186367120611528e-01 5.924935635514003707e-01
4.000000000000000000e+00 2.532990076373240473e+00 -8.775978068770053930e-01 -4.726818234609169167e-01
5.000000000000000000e+00 2.700515384793433338e+00 -8.246665842880905872e-01 -6.795548696463669103e-01
6.000000000000000000e+00 2.761186913419193090e+00 -8.018948986671752266e-01 -6.986223415079138022e-01
7.000000000000000000e+00 2.772192850295019273e+00 -7.978470784931180892e-01 -6.991083133330420196e-01
8.000000000000000000e+00 2.772806021086107631e+00 -7.976018631210369803e-01 -6.991097380188477928e-01
9.000000000000000000e+00 2.772812655397160597e+00 -7.976013991709542950e-01 -6.991097382444024788e-01
