0.000000000000000000e+00 7.940159415758959449e-01 -1.032684226766008129e+00 3.983928536356926031e+01
1.000000000000000000e+00 1.299958217821377326e+00 -1.320908140559302169e+00 1.995831158822038276e+01
2.000000000000000000e+00 1.822740559128350313e+00 -1.179566913076315560e+00 9.108614524726576178e+00
3.000000000000000000e+00 2.240978297551488474e+00 -9.943174659079672129e-01 4.898152755258138313e+00
4.000000000000000000e+00 2.527867803181631956e+00 -8.803687466403857798e-01 3.799372616675768199e+00
5.000000000000000000e+00 2.697907627447964529e+00 -8.268275764009740403e-01 3.581725005041406007e+00
6.000000000000000000e+00 2.761949413437489564e+00 -8.054622484540517879e-01 3.561038227222198316e+00
7.000000000000000000e+00 2.773439535227075314e+00 -8.009804950661867373e-01 3.560489161649030621e+00
8.000000000000000000e+00 2.774107529035648945e+00 -8.006838386786081507e-01 3.560487314391210134e+00
9.000000000000000000e+00 2.774112548060462480e+00 -8.006793213047566082e-01 3.560487313977688473e+00
