0.000000000000000000e+00 8.972750845961645627e-01 -8.799325988339781190e-01 5.764948933685273857e+01
1.000000000000000000e+00 1.427834600087449113e+00 -1.484576113783776075e+00 3.719551206598329429e+01
2.000000000000000000e+00 1.775874609721723729e+00 -1.392620183010693236e+00 3.018646306181317840e+01
3.000000000000000000e+00 2.285768741815322525e+00 -1.138319402123490365e+00 2.412748894453825699e+01
4.000000000000000000e+00 2.580654936251062903e+00 -9.438377758122336036e-01 2.270868209613360733e+01
5.000000000000000000e+00 2.715451023157529065e+00 -8.805406561966846457e-01 2.253734885086555551e+01
6.000000000000000000e+00 2.786897325652924362e+00 -8.637443442909447100e-01 2.250533355707052152e+01
7.000000000000000000e+00 2.808720142663474473e+00 -8.636234329281924360e-01 2.250206217793463281e+01
8.000000000000000000e+00 2.809706995471726643e+00 -8.652495983821077985e-01 2.250194420431421349e+01
9.000000000000000000e+00 2.809090575885499597e+00 -8.658585505263404203e-01 2.250193785762065701e+01
1.000000000000000000e+01 2.808944262518621393e+00 -8.659172661630349932e-01 2.250193776887250863e+01
1.100000000000000000e+01 2.808934861565957508e+00 -8.659179273397565879e-01 2.250193776845345539e+01
