0 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 -1.6300 0.1429 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 170.0000 1373.0000 170.0000 1373.0000 170.0000 1373.0000 170.0000 1373.0000 170.0000 1373.0000 170.0000 1373.0000 -1.3780 0.1021 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 892.0000 1186.0000 892.0000 1186.0000 892.0000 1186.0000 892.0000 1186.0000 892.0000 1186.0000 892.0000 1186.0000 -1.5510 0.0825 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 844.0000 928.0000 844.0000 928.0000 844.0000 928.0000 844.0000 928.0000 844.0000 928.0000 844.0000 928.0000 -0.9750 0.0254 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 837.0000 2523.0000 837.0000 2523.0000 837.0000 2523.0000 837.0000 2523.0000 837.0000 2523.0000 837.0000 2523.0000 -1.4120 0.1781 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2597.0000 1030.0000 2597.0000 1030.0000 2597.0000 1030.0000 2597.0000 1030.0000 2597.0000 1030.0000 2597.0000 1030.0000 -1.1860 0.0275 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 901.0000 1709.0000 901.0000 1709.0000 901.0000 1709.0000 901.0000 1709.0000 901.0000 1709.0000 901.0000 1709.0000 -1.2820 0.0416 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1792.0000 1993.0000 1792.0000 1993.0000 1792.0000 1993.0000 1792.0000 1993.0000 1792.0000 1993.0000 1792.0000 1993.0000 -1.7880 0.0199 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2465.0000 815.0000 2465.0000 815.0000 2465.0000 815.0000 2465.0000 815.0000 2465.0000 815.0000 2465.0000 815.0000 -0.9810 0.0747 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 710.0000 126.0000 710.0000 126.0000 710.0000 126.0000 710.0000 126.0000 710.0000 126.0000 710.0000 126.0000 -1.6720 0.0920 0.0000 0.0144 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2898.0000 854.0000 223.0000 2186.0000 1792.0000 2563.0000 629.0000 288.0000 1505.0000 1648.0000 630.0000 758.0000 -1.7920 0.1611 0.0000 0.0144 0.9116 0.0000 1.1180 100.0000 31.2479 0.3908 0.9555 32.5943 
11 2897.0000 853.0000 222.0000 2185.0000 1791.0000 2562.0000 628.0000 287.0000 1504.0000 1647.0000 629.0000 757.0000 -1.7400 0.1623 0.0000 0.0144 0.9116 0.1392 1.1180 100.0000 30.7777 0.3986 0.9735 32.1497 
12 2904.0000 860.0000 229.0000 2192.0000 1798.0000 2569.0000 635.0000 294.0000 1511.0000 1654.0000 636.0000 764.0000 -1.8190 0.1643 0.0000 0.0367 0.8924 0.0009 0.0049 66.0000 20.9766 0.5466 0.7924 22.3157 
13 2915.0000 871.0000 240.0000 2203.0000 1809.0000 2580.0000 646.0000 305.0000 1522.0000 1665.0000 647.0000 775.0000 -1.6860 0.1649 0.0000 0.0751 0.8882 0.0010 0.0061 81.0000 24.0433 0.4557 0.9692 25.4682 
14 2875.0000 831.0000 200.0000 2163.0000 1769.0000 2540.0000 606.0000 265.0000 1482.0000 1625.0000 607.0000 735.0000 -1.6820 0.1541 0.0000 0.0928 0.9144 0.0006 0.0098 70.0000 21.1026 0.5474 1.0573 22.7073 
15 2871.0000 920.0000 176.0000 2182.0000 1752.0000 2557.0000 608.0000 325.0000 1563.0000 1681.0000 626.0000 777.0000 -1.7200 0.1558 0.0000 0.1067 0.9400 0.0004 0.0434 100.0000 30.1374 0.4252 1.0017 31.5643 
16 2941.0000 844.0000 248.0000 2196.0000 1747.0000 2614.0000 654.0000 288.0000 1415.0000 1741.0000 609.0000 822.0000 -1.5980 0.1392 0.0000 0.1337 0.9655 0.0005 0.0558 100.0000 30.7994 0.4476 1.0568 32.3038 
17 2882.0000 870.0000 229.0000 2198.0000 1866.0000 2535.0000 630.0000 301.0000 1602.0000 1570.0000 672.0000 711.0000 -1.9010 0.1936 0.0000 0.1365 0.9967 0.0005 0.0098 65.0000 18.4165 0.5004 0.9150 19.8319 
