0 2280.0000 912.0000 2280.0000 912.0000 2280.0000 912.0000 -1.0370 0.1717 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 377.0000 2825.0000 377.0000 2825.0000 377.0000 2825.0000 -1.3200 0.1840 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2079.0000 1654.0000 2079.0000 1654.0000 2079.0000 1654.0000 -1.3990 0.0877 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 740.0000 164.0000 740.0000 164.0000 740.0000 164.0000 -2.0140 0.2058 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 1308.0000 621.0000 1308.0000 621.0000 1308.0000 621.0000 -1.6170 0.2078 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 172.0000 2152.0000 172.0000 2152.0000 172.0000 2152.0000 -1.2130 0.0689 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 286.0000 1971.0000 286.0000 1971.0000 286.0000 1971.0000 -1.1520 0.0988 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2443.0000 1851.0000 2443.0000 1851.0000 2443.0000 1851.0000 -1.6070 0.3209 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1413.0000 1351.0000 1413.0000 1351.0000 1413.0000 1351.0000 -1.3760 0.1994 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 382.0000 251.0000 382.0000 251.0000 382.0000 251.0000 -2.1030 0.2303 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1440.0000 2320.0000 1440.0000 2320.0000 1440.0000 2320.0000 -1.6930 0.2514 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 1533.0000 2714.0000 1533.0000 2714.0000 1533.0000 2714.0000 -1.1900 0.2058 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 421.0000 2652.0000 421.0000 2652.0000 421.0000 2652.0000 -1.0070 0.1289 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 2756.0000 2461.0000 2756.0000 2461.0000 2756.0000 2461.0000 -1.2850 0.2512 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 606.0000 1372.0000 606.0000 1372.0000 606.0000 1372.0000 -1.4220 0.2020 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 1487.0000 1254.0000 1487.0000 1254.0000 1487.0000 1254.0000 -1.2400 0.1774 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 2547.0000 947.0000 2547.0000 947.0000 2547.0000 947.0000 -1.6000 0.2737 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 2899.0000 2487.0000 2899.0000 2487.0000 2899.0000 2487.0000 -1.5220 0.1670 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 1704.0000 2950.0000 1704.0000 2950.0000 1704.0000 2950.0000 -1.7780 0.1755 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 803.0000 1136.0000 803.0000 1136.0000 803.0000 1136.0000 -1.2910 0.2324 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 117.0000 1767.0000 117.0000 1767.0000 117.0000 1767.0000 -1.3100 0.1009 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
21 2138.0000 2736.0000 2138.0000 2736.0000 2138.0000 2736.0000 -1.7570 0.1707 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
22 1364.0000 1241.0000 1364.0000 1241.0000 1364.0000 1241.0000 -1.2490 0.2377 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
23 2939.0000 2543.0000 2939.0000 2543.0000 2939.0000 2543.0000 -1.7160 0.1338 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
24 182.0000 1762.0000 182.0000 1762.0000 182.0000 1762.0000 -1.3290 0.1072 0.0000 0.1668 1.0434 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
25 443.0000 235.0000 443.0000 235.0000 443.0000 235.0000 -2.0610 0.2467 0.0000 0.1668 1.0434 0.0010 0.0082 41.0000 3.3523 0.0594 0.1674 3.5791 
26 494.0000 223.0000 494.0000 223.0000 494.0000 223.0000 -1.8280 0.2538 0.0000 0.1760 0.8875 0.0007 0.0095 36.0000 2.9633 0.0615 0.2108 3.2356 
27 360.0000 254.0000 360.0000 254.0000 360.0000 254.0000 -2.0440 0.2229 0.0000 0.1433 0.8193 0.0010 0.0065 39.0000 3.6049 0.0557 0.2721 3.9327 
28 369.0000 296.0000 369.0000 296.0000 369.0000 296.0000 -2.0670 0.2389 0.0000 0.1539 0.7568 0.0002 0.0092 55.0000 4.4583 0.0605 0.2272 4.7460 
29 354.0000 295.0000 360.0000 211.0000 314.0000 286.0000 -2.0100 0.2153 0.0000 0.1693 0.7200 0.0001 0.0097 65.0000 5.9378 0.0574 0.1869 6.1821 
30 331.0000 228.0000 322.0000 344.0000 386.0000 240.0000 -2.0140 0.2272 0.0000 0.1817 0.6988 0.0008 0.0100 46.0000 3.9644 0.0614 0.1729 4.1988 
31 270.0000 226.0000 438.0000 288.0000 357.0000 336.0000 -2.1550 0.2379 0.0000 0.1966 0.6861 0.0002 0.0099 57.0000 5.3539 0.0738 0.2096 5.6372 
32 199.0000 195.0000 480.0000 292.0000 342.0000 378.0000 -2.0260 0.2382 0.0000 0.2167 0.6793 0.0008 0.0087 40.0000 3.4109 0.0682 0.2270 3.7061 
33 325.0000 193.0000 487.0000 375.0000 190.0000 310.0000 -2.0370 0.2204 0.0000 0.2287 0.6684 0.0001 0.0097 98.0000 8.4851 0.0728 0.2456 8.8035 
34 123.0000 333.0000 478.0000 286.0000 330.0000 189.0000 -1.8470 0.2116 0.0000 0.2471 0.6654 0.0005 0.0084 52.0000 4.5984 0.0618 0.2770 4.9372 
35 373.0000 114.0000 349.0000 288.0000 328.0000 477.0000 -2.0440 0.2473 0.0000 0.2402 0.6686 0.0008 0.0076 45.0000 3.9204 0.0586 0.1970 4.1760 
36 385.0000 100.0000 377.0000 117.0000 193.0000 421.0000 -1.8420 0.1978 0.0000 0.2560 0.6662 0.0007 0.0099 52.0000 4.2760 0.0668 0.2550 4.5977 
37 355.0000 225.0000 403.0000 466.0000 428.0000 447.0000 -2.1700 0.2549 0.0000 0.2455 0.6711 0.0010 0.0071 43.0000 3.8724 0.1240 0.1988 4.1953 
38 357.0000 211.0000 390.0000 511.0000 452.0000 464.0000 -2.3540 0.2533 0.0000 0.2617 0.6823 0.0009 0.0084 34.0000 2.8451 0.0821 0.2446 3.1718 
39 357.0000 134.0000 341.0000 688.0000 552.0000 518.0000 -2.2970 0.2377 0.0000 0.2735 0.7044 0.0008 0.0079 39.0000 3.2985 0.0717 0.2326 3.6028 
40 321.0000 105.0000 243.0000 689.0000 603.0000 522.0000 -2.2110 0.2547 0.0000 0.2964 0.7140 0.0002 0.0100 49.0000 4.2110 0.0692 0.2262 4.5065 
41 431.0000 100.0000 452.0000 773.0000 459.0000 479.0000 -2.4710 0.2263 0.0000 0.3073 0.7053 0.0008 0.0094 46.0000 4.0559 0.0724 0.2025 4.3308 
42 483.0000 100.0000 491.0000 910.0000 402.0000 437.0000 -2.3100 0.2097 0.0000 0.3232 0.7237 0.0008 0.0079 58.0000 5.2616 0.0844 0.2842 5.6302 
43 308.0000 100.0000 636.0000 855.0000 522.0000 538.0000 -2.2750 0.1822 0.0000 0.3380 0.7109 0.0007 0.0096 62.0000 6.0467 0.0772 0.2517 6.3756 
44 477.0000 100.0000 226.0000 994.0000 308.0000 408.0000 -2.5200 0.2250 0.0000 0.3543 0.7060 0.0002 0.0093 78.0000 7.0146 0.0687 0.2567 7.3399 
45 489.0000 100.0000 146.0000 1095.0000 273.0000 350.0000 -2.5700 0.2175 0.0000 0.3894 0.7360 0.0008 0.0083 48.0000 4.1681 0.0823 0.2032 4.4536 
46 495.0000 100.0000 100.0000 1189.0000 246.0000 284.0000 -2.5540 0.2203 0.0000 0.4199 0.7582 0.0009 0.0094 56.0000 4.9366 0.0670 0.2163 5.2199 
47 494.0000 100.0000 100.0000 1221.0000 246.0000 257.0000 -2.4770 0.2204 0.0000 0.4484 0.7632 0.0010 0.0069 60.0000 5.4124 0.0671 0.1900 5.6695 
48 451.0000 100.0000 100.0000 1207.0000 133.0000 397.0000 -2.5000 0.2241 0.0000 0.4642 0.7525 0.0004 0.0092 66.0000 5.8572 0.0672 0.2287 6.1531 
49 508.0000 100.0000 100.0000 1243.0000 357.0000 163.0000 -2.6320 0.2148 0.0000 0.4868 0.7520 0.0002 0.0096 71.0000 6.0594 0.1230 0.2907 6.4731 
50 461.0000 100.0000 100.0000 1400.0000 434.0000 100.0000 -2.4270 0.1978 0.0000 0.5284 0.7724 0.0007 0.0093 72.0000 6.8280 0.0692 0.2239 7.1211 
51 813.0000 100.0000 100.0000 1236.0000 149.0000 100.0000 -2.4320 0.2045 0.0000 0.5347 0.7550 0.0009 0.0084 74.0000 7.0961 0.0858 0.3019 7.4839 
52 167.0000 100.0000 100.0000 1383.0000 100.0000 100.0000 -2.2310 0.2647 0.0000 0.5557 0.7517 0.0009 0.0056 88.0000 8.4296 0.0999 0.2341 8.7637 
53 746.0000 100.0000 100.0000 1185.0000 498.0000 335.0000 -2.3530 0.1878 0.0000 0.5305 0.7358 0.0008 0.0068 73.0000 7.3934 0.1135 0.3218 7.8287 
54 698.0000 100.0000 100.0000 1299.0000 100.0000 588.0000 -2.4160 0.1715 0.0000 0.5377 0.7276 0.0009 0.0074 88.0000 9.1060 0.0851 0.3717 9.5628 
55 1015.0000 100.0000 100.0000 1841.0000 100.0000 100.0000 -2.1510 0.1464 0.0000 0.5587 0.7344 0.0010 0.0086 94.0000 8.7490 0.1063 0.2825 9.1378 
56 372.0000 100.0000 100.0000 1154.0000 740.0000 100.0000 -2.4970 0.2187 0.0000 0.5534 0.7251 0.0010 0.0084 88.0000 7.9573 0.0853 0.2148 8.2573 
57 100.0000 100.0000 100.0000 1465.0000 1069.0000 100.0000 -1.9840 0.1922 0.0000 0.5807 0.7413 0.0010 0.0097 91.0000 8.3209 0.0954 0.2853 8.7015 
58 606.0000 100.0000 100.0000 982.0000 313.0000 100.0000 -2.3400 0.2314 0.0000 0.5465 0.7318 0.0025 0.0068 100.0000 10.0201 0.0805 0.2356 10.3361 
59 3000.0000 100.0000 100.0000 630.0000 100.0000 100.0000 -1.6720 0.0664 0.0000 0.5578 0.7356 0.0039 0.0364 100.0000 8.9491 0.1041 0.3428 9.3961 
60 3000.0000 100.0000 100.0000 3000.0000 3000.0000 3000.0000 -1.6600 0.1376 0.0000 0.5479 0.7091 0.0023 0.0046 100.0000 9.8683 0.3171 0.7184 10.9039 
61 558.0000 100.0000 516.0000 1261.0000 193.0000 129.0000 -2.5640 0.1763 0.0000 0.5377 0.6763 0.0644 0.0706 100.0000 8.9216 0.0899 0.3358 9.3473 
62 567.0000 100.0000 593.0000 1279.0000 100.0000 100.0000 -2.4330 0.1761 0.0000 0.5512 0.6849 0.0057 0.0221 100.0000 10.1423 0.0897 0.2685 10.5005 
63 289.0000 100.0000 1017.0000 1618.0000 100.0000 100.0000 -2.1120 0.1611 0.0000 0.5626 0.6928 0.0012 0.0114 100.0000 10.1515 0.0818 0.2896 10.5229 
64 3000.0000 3000.0000 3000.0000 3000.0000 100.0000 100.0000 -1.7320 0.1875 0.0000 0.5638 0.6927 0.0250 0.4796 100.0000 9.3026 0.3742 0.8003 10.4770 
65 100.0000 100.0000 3000.0000 3000.0000 3000.0000 3000.0000 -1.9090 0.0991 0.0000 0.5519 0.6593 0.0034 0.0055 100.0000 9.1407 0.4269 0.7442 10.3117 
66 100.0000 3000.0000 3000.0000 100.0000 3000.0000 3000.0000 -1.7450 0.1264 0.0000 0.5349 0.6288 0.0025 0.0043 100.0000 9.8664 0.2849 0.7191 10.8705 
67 100.0000 100.0000 3000.0000 3000.0000 100.0000 100.0000 -2.1770 0.3622 0.0000 0.5263 0.6046 0.0128 0.7726 100.0000 9.0866 0.2262 0.4226 9.7354 
68 100.0000 100.0000 3000.0000 3000.0000 100.0000 1670.0000 -1.8230 0.0932 0.0000 0.5156 0.6001 0.0012 0.0130 100.0000 10.3579 0.1951 0.4587 11.0118 
69 100.0000 100.0000 3000.0000 3000.0000 1831.0000 100.0000 -1.8360 0.0780 0.0000 0.5115 0.5867 0.0023 0.0231 100.0000 9.5422 0.2221 0.5674 10.3316 
70 3000.0000 3000.0000 100.0000 3000.0000 3000.0000 100.0000 -1.7440 0.1321 0.0000 0.5075 0.5733 0.0037 0.0060 100.0000 9.1338 0.3347 0.6448 10.1134 
71 100.0000 100.0000 100.0000 100.0000 3000.0000 3000.0000 -1.4320 0.3454 0.0000 0.5019 0.5568 0.0020 0.0024 100.0000 8.9070 0.1453 0.4448 9.4971 
72 100.0000 3000.0000 3000.0000 3000.0000 3000.0000 100.0000 -1.7050 0.2221 0.0000 0.5161 0.5649 0.0014 0.0020 100.0000 10.0498 0.3094 0.5900 10.9492 
73 1726.0000 100.0000 3000.0000 3000.0000 100.0000 100.0000 -1.8290 0.2453 0.0000 0.5121 0.5509 0.0034 0.0183 100.0000 8.2853 0.1642 0.4669 8.9164 
74 3000.0000 3000.0000 3000.0000 100.0000 100.0000 3000.0000 -1.1440 0.2406 0.0000 0.5097 0.5412 0.0033 0.0043 100.0000 9.9231 0.2897 0.7498 10.9626 
