0 2280.0000 912.0000 -2.1660 0.1622 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 347.0000 795.0000 -0.7300 0.1649 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2785.0000 892.0000 -1.9530 0.1158 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 928.0000 516.0000 -1.0660 0.1851 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 289.0000 905.0000 -1.1140 0.1723 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2597.0000 1030.0000 -1.9760 0.1375 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 981.0000 485.0000 -1.0370 0.1831 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2482.0000 2940.0000 -2.0350 0.2973 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 530.0000 696.0000 -0.7500 0.1766 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1139.0000 2519.0000 -1.7280 0.1558 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1252.0000 2232.0000 -1.9020 0.1515 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 1986.0000 2771.0000 -1.6910 0.2115 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 2788.0000 2427.0000 -1.9650 0.2394 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 1030.0000 318.0000 -0.5550 0.1706 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 2257.0000 2275.0000 -1.7680 0.1715 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 2445.0000 2919.0000 -1.9820 0.2890 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 2596.0000 390.0000 -1.9070 0.1491 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 1494.0000 228.0000 -1.2790 0.1620 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 1189.0000 1619.0000 -2.4730 0.1716 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 549.0000 2201.0000 -2.2120 0.1890 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 2963.0000 1922.0000 -1.6500 0.1732 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
21 1855.0000 2676.0000 -1.5580 0.1795 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
22 977.0000 983.0000 -2.0740 0.2380 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
23 974.0000 386.0000 -0.5810 0.1740 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
24 195.0000 1118.0000 -1.4210 0.1852 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
25 254.0000 129.0000 -0.1380 0.0255 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
26 2655.0000 1714.0000 -1.5450 0.1164 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
27 1914.0000 2894.0000 -1.6800 0.2185 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
28 1319.0000 2253.0000 -1.9070 0.1504 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
29 1130.0000 1762.0000 -2.4650 0.1655 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
30 2942.0000 188.0000 -1.6420 0.1183 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
31 2112.0000 1872.0000 -1.8320 0.1470 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
32 2655.0000 2970.0000 -2.1140 0.3230 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
33 2890.0000 2532.0000 -1.9350 0.2662 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
34 227.0000 801.0000 -0.6090 0.1456 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
35 1136.0000 2688.0000 -1.4990 0.1497 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
36 2373.0000 2526.0000 -1.8130 0.2213 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
37 2823.0000 1317.0000 -1.5990 0.0909 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
38 1370.0000 1046.0000 -2.4090 0.2096 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
39 217.0000 2150.0000 -2.2510 0.2461 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
40 1733.0000 2716.0000 -1.5690 0.1688 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
41 505.0000 2276.0000 -2.1380 0.1867 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
42 283.0000 1441.0000 -1.9000 0.2440 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
43 402.0000 1352.0000 -1.8510 0.2484 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
44 1590.0000 717.0000 -2.2830 0.1999 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
45 1750.0000 2477.0000 -1.6060 0.1479 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
46 1973.0000 122.0000 -1.8180 0.1632 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
47 1765.0000 1155.0000 -2.4130 0.1700 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
48 242.0000 1353.0000 -1.7590 0.2238 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
49 2351.0000 1275.0000 -2.0210 0.1589 0.0000 0.6240 2.6810 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
50 1418.0000 1382.0000 -2.4590 0.1695 0.0000 0.6240 2.6810 0.0001 0.0078 11.0000 0.3001 0.1301 0.3625 0.7927 
51 1266.0000 1407.0000 -2.4400 0.1871 0.0000 0.6323 2.6712 0.0000 0.0090 12.0000 0.3253 0.0871 0.2572 0.6697 
52 1372.0000 1349.0000 -2.5710 0.1787 0.0000 0.6378 2.6606 0.0002 0.0092 10.0000 0.2705 0.0657 0.2431 0.5793 
53 1469.0000 1289.0000 -2.5390 0.1748 0.0000 0.6419 2.6310 0.0008 0.0046 13.0000 0.3273 0.0672 0.2700 0.6645 
54 1470.0000 1291.0000 -2.5570 0.1748 0.0000 0.6460 2.6135 0.0008 0.0066 13.0000 0.3659 0.0826 0.2864 0.7349 
55 1471.0000 1292.0000 -2.4930 0.1744 0.0000 0.6490 2.5933 0.0003 0.0032 13.0000 0.3285 0.0675 0.2447 0.6408 
56 1365.0000 1369.0000 -2.4940 0.1772 0.0000 0.6523 2.5896 0.0008 0.0087 13.0000 0.3219 0.0667 0.2943 0.6829 
57 1524.0000 1251.0000 -2.3480 0.1742 0.0000 0.6555 2.5896 0.0010 0.0047 13.0000 0.3486 0.0865 0.3080 0.7430 
58 1193.0000 1470.0000 -2.4320 0.1901 0.0000 0.6591 2.6112 0.0009 0.0041 14.0000 0.4417 0.0890 0.3329 0.8636 
59 1113.0000 1521.0000 -2.4890 0.1964 0.0000 0.6644 2.6329 0.0005 0.0084 14.0000 0.3941 0.0892 0.2612 0.7446 
60 1348.0000 1448.0000 -2.5250 0.1695 0.0000 0.6693 2.6533 0.0006 0.0042 10.0000 0.3311 0.0853 0.2865 0.7029 
61 1352.0000 1449.0000 -2.4940 0.1690 0.0000 0.6732 2.6637 0.0003 0.0037 12.0000 0.3165 0.0711 0.2751 0.6628 
62 1284.0000 1372.0000 -2.4040 0.1883 0.0000 0.6768 2.6794 0.0008 0.0062 14.0000 0.3945 0.0655 0.2368 0.6968 
63 998.0000 1617.0000 -2.4490 0.2020 0.0000 0.6810 2.7096 0.0010 0.0053 14.0000 0.3707 0.0648 0.2614 0.6969 
64 1602.0000 1190.0000 -2.4700 0.1746 0.0000 0.6873 2.7499 0.0005 0.0032 14.0000 0.3847 0.0679 0.3476 0.8002 
65 1467.0000 1444.0000 -2.4450 0.1595 0.0000 0.6919 2.7800 0.0004 0.0039 15.0000 0.4037 0.0768 0.2993 0.7798 
66 1629.0000 1140.0000 -2.4210 0.1777 0.0000 0.6962 2.8129 0.0004 0.0035 14.0000 0.4280 0.0856 0.2656 0.7792 
