0 3.0145 0.5269 0.1718 3.1374 0.6604 0.4668 2.0814 1.1513 2.8057 0.8049 3.0184 1.0716 1.9284 2.9350 -0.1328 0.0103 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.1843 2.9100 2.2538 0.2473 2.7808 1.8932 1.0450 0.6783 2.6848 1.8727 2.9530 2.4540 3.0236 1.8225 0.0625 0.0234 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.2242 1.9624 0.8860 3.0099 1.0504 2.4758 3.0036 2.0797 0.5326 2.6100 2.1303 0.6628 0.2494 1.7176 -0.0703 0.0494 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 0.1981 2.9137 1.6399 1.6735 1.3454 2.1105 2.8875 1.0347 1.2369 1.8720 1.0043 1.9117 1.7520 1.4184 0.9531 0.0757 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.1477 1.7067 0.3680 3.1309 1.1819 1.4132 1.3252 2.9272 2.9961 1.6573 1.3186 0.3937 2.8237 0.6213 -0.0391 0.0121 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 1.7626 1.1619 1.0985 1.1865 0.6817 0.2125 1.7286 2.5208 2.0681 0.7129 2.2098 0.2584 1.3493 2.6187 0.5781 0.0054 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.9014 1.5009 2.6748 1.6163 1.6937 1.8779 3.1151 2.3620 1.5388 2.3120 2.0566 1.1760 2.4851 2.5935 -0.3516 0.0030 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1.9505 2.9674 0.1553 1.6208 2.0301 1.1359 0.6213 2.2050 1.4213 0.9182 0.2273 3.0416 1.1715 0.4592 -0.4297 0.0111 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.6821 0.2003 0.7181 1.5904 1.2632 2.3821 2.2843 1.5127 0.8574 0.8018 0.9099 0.2983 2.1250 0.5799 0.3594 0.0320 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.8052 2.0647 0.2727 1.6170 1.9361 0.2285 1.5804 0.1908 2.4307 0.1124 2.0223 3.0976 2.6743 0.8097 -0.0703 0.0311 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 1.7259 0.5254 1.1411 2.7275 2.5872 0.1277 1.2554 2.0473 0.6337 2.5413 2.8164 1.7771 1.2013 2.6808 -0.2422 0.0004 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1.6598 0.6729 0.9449 0.5840 2.6510 1.6508 2.2190 2.5861 3.0618 0.6794 1.3340 2.7590 2.4167 1.2763 -0.4766 0.0280 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 2.0946 0.6931 0.5920 0.2539 1.2549 0.8177 1.6746 3.0488 0.5650 1.7963 2.7299 1.9201 1.7035 2.4353 -0.4688 0.0198 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 0.1664 2.9851 2.1880 2.5535 2.6100 0.3998 0.3026 0.6425 1.6353 2.9541 2.8657 1.3531 1.9931 2.3503 0.0781 0.0043 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 1.1110 3.0519 2.9645 2.3111 2.8418 2.5358 2.0838 1.0774 0.9558 0.8254 0.2745 2.9161 1.0074 0.1726 -0.1016 0.0029 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 1.0614 0.4138 1.4540 1.1105 0.6337 1.5501 1.3618 1.1769 2.5736 1.0331 1.7462 2.7703 3.0171 1.2398 0.8281 0.0009 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 0.2232 2.9909 1.6638 0.7618 0.4899 0.8270 1.0444 0.5220 0.2491 3.1246 2.5949 0.4447 1.5622 2.5375 0.0078 0.0819 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 1.6344 0.3105 1.1331 1.2579 2.8816 1.8729 1.4960 2.0182 0.2479 2.1871 2.5576 2.1401 1.1976 0.9698 0.3906 0.0035 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 0.1309 0.3495 0.5701 1.4787 2.4672 0.7604 1.5367 2.0341 2.0146 0.1624 2.9000 1.8802 1.0224 0.8279 2.3750 0.0010 0.0804 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 2.8839 1.4503 2.6721 1.6274 1.7381 1.8476 3.0883 2.4146 1.5398 2.2945 2.0454 1.1657 2.4649 2.6180 -0.0547 0.0009 0.0804 0.9116 0.0002 0.0425 100.0000 32.0712 0.3106 0.3433 32.7252 
21 2.9515 1.6461 2.6825 1.5845 1.5660 1.9652 3.1416 2.2108 1.5358 2.3624 2.0888 1.2058 2.5431 2.5232 0.9141 0.0062 0.1918 0.9403 0.0003 0.0093 80.0000 24.5248 0.2984 0.3274 25.1506 
22 2.1039 0.6864 0.5839 0.2419 1.2530 0.8242 1.6718 3.0500 0.5583 1.7890 2.7303 1.9284 1.7150 2.4271 -0.4375 0.0172 0.0409 0.9165 0.0003 0.0097 81.0000 24.5375 0.2791 0.3027 25.1193 
23 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.0534 0.9265 0.0009 0.0037 95.0000 28.5723 0.3107 0.4326 29.3156 
24 2.1196 0.6917 0.6013 0.2691 1.2677 0.8123 1.6726 3.0426 0.5729 1.8085 2.7307 1.9191 1.6970 2.4418 -0.4922 0.0186 0.0535 0.9306 0.0002 0.0135 100.0000 34.7078 0.3767 0.3743 35.4589 
25 1.7904 0.5593 1.0874 2.7268 2.6122 0.1184 1.2653 2.0278 0.5880 2.4936 2.8083 1.7338 1.1624 2.6938 -0.3672 0.0036 0.0667 0.9478 0.0001 0.0448 100.0000 31.9308 0.3653 0.3068 32.6028 
26 2.1061 0.7105 0.6116 0.2840 1.2684 0.8000 1.6830 3.0306 0.5762 1.8178 2.7424 1.9091 1.6758 2.4582 -0.5078 0.0236 0.0811 0.9721 0.0001 0.0099 84.0000 25.8272 0.3059 0.3227 26.4558 
27 1.9383 2.9848 0.1479 1.6419 2.0015 1.1378 0.6518 2.2041 1.4358 0.8701 0.2155 3.0665 1.2103 0.4404 -0.4922 0.0098 0.0932 0.9944 0.0002 0.0311 100.0000 30.9633 0.2981 0.3699 31.6313 
28 2.1120 0.7013 0.6279 0.3098 1.2815 0.7946 1.6740 3.0423 0.5983 1.8346 2.7222 1.8967 1.6675 2.4632 -0.1953 0.0226 0.1079 1.0219 0.0001 0.0099 80.0000 24.8334 0.2842 0.3021 25.4196 
29 1.6849 0.6654 0.9563 0.5787 2.6863 1.6690 2.2147 2.6124 3.0679 0.6676 1.2962 2.7437 2.4037 1.2780 -0.3750 0.0226 0.1049 1.0457 0.0000 0.0219 100.0000 30.2890 0.2855 0.3067 30.8812 
30 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1149 1.0744 0.0009 0.0091 68.0000 20.7102 0.3264 0.4067 21.4433 
31 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1159 1.0973 0.0010 0.0086 80.0000 24.0220 0.2794 0.3231 24.6244 
32 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1169 1.1223 0.0008 0.0073 71.0000 21.7252 0.2772 0.2918 22.2943 
33 2.1111 0.7218 0.5721 0.2228 1.2432 0.8166 1.6979 3.0061 0.5261 1.7793 2.7842 1.9430 1.7030 2.4409 -0.3516 0.0206 0.1178 1.1494 0.0008 0.0090 93.0000 28.0100 0.3090 0.3901 28.7090 
34 1.6214 0.6843 0.9272 0.5921 2.5970 1.6229 2.2256 2.5457 3.0526 0.6975 1.3921 2.7824 2.4367 1.2736 -0.1953 0.0378 0.1308 1.1785 0.0004 0.0095 66.0000 20.2666 0.3234 0.3493 20.9394 
35 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1361 1.2022 0.0008 0.0095 76.0000 22.8469 0.3117 0.3316 23.4902 
36 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1374 1.2317 0.0007 0.0095 61.0000 18.6814 0.2837 0.3249 19.2900 
37 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1386 1.2624 0.0009 0.0097 66.0000 23.1075 0.3114 0.4290 23.8479 
38 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 -0.5625 0.0907 0.1397 1.2943 0.0008 0.0098 75.0000 25.8784 0.2962 0.3266 26.5012 
