0 3.0145 0.5269 0.1718 3.1374 0.6604 0.4668 2.0814 1.1513 2.8057 0.8049 3.0184 1.0716 1.9284 2.9350 2.1843 2.9100 0.4609 0.0060 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.2538 0.2473 2.7808 1.8932 1.0450 0.6783 2.6848 1.8727 2.9530 2.4540 3.0236 1.8225 2.2242 1.9624 0.8860 3.0099 0.4141 0.0019 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 1.0504 2.4758 3.0036 2.0797 0.5326 2.6100 2.1303 0.6628 0.2494 1.7176 0.1981 2.9137 1.6399 1.6735 1.3454 2.1105 0.3281 0.0403 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.8875 1.0347 1.2369 1.8720 1.0043 1.9117 1.7520 1.4184 2.1477 1.7067 0.3680 3.1309 1.1819 1.4132 1.3252 2.9272 -1.2500 0.0260 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.9961 1.6573 1.3186 0.3937 2.8237 0.6213 1.7626 1.1619 1.0985 1.1865 0.6817 0.2125 1.7286 2.5208 2.0681 0.7129 0.1406 0.0047 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.2098 0.2584 1.3493 2.6187 2.9014 1.5009 2.6748 1.6163 1.6937 1.8779 3.1151 2.3620 1.5388 2.3120 2.0566 1.1760 -0.9141 0.0355 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.4851 2.5935 1.9505 2.9674 0.1553 1.6208 2.0301 1.1359 0.6213 2.2050 1.4213 0.9182 0.2273 3.0416 1.1715 0.4592 0.3906 0.0153 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 2.6821 0.2003 -0.2969 0.0345 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 0.7181 1.5904 1.2632 2.3821 2.2843 1.5127 0.8574 0.8018 0.9099 0.2983 2.1250 0.5799 2.8052 2.0647 0.2727 1.6170 -0.6406 0.0064 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1.9361 0.2285 1.5804 0.1908 2.4307 0.1124 2.0223 3.0976 2.6743 0.8097 1.7259 0.5254 1.1411 2.7275 2.5872 0.1277 0.3828 0.0064 0.0630 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 0.6216 0.8608 2.6916 0.6244 0.9174 0.4148 1.6131 0.5722 1.1988 2.3569 2.9198 2.5098 0.2081 1.0864 2.6628 0.2254 0.0234 0.0194 0.0630 0.9116 0.0001 0.1154 100.0000 40.9532 0.4383 0.3477 41.7392 
11 2.8888 1.0335 1.2350 1.8720 1.0058 1.9119 1.7515 1.4190 2.1486 1.7065 0.3678 3.1320 1.1813 1.4127 1.3255 2.9272 -1.1641 0.0258 0.2842 0.9733 0.0004 0.0094 74.0000 31.1283 0.3479 0.5036 31.9799 
