0 2.9131 2.9853 2.8144 0.3541 1.9007 1.3889 1.7123 0.4963 1.0850 0.0300 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 0.6840 1.4522 0.7723 1.4840 0.1753 0.3609 2.2596 1.3813 1.0580 0.0047 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 1.6592 2.3332 1.1919 0.2751 2.4819 1.8919 2.1011 1.9888 0.7780 0.0422 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 3.0526 1.2035 2.4110 1.2214 1.8399 2.1091 1.0562 0.3608 1.3760 0.0259 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 1.5419 2.2836 1.8964 1.4610 2.0539 0.6537 0.6430 1.0837 0.5510 0.0172 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.5816 0.6950 0.4477 0.3999 0.2184 0.9382 1.8423 2.5961 -0.2090 0.0208 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 1.1062 1.2243 0.9775 1.0270 2.4651 1.7698 0.8860 0.4258 0.3730 0.0157 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.4840 2.2508 2.6202 0.8240 1.7591 2.8944 1.9027 2.9757 -0.8010 0.2556 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 0.6087 3.0656 0.2701 1.3660 0.1711 2.5624 2.1902 3.0617 0.1650 0.0089 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.5484 2.9859 1.7382 3.1058 2.3782 1.1528 3.0637 1.2467 -0.8970 0.1611 0.2207 0.9889 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.5485 2.9864 1.7380 3.1072 2.3785 1.1528 3.0647 1.2472 -0.9950 0.1619 0.2207 0.9889 0.0009 0.0068 43.0000 5.0462 0.1511 0.3059 5.5031 
11 2.5680 3.0355 1.7274 3.1416 2.4058 1.1564 3.1416 1.3008 -1.1170 0.1659 0.2995 0.8744 0.0003 0.0098 63.0000 7.0222 0.1357 0.2700 7.4279 
12 2.5684 2.3295 2.8099 1.0261 1.6506 3.1416 2.0738 3.1416 -0.1130 0.1473 0.4077 0.8434 0.0001 0.0088 70.0000 7.7856 0.1234 0.2770 8.1860 
13 2.4341 2.1718 2.5051 0.6458 1.8272 2.7329 1.7368 2.9511 -0.1790 0.2012 0.2952 0.8859 0.0003 0.0085 44.0000 5.8049 0.1443 0.2687 6.2179 
14 2.5787 3.0628 1.7213 3.1416 2.4210 1.1584 3.1416 1.3306 -1.1130 0.1643 0.1915 0.8821 0.0010 0.0059 70.0000 7.7882 0.1389 0.2636 8.1907 
15 2.5851 3.0789 1.7178 3.1416 2.4300 1.1594 3.1416 1.3480 -1.0260 0.1622 0.2263 0.9051 0.0009 0.0047 76.0000 8.5432 0.1327 0.2504 8.9263 
16 2.5410 3.0250 1.7575 3.1416 2.4023 1.1910 3.1416 1.3443 -1.0680 0.1749 0.2442 0.9452 0.0001 0.0100 150.0000 16.6926 0.1342 0.2731 17.0998 
17 2.5646 3.0940 1.7868 3.1416 2.4722 1.1497 3.1416 1.2915 -0.8250 0.1356 0.3001 1.0060 0.0001 0.0100 116.0000 12.9242 0.1327 0.2753 13.3323 
18 2.6055 2.9591 1.5517 3.1416 2.2705 1.1901 3.1416 1.4330 -0.8300 0.1691 0.2846 1.0767 0.0010 0.0096 62.0000 6.9439 0.1311 0.2531 7.3281 
19 2.5688 3.0139 1.6944 3.1416 2.3748 1.1675 3.1416 1.3310 -1.1240 0.1796 0.2483 1.0545 0.0010 0.0043 90.0000 9.9797 0.1315 0.2554 10.3667 
20 2.5484 3.0105 1.6839 3.1416 2.3771 1.1591 3.1416 1.3316 -1.1180 0.1800 0.2676 1.1329 0.0009 0.0050 85.0000 9.5217 0.1399 0.2821 9.9437 
21 2.5343 3.0087 1.6798 3.1416 2.3795 1.1551 3.1416 1.3334 -1.0650 0.1797 0.2868 1.2085 0.0009 0.0062 85.0000 9.8374 0.1798 0.3683 10.3854 
22 2.6005 3.0050 1.7113 3.1416 2.3584 1.1855 3.1416 1.3253 -1.0480 0.1781 0.3070 1.2812 0.0010 0.0047 94.0000 10.4113 0.1321 0.2696 10.8130 
23 2.5399 2.9692 1.6751 3.1416 2.4301 1.1593 3.1416 1.3495 -1.2210 0.2140 0.3321 1.3435 0.0010 0.0095 108.0000 12.0916 0.1376 0.2682 12.4974 
24 2.5220 2.8831 1.6475 3.1416 2.5183 1.1533 3.1416 1.3717 -1.4830 0.2770 0.3403 1.4205 0.0010 0.0080 62.0000 6.9338 0.1320 0.2794 7.3453 
25 2.5014 2.6945 1.5968 3.1416 2.7180 1.1434 3.1416 1.4136 -1.6800 0.3894 0.3497 1.5420 0.0007 0.0095 66.0000 7.3533 0.2112 0.2535 7.8180 
26 2.4900 2.6473 1.5858 3.1416 2.7713 1.1398 3.1416 1.4243 -1.5140 0.4014 0.3835 1.5558 0.0008 0.0094 60.0000 6.6953 0.1557 0.2938 7.1448 
27 2.5549 2.7338 1.5910 3.1416 2.6844 1.1917 3.1416 1.3727 -1.6590 0.3440 0.3812 1.5694 0.0010 0.0085 71.0000 7.9022 0.1389 0.2773 8.3184 
28 2.5256 2.7421 1.5693 3.1416 2.6990 1.2282 3.1416 1.3582 -1.5460 0.2933 0.3986 1.5854 0.0009 0.0068 75.0000 8.3865 0.1318 0.2633 8.7816 
29 2.5851 2.7026 1.6377 3.1416 2.6702 1.1013 3.1416 1.4139 -1.8290 0.4328 0.4118 1.6100 0.0008 0.0061 77.0000 8.5810 0.1475 0.2811 9.0096 
30 2.6803 2.6533 1.6834 3.1416 2.6662 1.0250 3.1416 1.4359 -1.6660 0.4794 0.4101 1.6762 0.0010 0.0096 70.0000 7.8215 0.1379 0.2621 8.2215 
31 2.5877 2.6635 1.7350 3.1416 2.6440 1.1316 3.1416 1.4957 -1.6910 0.4524 0.4193 1.6624 0.0007 0.0049 95.0000 10.5803 0.1375 0.2869 11.0047 
32 2.5524 2.6127 1.6757 3.1416 2.6151 1.0202 3.1416 1.3499 -1.6720 0.4359 0.4376 1.6678 0.0010 0.0053 96.0000 10.6456 0.1471 0.2967 11.0893 
33 2.5878 2.7419 1.6256 3.1416 2.7088 0.9546 3.1416 1.5106 -1.0020 0.2822 0.4557 1.6749 0.0009 0.0055 84.0000 9.3753 0.1362 0.2691 9.7807 
34 2.7076 2.5066 1.7325 3.1416 2.6454 1.2236 3.1416 1.3166 -1.5960 0.2564 0.3804 1.9280 0.0010 0.0085 56.0000 6.2999 0.1325 0.2722 6.7046 
35 2.6055 2.6511 1.6816 3.1416 2.6315 1.1462 3.1416 1.3760 -1.8660 0.4141 0.3704 1.9288 0.0010 0.0045 174.0000 19.2240 0.1364 0.2595 19.6198 
36 0.1000 0.1000 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 0.1770 0.0521 0.3784 1.9710 0.0007 0.0100 110.0000 12.2147 0.1098 0.3331 12.6577 
37 2.6063 2.6508 1.6864 3.1416 2.6230 1.1527 3.1416 1.3692 -1.7470 0.4037 0.3707 1.8545 0.0009 0.0030 94.0000 10.5760 0.1336 0.3588 11.0684 
38 2.6000 2.6600 1.7299 3.1416 2.6756 1.1450 3.1416 1.3472 -1.8360 0.3913 0.3832 1.8935 0.0010 0.0029 99.0000 11.0608 0.1346 0.3679 11.5633 
39 2.5709 2.6476 1.7457 3.1416 2.6688 1.1545 3.1416 1.3488 -1.7090 0.3789 0.3948 1.9251 0.0009 0.0031 107.0000 11.9482 0.1359 0.3740 12.4582 
40 2.6685 2.6623 1.6598 3.1416 2.6460 1.1422 3.1416 1.3499 -1.8780 0.4050 0.3998 1.9697 0.0007 0.0024 126.0000 16.9496 0.1532 0.4142 17.5170 
41 0.1000 0.1000 3.1416 3.1416 0.1000 3.1416 0.1000 3.1416 0.3000 0.0521 0.4026 2.0184 0.0008 0.0067 127.0000 15.2213 0.1110 0.3106 15.6429 
42 2.6827 2.6662 1.6561 3.1416 2.6487 1.1409 3.1416 1.3371 -1.9600 0.3945 0.3989 1.9108 0.0009 0.0028 106.0000 11.8273 0.1340 0.3734 12.3348 
43 2.7522 2.6742 1.6300 3.1416 2.6687 1.1317 3.1416 1.2734 -1.8370 0.3308 0.3971 1.9631 0.0010 0.0040 100.0000 11.3386 0.1308 0.3665 11.8358 
44 2.7735 2.6985 1.6713 3.1416 2.6735 1.1998 3.1416 1.3719 -1.8650 0.3588 0.4074 1.9951 0.0010 0.0036 98.0000 11.2446 0.2201 0.3932 11.8579 
45 2.9532 2.6518 1.5927 3.1416 2.7666 1.2118 3.1416 1.2794 -1.2980 0.1887 0.4171 2.0298 0.0010 0.0073 81.0000 9.1114 0.1363 0.3990 9.6467 
46 3.1416 0.1000 0.1000 3.1416 3.1416 0.1000 0.1000 3.1416 0.2190 0.0521 0.4091 2.0980 0.0010 0.0051 154.0000 17.7689 0.1234 0.3695 18.2618 
47 0.1000 0.1000 0.1000 3.1416 3.1416 3.1416 3.1416 0.1000 0.4830 0.0360 0.4048 1.9927 0.0005 0.0024 175.0000 19.4336 0.1197 0.4345 19.9879 
48 0.1000 3.1416 0.1000 3.1416 3.1416 3.1416 0.1000 3.1416 -0.0400 0.0625 0.4036 1.8969 0.0010 0.0038 165.0000 18.3833 0.0999 0.3416 18.8248 
49 0.1000 3.1416 3.1416 3.1416 0.1000 0.1000 0.1000 3.1416 -0.3330 0.0839 0.3977 1.8136 0.0010 0.0042 174.0000 19.2615 0.1091 0.3916 19.7622 
50 3.1416 0.1000 0.1000 3.1416 0.1000 3.1416 3.1416 3.1416 0.0220 0.0625 0.3905 1.7430 0.0006 0.0033 171.0000 19.5363 0.1098 0.3797 20.0257 
51 3.1416 0.1000 3.1416 3.1416 0.1000 0.1000 3.1416 3.1416 0.2680 0.0521 0.3853 1.6731 0.0010 0.0066 127.0000 14.1641 0.1226 0.3758 14.6625 
52 0.1000 3.1416 3.1416 3.1416 0.1000 3.1416 3.1416 0.1000 0.4740 0.0438 0.3824 1.6077 0.0010 0.0053 199.0000 22.8325 0.1087 0.3702 23.3114 
53 0.1000 0.1000 3.1416 0.1000 3.1416 0.1000 0.1000 3.1416 0.2130 0.0521 0.3816 1.5480 0.0010 0.0073 138.0000 15.7140 0.1354 0.4038 16.2532 
54 0.1000 0.1000 0.1000 0.1000 0.1000 3.1416 0.1000 0.1000 1.1040 0.0180 0.3776 1.4909 0.0009 0.0050 149.0000 17.7343 0.1329 0.4083 18.2754 
55 2.6941 2.6770 1.6690 3.0599 2.6296 1.1556 3.1416 1.3430 -1.7520 0.2848 0.3847 1.4451 0.0009 0.0026 139.0000 16.0363 0.1425 0.4015 16.5803 
56 3.1416 3.1416 0.1000 3.1416 0.1000 3.1416 0.1000 0.1000 -0.5080 0.0915 0.3974 1.4702 0.0006 0.0024 182.0000 21.2034 0.1122 0.3722 21.6877 
57 2.7183 2.6895 1.6894 3.1416 2.5824 1.1477 3.1416 1.3304 -1.8710 0.3748 0.3910 1.4323 0.0009 0.0024 138.0000 15.5556 0.1366 0.4068 16.0990 
58 3.1416 3.1416 0.1000 3.1416 0.1000 0.1000 0.1000 3.1416 -0.4050 0.0839 0.4013 1.4608 0.0010 0.0043 153.0000 17.5137 0.1108 0.4183 18.0429 
59 3.1416 0.1000 0.1000 0.1000 3.1416 0.1000 3.1416 3.1416 -0.1610 0.0625 0.3954 1.4225 0.0010 0.0037 187.0000 21.1996 0.1353 0.3825 21.7175 
60 2.6975 2.6421 1.6104 3.1416 2.5888 1.1633 3.1416 1.3571 -1.8610 0.3855 0.3904 1.3823 0.0008 0.0020 154.0000 17.7889 0.1430 0.4250 18.3569 
61 0.1000 0.1000 3.1416 3.1416 3.1416 0.1000 3.1416 0.1000 0.2930 0.0521 0.4003 1.4074 0.0009 0.0046 159.0000 19.0337 0.1411 0.4295 19.6043 
62 0.1000 3.1416 0.1000 3.1416 3.1416 0.1000 0.1000 0.1000 -0.7900 0.1138 0.3986 1.3667 0.0010 0.0035 166.0000 22.9177 0.1310 0.4623 23.5109 
63 3.1416 3.1416 3.1416 3.1416 3.1416 3.1416 0.1000 3.1416 -0.0380 0.0625 0.3932 1.3441 0.0010 0.0040 162.0000 22.1866 0.1026 0.4008 22.6901 
64 3.1416 0.1000 0.1000 0.1000 0.1000 3.1416 0.1000 3.1416 -0.1460 0.0737 0.3895 1.3092 0.0010 0.0042 159.0000 21.6383 0.1296 0.6065 22.3744 
65 0.1000 3.1416 3.1416 0.1000 0.1000 3.1416 0.1000 3.1416 -0.3240 0.0737 0.3853 1.2770 0.0010 0.0049 179.0000 24.1671 0.1117 0.4207 24.6995 
66 0.1000 2.0008 0.1000 3.1416 3.1416 0.1000 0.1000 0.1000 -0.6310 0.0879 0.3806 1.2491 0.0010 0.0065 175.0000 19.8366 0.1316 0.4208 20.3890 
67 2.6726 2.6654 1.6386 3.1416 2.5998 1.1273 3.1416 1.2516 -1.7510 0.3131 0.3801 1.2372 0.0010 0.0026 173.0000 19.7088 0.1312 0.4648 20.3048 
68 0.1000 3.1416 0.1000 3.1416 3.1416 1.2722 0.1000 0.1000 -0.1910 0.0598 0.3878 1.2586 0.0010 0.0094 179.0000 21.6038 0.1242 0.4283 22.1563 
69 0.1000 0.1000 3.1416 3.1416 0.1000 0.1000 0.1000 0.1000 -0.6140 0.1012 0.3865 1.2388 0.0010 0.0043 165.0000 18.9356 0.1351 0.4186 19.4893 
70 3.1416 0.1000 0.1000 3.1416 0.1000 0.1000 0.1000 0.1000 -0.7530 0.1138 0.3814 1.2187 0.0010 0.0037 225.0000 25.9952 0.1326 0.4533 26.5811 
71 0.1000 0.1000 3.1416 0.1000 0.1000 3.1416 3.1416 3.1416 -0.0650 0.0625 0.3765 1.2027 0.0010 0.0051 190.0000 22.6934 0.1210 0.4614 23.2758 
72 3.1416 0.1000 0.1000 3.1416 0.1000 1.4392 0.1000 0.1000 -0.1690 0.0713 0.3735 1.1776 0.0010 0.0096 188.0000 21.7353 0.1380 0.4273 22.3005 
73 0.1000 3.1416 3.1416 3.1416 3.1416 0.1000 0.1000 3.1416 0.0990 0.0521 0.3720 1.1594 0.0009 0.0054 190.0000 21.7177 0.1119 0.4465 22.2761 
74 2.6970 2.6682 1.6696 3.1416 2.6362 1.1692 3.0524 1.3679 -1.9270 0.4125 0.3698 1.1351 0.0009 0.0024 109.0000 12.7953 0.1340 0.4265 13.3558 
75 3.1416 3.1416 0.1000 3.1416 3.1416 3.1416 3.1416 3.1416 0.0550 0.0625 0.3723 1.1480 0.0010 0.0061 153.0000 17.6663 0.0988 0.3870 18.1521 
76 3.1416 3.1416 0.1000 0.1000 0.1000 0.1000 0.1000 3.1416 -0.5150 0.0951 0.3700 1.1253 0.0008 0.0040 193.0000 22.4536 0.1245 0.4448 23.0229 
77 2.6968 2.6667 1.6696 3.1416 2.6368 1.1683 3.0459 1.3671 -1.9100 0.4140 0.3655 1.1086 0.0010 0.0026 101.0000 11.8474 0.1388 0.4933 12.4796 
78 3.1416 0.1000 0.1000 3.1416 3.1416 0.1000 3.1416 0.1000 -0.0380 0.0625 0.3722 1.1257 0.0006 0.0034 170.0000 19.6301 0.1341 0.4476 20.2118 
79 2.7024 2.6752 1.6787 3.1416 2.6278 1.1852 3.0516 1.3810 -1.9830 0.4077 0.3696 1.1048 0.0009 0.0038 100.0000 11.7961 0.1481 0.4461 12.3903 
80 2.6995 2.6549 1.6766 3.1416 2.6256 1.1936 2.9988 1.3897 -1.9450 0.4182 0.3741 1.1224 0.0010 0.0034 85.0000 9.9922 0.1460 0.4908 10.6290 
81 2.7119 2.6796 1.6989 3.1416 2.6192 1.2191 3.0284 1.4057 -1.9340 0.3990 0.3827 1.1393 0.0009 0.0026 84.0000 10.6679 0.1347 0.5331 11.3357 
82 2.6887 2.6474 1.6713 3.1416 2.6385 1.1716 2.9880 1.3589 -1.8790 0.4143 0.3913 1.1553 0.0008 0.0031 88.0000 10.3845 0.1352 0.4275 10.9472 
83 2.7076 2.6567 1.6635 3.1416 2.6015 1.2239 3.0520 1.4222 -1.8670 0.4079 0.3995 1.1704 0.0009 0.0026 102.0000 11.9155 0.1575 0.4521 12.5251 
84 0.1000 0.1000 0.1000 3.1416 0.1000 0.1000 0.1000 3.1416 0.7100 0.0309 0.4074 1.1850 0.0010 0.0033 148.0000 17.2247 0.1211 0.5506 17.8963 
85 0.1000 3.1416 3.1416 0.1000 3.1416 0.1000 3.1416 3.1416 -0.0340 0.0625 0.4128 1.1634 0.0010 0.0024 211.0000 24.4768 0.1248 0.4951 25.0967 
86 2.7146 2.6982 1.7356 3.1416 2.6462 1.1930 3.0337 1.3650 -1.8690 0.3808 0.4114 1.1423 0.0010 0.0024 106.0000 12.4351 0.1410 0.4949 13.0710 
