0 3.0145 0.5269 0.1718 3.1374 0.6604 0.4668 2.0814 1.1513 2.8057 0.8049 3.0184 1.0716 1.9284 2.9350 2.1843 2.9100 2.2538 0.2473 0.5280 0.0839 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.7808 1.8932 1.0450 0.6783 2.6848 1.8727 2.9530 2.4540 3.0236 1.8225 2.2242 1.9624 0.8860 3.0099 1.0504 2.4758 3.0036 2.0797 -0.6420 0.0603 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 0.5326 2.6100 2.1303 0.6628 0.2494 1.7176 0.1981 2.9137 1.6399 1.6735 1.3454 2.1105 2.8875 1.0347 1.2369 1.8720 1.0043 1.9117 0.0150 0.0187 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 1.7520 1.4184 2.1477 1.7067 0.3680 3.1309 1.1819 1.4132 1.3252 2.9272 2.9961 1.6573 1.3186 0.3937 2.8237 0.6213 1.7626 1.1619 1.0340 0.0082 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 1.0985 1.1865 0.6817 0.2125 1.7286 2.5208 2.0681 0.7129 2.2098 0.2584 1.3493 2.6187 2.9014 1.5009 2.6748 1.6163 1.6937 1.8779 0.7360 0.0501 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 3.1151 2.3620 1.5388 2.3120 2.0566 1.1760 2.4851 2.5935 1.9505 2.9674 0.1553 1.6208 2.0301 1.1359 0.6213 2.2050 1.4213 0.9182 0.3780 0.0680 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 0.2273 3.0416 1.1715 0.4592 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 0.1840 0.0252 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.6821 0.2003 0.7181 1.5904 1.2632 2.3821 2.2843 1.5127 0.8574 0.8018 0.9099 0.2983 2.1250 0.5799 2.8052 2.0647 0.2727 1.6170 0.9950 0.0016 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1.9361 0.2285 1.5804 0.1908 2.4307 0.1124 2.0223 3.0976 2.6743 0.8097 1.7259 0.5254 1.1411 2.7275 2.5872 0.1277 1.2554 2.0473 0.2240 0.0217 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 0.6337 2.5413 2.8164 1.7771 1.2013 2.6808 1.6598 0.6729 0.9449 0.5840 2.6510 1.6508 2.2190 2.5861 3.0618 0.6794 1.3340 2.7590 0.7490 0.0757 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.4167 1.2763 2.0946 0.6931 0.5920 0.2539 1.2549 0.8177 1.6746 3.0488 0.5650 1.7963 2.7299 1.9201 1.7035 2.4353 0.1664 2.9851 0.3930 0.0565 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 2.1880 2.5535 2.6100 0.3998 0.3026 0.6425 1.6353 2.9541 2.8657 1.3531 1.9931 2.3503 1.1110 3.0519 2.9645 2.3111 2.8418 2.5358 -0.1340 0.0363 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 2.0838 1.0774 0.9558 0.8254 0.2745 2.9161 1.0074 0.1726 1.0614 0.4138 1.4540 1.1105 0.6337 1.5501 1.3618 1.1769 2.5736 1.0331 0.2620 0.0096 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 1.7462 2.7703 3.0171 1.2398 0.2232 2.9909 1.6638 0.7618 0.4899 0.8270 1.0444 0.5220 0.2491 3.1246 2.5949 0.4447 1.5622 2.5375 -0.0760 0.0136 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 1.6344 0.3105 1.1331 1.2579 2.8816 1.8729 1.4960 2.0182 0.2479 2.1871 2.5576 2.1401 1.1976 0.9698 0.1309 0.3495 0.5701 1.4787 0.4240 0.1275 0.5616 0.9938 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 2.7790 1.9163 1.0709 0.6592 2.6630 1.8478 2.9420 2.4796 3.0346 1.8196 2.2212 1.9672 0.8675 3.0348 1.0591 2.4800 3.0190 2.0956 -0.5890 0.0605 0.5616 0.9938 0.0001 0.0092 100.0000 95.4092 0.5655 1.8831 97.8578 
16 2.8149 1.8679 0.9522 0.6817 2.8203 1.9576 3.0344 2.4217 3.0454 1.8443 2.2470 1.9610 0.8698 3.0188 0.9414 2.5027 3.0381 2.0625 -0.3800 0.0358 0.7022 0.8306 0.0001 0.0092 102.0000 170.6830 1.2604 2.4488 174.3923 
17 2.7670 1.8837 1.0632 0.6940 2.6435 1.8570 2.9263 2.4456 3.0038 1.8153 2.2167 1.9589 0.9099 2.9836 1.0916 2.4600 2.9742 2.0732 -0.7260 0.0677 0.2460 0.7659 0.0007 0.0092 108.0000 217.7900 0.8800 1.0483 219.7183 
18 2.7473 1.8630 1.0826 0.7226 2.5890 1.8412 2.8902 2.4257 2.9715 1.8056 2.2067 1.9522 0.9505 2.9375 1.1496 2.4354 2.9266 2.0589 -0.6700 0.0797 0.2897 0.7452 0.0003 0.0099 86.0000 167.8046 0.9376 2.6628 171.4049 
19 2.7668 1.8759 1.1150 0.7158 2.5673 1.8331 2.8986 2.4612 3.0078 1.8191 2.2560 1.9828 0.9416 2.9587 1.2089 2.4647 2.9691 2.0936 -0.6390 0.0766 0.3327 0.7184 0.0000 0.0100 413.0000 747.5427 1.6412 2.7447 751.9286 
20 2.6925 1.9320 1.1676 0.6704 2.4764 1.7241 2.7961 2.4722 2.9398 1.7626 2.1057 1.9210 0.9149 2.9797 1.1468 2.3885 2.8911 2.0646 -0.4300 0.0878 0.5780 0.7435 0.0002 0.0100 84.0000 138.9665 1.3498 2.6376 142.9539 
21 2.7670 1.8369 1.0477 0.7343 2.6421 1.8994 2.9308 2.4021 2.9774 1.8252 2.2561 1.9618 0.9512 2.9277 1.1392 2.4542 2.9426 2.0651 -0.8640 0.0819 0.3078 0.7379 0.0002 0.0099 106.0000 158.4187 1.0271 2.7892 162.2350 
22 2.7671 1.7981 1.0285 0.7579 2.6578 1.9528 2.9431 2.3588 2.9496 1.8376 2.3015 1.9616 0.9696 2.8897 1.1606 2.4517 2.9210 2.0673 -0.7840 0.0969 0.2726 0.7760 0.0010 0.0096 107.0000 137.3864 0.6053 1.6720 139.6637 
23 2.7939 1.7871 1.0000 0.8069 2.6643 1.9108 2.9572 2.3837 3.0042 1.8305 2.2506 1.9777 1.0362 2.8615 1.1785 2.4631 2.9299 2.0119 -0.7230 0.0894 0.3012 0.7955 0.0001 0.0096 135.0000 188.5818 0.6686 1.2511 190.5016 
24 2.7578 1.8059 1.0720 0.7478 2.6230 1.9845 2.9265 2.3205 2.8604 1.8777 2.3560 1.9328 0.9159 2.8927 1.1607 2.4647 2.8711 2.1245 -0.9440 0.1358 0.3421 0.8375 0.0000 0.0100 502.0000 702.5660 0.4809 1.2798 704.3268 
25 2.7555 1.7882 1.0945 0.7599 2.6025 2.0329 2.9226 2.2733 2.7879 1.9149 2.4231 1.9169 0.8951 2.8702 1.1855 2.4764 2.8261 2.1657 -1.0420 0.2341 0.4196 0.9314 0.0003 0.0094 83.0000 84.3525 1.3499 1.8150 87.5174 
26 2.7589 1.7550 1.1276 0.7823 2.5745 2.1119 2.9245 2.2061 2.6918 1.9735 2.5418 1.9035 0.8709 2.8337 1.2426 2.5004 2.7699 2.2317 -1.0470 0.3010 0.5122 0.9977 0.0001 0.0095 93.0000 96.6244 0.4838 1.3309 98.4392 
27 2.7624 1.7471 1.1307 0.7833 2.5742 2.1243 2.9299 2.2061 2.6991 1.9764 2.5673 1.9147 0.8749 2.8300 1.2676 2.5047 2.7800 2.2418 -1.0470 0.2926 0.5836 0.9998 0.0000 0.0088 88.0000 98.8589 0.9941 1.7512 101.6043 
28 2.7665 1.7430 1.1338 0.7856 2.5733 2.1329 2.9339 2.2041 2.6987 1.9824 2.5843 1.9196 0.8754 2.8271 1.2811 2.5107 2.7825 2.2503 -0.9900 0.2860 0.6228 1.0117 0.0000 0.0094 87.0000 95.6650 1.0754 1.5231 98.2635 
29 2.7565 1.7626 1.1160 0.7951 2.5769 2.0967 2.9198 2.1998 2.6802 1.9730 2.5084 1.8836 0.8704 2.8350 1.2040 2.4960 2.7520 2.2070 -1.0870 0.2975 0.6383 1.0346 0.0002 0.0095 98.0000 74.0584 0.3601 1.1028 75.5213 
30 2.7683 1.7688 1.1117 0.8508 2.5634 2.1008 2.9205 2.1544 2.6081 2.0199 2.5133 1.8313 0.8519 2.8276 1.1520 2.5213 2.6874 2.1902 -0.0480 0.1449 0.6625 1.0541 0.0002 0.0089 96.0000 60.8356 0.4386 0.9301 62.2043 
31 2.7156 1.7428 1.1243 0.6967 2.5957 2.1093 2.8998 2.2380 2.7366 1.8982 2.4878 1.9425 0.8878 2.8267 1.2596 2.4309 2.8093 2.2383 -1.0970 0.2561 0.1662 1.0609 0.0003 0.0099 120.0000 75.4246 0.3302 0.7446 76.4994 
32 2.7407 1.7717 1.1154 0.7554 2.5729 2.0693 2.9305 2.2310 2.7695 1.9144 2.5209 1.9143 0.8899 2.8900 1.2694 2.5017 2.8148 2.2224 -1.2680 0.2512 0.1717 1.0721 0.0000 0.0100 352.0000 224.3407 0.3370 0.7717 225.4495 
33 2.7411 1.7730 1.1167 0.7529 2.5725 2.0683 2.9315 2.2329 2.7724 1.9136 2.5226 1.9157 0.8889 2.8932 1.2719 2.5037 2.8176 2.2252 -1.2740 0.2473 0.1827 1.1065 0.0008 0.0062 161.0000 98.1495 0.4004 0.8695 99.4195 
34 2.7403 1.7757 1.1179 0.7491 2.5714 2.0660 2.9334 2.2341 2.7775 1.9106 2.5257 1.9163 0.8875 2.9009 1.2761 2.5076 2.8212 2.2295 -1.1210 0.2399 0.1886 1.1422 0.0008 0.0069 123.0000 77.9304 0.4463 0.8516 79.2283 
35 0.1008 3.1328 3.1364 3.1404 3.1402 0.1009 0.1047 0.1037 3.1377 0.1095 0.1036 0.1069 0.1005 0.1012 0.1015 3.1399 3.1399 3.1413 -0.7090 0.1172 0.1889 1.1706 0.0000 0.0078 606.0000 405.4357 0.3591 0.7528 406.5476 
36 0.3616 3.0607 2.9940 3.1200 2.9688 0.1011 0.1182 0.1130 3.0785 0.2361 0.1028 0.1101 0.1121 0.1261 0.3154 3.0578 3.1252 2.9977 -1.2390 0.1658 0.1865 1.1689 0.0000 0.0839 1000.0000 629.4526 0.5524 1.1842 631.1891 
37 0.4033 3.0492 2.9712 3.1167 2.9414 0.1012 0.1203 0.1145 3.0691 0.2563 0.1027 0.1106 0.1140 0.1301 0.3496 3.0446 3.1228 2.9747 -1.2890 0.1668 0.1946 1.2321 0.0007 0.0097 194.0000 115.4565 0.3234 0.8067 116.5866 
38 0.4248 3.0433 2.9595 3.1150 2.9273 0.1012 0.1214 0.1153 3.0642 0.2667 0.1026 0.1108 0.1149 0.1321 0.3672 3.0378 3.1216 2.9629 -1.3290 0.1666 0.2063 1.2752 0.0007 0.0099 195.0000 115.4069 0.3366 0.8614 116.6049 
39 0.4540 3.0352 2.9435 3.1127 2.9081 0.1012 0.1229 0.1163 3.0576 0.2809 0.1025 0.1112 0.1162 0.1349 0.3911 3.0286 3.1199 2.9468 -1.2650 0.1654 0.2143 1.3162 0.0008 0.0088 150.0000 92.6712 0.4837 1.0813 94.2362 
40 0.4224 3.0292 2.9792 3.1168 2.9306 0.1075 0.1110 0.1290 3.0768 0.2401 0.1086 0.1230 0.1110 0.1390 0.3971 3.0103 3.1035 2.9794 -1.2900 0.1598 0.2197 1.3434 0.0000 0.0184 1000.0000 547.9893 0.3744 0.8852 549.2489 
41 0.4381 3.0378 2.9486 3.0976 2.9035 0.1191 0.1430 0.1205 3.0817 0.2493 0.1144 0.1175 0.1342 0.1555 0.3423 3.0269 3.1111 2.9819 -1.4270 0.1716 0.2294 1.3758 0.0000 0.0135 1000.0000 547.6391 0.3263 0.7924 548.7579 
42 0.4710 3.0301 2.9172 3.0626 2.8519 0.1520 0.1888 0.1262 3.1101 0.2273 0.1352 0.1265 0.1734 0.1993 0.2890 3.0129 3.0963 3.0099 -1.4170 0.1834 0.2362 1.4138 0.0005 0.0097 130.0000 70.6091 0.3760 0.7945 71.7796 
43 0.4610 3.0326 2.9266 3.0732 2.8676 0.1419 0.1750 0.1243 3.1013 0.2343 0.1288 0.1236 0.1615 0.1859 0.3048 3.0175 3.1010 3.0012 -1.4210 0.1797 0.2457 1.4395 0.0007 0.0097 159.0000 92.8218 0.4131 0.8186 94.0535 
44 0.4631 3.0322 2.9250 3.0722 2.8654 0.1428 0.1763 0.1244 3.1018 0.2344 0.1294 0.1238 0.1626 0.1871 0.3043 3.0168 3.1006 3.0012 -1.3880 0.1800 0.2528 1.4811 0.0007 0.0089 145.0000 81.6098 0.3301 1.3147 83.2547 
45 0.4562 3.0322 2.9168 3.0643 2.8591 0.1482 0.2012 0.1346 3.0988 0.2283 0.1263 0.1418 0.1640 0.1717 0.3039 2.9993 3.1145 3.0001 -1.3610 0.1783 0.2585 1.5237 0.0000 0.0099 237.0000 135.6662 0.3371 0.8637 136.8670 
46 0.4853 3.0289 2.9321 3.0784 2.8636 0.1407 0.1418 0.1085 3.1133 0.2403 0.1398 0.1000 0.1689 0.2249 0.2969 3.0426 3.0714 3.0089 -1.3990 0.1829 0.2663 1.5620 0.0006 0.0091 168.0000 100.0075 0.3186 1.0819 101.4081 
47 0.4862 3.0279 2.9217 3.0860 2.8751 0.1271 0.1508 0.1369 3.0990 0.2321 0.1449 0.1000 0.1751 0.2080 0.2820 3.0176 3.0752 2.9941 -1.3850 0.1790 0.2757 1.6014 0.0000 0.0100 301.0000 175.5770 0.3254 0.7868 176.6892 
48 0.4687 3.0322 2.9344 3.0585 2.8426 0.1642 0.1675 0.1000 3.1228 0.2468 0.1238 0.1047 0.1573 0.2148 0.3234 3.0505 3.0942 3.0215 -1.4600 0.1868 0.2855 1.6444 0.0007 0.0095 152.0000 88.0065 0.4794 1.2501 89.7360 
49 0.4714 3.0324 2.9375 3.0379 2.8122 0.1911 0.1760 0.1000 3.1416 0.2582 0.1149 0.1000 0.1521 0.2330 0.3455 3.0750 3.0981 3.0408 -1.5150 0.1941 0.2956 1.6939 0.0008 0.0098 162.0000 90.9850 0.3258 0.9606 92.2714 
50 0.4797 3.0323 2.9390 3.0069 2.7646 0.2309 0.1890 0.1000 3.1416 0.2765 0.1028 0.1000 0.1464 0.2625 0.3760 3.1118 3.1028 3.0681 -1.5220 0.1958 0.3083 1.7542 0.0006 0.0097 187.0000 110.7745 0.3803 0.8858 112.0406 
