0 3.0145 0.5269 0.1718 3.1374 0.6604 0.4668 2.0814 1.1513 2.8057 0.8049 3.0184 1.0716 1.9284 2.9350 -0.1710 0.1575 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.1843 2.9100 2.2538 0.2473 2.7808 1.8932 1.0450 0.6783 2.6848 1.8727 2.9530 2.4540 3.0236 1.8225 0.6980 0.0222 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.2242 1.9624 0.8860 3.0099 1.0504 2.4758 3.0036 2.0797 0.5326 2.6100 2.1303 0.6628 0.2494 1.7176 -0.0280 0.0916 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 0.1981 2.9137 1.6399 1.6735 1.3454 2.1105 2.8875 1.0347 1.2369 1.8720 1.0043 1.9117 1.7520 1.4184 0.8720 0.0886 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.1477 1.7067 0.3680 3.1309 1.1819 1.4132 1.3252 2.9272 2.9961 1.6573 1.3186 0.3937 2.8237 0.6213 0.2670 0.0290 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 1.7626 1.1619 1.0985 1.1865 0.6817 0.2125 1.7286 2.5208 2.0681 0.7129 2.2098 0.2584 1.3493 2.6187 0.5340 0.0443 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.9014 1.5009 2.6748 1.6163 1.6937 1.8779 3.1151 2.3620 1.5388 2.3120 2.0566 1.1760 2.4851 2.5935 -0.5100 0.1026 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1.9505 2.9674 0.1553 1.6208 2.0301 1.1359 0.6213 2.2050 1.4213 0.9182 0.2273 3.0416 1.1715 0.4592 0.0340 0.0178 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 0.7580 0.8754 2.7346 0.6495 0.9406 0.3961 1.5294 0.7318 1.1467 2.3353 2.9137 2.6372 0.2164 1.2490 0.0610 0.0340 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.6821 0.2003 0.7181 1.5904 1.2632 2.3821 2.2843 1.5127 0.8574 0.8018 0.9099 0.2983 2.1250 0.5799 0.8830 0.0455 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.9014 1.5009 2.6748 1.6163 1.6937 1.8779 3.1151 2.3620 1.5388 2.3120 2.0566 1.1760 2.4851 2.5935 -0.6200 0.1026 0.1000 0.9900 0.0010 0.0052 77.0000 32.9922 0.4026 0.9055 34.3003 
11 2.8939 1.4962 2.6528 1.6127 1.6660 1.8671 3.0924 2.3507 1.5170 2.3036 2.0520 1.1516 2.4625 2.5877 -0.4470 0.0964 0.1000 0.8607 0.0000 0.0135 1000.0000 1090.0620 0.5354 1.2680 1091.8654 
12 2.9127 1.5081 2.7086 1.6219 1.7361 1.8945 3.1416 2.3793 1.5722 2.3249 2.0636 1.2136 2.5198 2.6024 -0.3850 0.1055 0.1480 0.8428 0.0008 0.0061 83.0000 103.4953 1.7290 2.1369 107.3612 
13 2.8814 1.5152 2.6635 1.5962 1.7004 1.8628 3.1416 2.3434 1.5554 2.2872 2.0678 1.1831 2.4649 2.6107 -0.4420 0.0769 0.1000 0.8341 0.0000 0.0157 1000.0000 941.2784 1.1333 2.1635 944.5752 
14 2.9235 1.4810 2.6803 1.6402 1.6742 1.8927 3.1416 2.3808 1.5092 2.3398 2.0406 1.1574 2.5016 2.5696 -0.8000 0.1278 0.1085 0.8410 0.0010 0.0084 87.0000 85.3627 1.1567 2.5666 89.0860 
15 2.9362 1.4694 2.6828 1.6540 1.6621 1.9009 3.1416 2.3914 1.4914 2.3557 2.0312 1.1459 2.5105 2.5556 -0.8730 0.1419 0.1000 0.9285 0.0007 0.0048 89.0000 95.2719 0.8530 1.5668 97.6918 
16 2.9501 1.4565 2.6856 1.6692 1.6488 1.9100 3.1416 2.4030 1.4718 2.3733 2.0209 1.1332 2.5203 2.5401 -0.9740 0.1549 0.1158 0.9670 0.0010 0.0071 90.0000 100.5085 1.3386 2.7144 104.5616 
17 2.9699 1.4379 2.6890 1.6909 1.6289 1.9227 3.1416 2.4195 1.4431 2.3982 2.0059 1.1142 2.5337 2.5177 -0.9490 0.1676 0.1385 1.0302 0.0009 0.0079 83.0000 81.4144 0.7586 1.2189 83.3919 
18 2.9637 1.4427 2.6871 1.6816 1.6334 1.9118 3.1416 2.4131 1.4573 2.3861 2.0096 1.1208 2.5265 2.5270 -0.8550 0.1655 0.1507 1.0476 0.0009 0.0060 85.0000 71.0557 0.3623 0.9376 72.3556 
19 2.9462 1.4649 2.6847 1.6857 1.6544 1.9596 3.1416 2.4077 1.4257 2.4023 2.0285 1.1212 2.5352 2.5225 -0.7850 0.1430 0.1534 1.1048 0.0008 0.0054 83.0000 65.1244 0.4712 1.0723 66.6679 
20 2.9913 1.4149 2.6982 1.6864 1.6141 1.8710 3.1416 2.4283 1.4869 2.3813 1.9864 1.1220 2.5300 2.5256 -0.9980 0.1912 0.1587 1.1495 0.0009 0.0059 95.0000 66.0210 0.4481 1.1719 67.6410 
