0 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 3.0145 0.5269 -0.7852 0.0989 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.1718 3.1374 -3.4443 0.6297 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.6604 0.4668 -1.4805 0.1822 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 2.0814 1.1513 0.3164 0.0028 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 2.8057 0.8049 0.4727 0.0105 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 3.0184 1.0716 0.5537 0.0059 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 1.9284 2.9350 -2.7861 0.4131 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 2.1843 2.9100 -2.8584 0.3841 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 2.2538 0.2473 -2.9785 0.5681 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 2.7808 1.8932 -0.7568 0.0055 0.2507 0.9665 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
