0 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 3.0145 0.5269 -1.5059 0.1328 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 0.1718 3.1374 -3.4590 0.6492 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 0.6604 0.4668 -1.1318 0.1122 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 2.0814 1.1513 -0.6445 0.0034 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 2.8057 0.8049 -0.3662 0.0121 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 3.0184 1.0716 -0.4707 0.0025 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 1.9284 2.9350 -3.1641 0.5595 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 2.1843 2.9100 -2.9775 0.5281 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 2.2538 0.2473 -2.7441 0.4377 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 2.7808 1.8932 -0.2158 0.0042 0.2933 1.0495 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 0.2350 3.1416 -3.4795 0.6500 0.2933 1.0495 0.5847 0.5303 100.0000 146.6006 0.4573 0.5467 147.6047 
11 2.9043 2.4762 2.7049 0.4678 1.9798 2.8899 0.6323 2.9453 1.9924 0.2241 2.3958 2.9783 0.3960 3.0730 0.2153 3.1416 0.2794 3.1416 0.2200 3.1416 0.3229 3.1416 0.2234 3.1416 0.2162 3.1416 0.2877 3.1416 0.3463 3.1416 0.2170 3.1416 0.3210 3.1416 0.2756 3.1416 -3.4795 0.6500 0.3029 0.9360 0.5861 0.6899 100.0000 146.4882 0.4816 0.4951 147.4648 
