0 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 3.0145 0.5269 -1.2451 0.1236 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.1718 3.1374 -3.4609 0.6433 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.6604 0.4668 -1.6377 0.2609 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 2.0814 1.1513 -0.1602 0.0054 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 2.8057 0.8049 0.0625 0.0178 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 3.0184 1.0716 -0.4053 0.0017 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 1.9284 2.9350 -3.0166 0.4887 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 2.1843 2.9100 -2.7490 0.4516 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 2.2538 0.2473 -2.8047 0.4096 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 2.7808 1.8932 -0.1719 0.0035 0.2332 0.9855 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.2005 3.1370 -3.4580 0.6430 0.2332 0.9855 0.8106 0.4760 100.0000 103.8000 0.5289 0.4678 104.7967 
11 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.2139 3.1385 -3.4639 0.6437 0.2413 0.8798 0.3368 0.3450 100.0000 103.4270 0.4426 0.4642 104.3338 
12 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.2255 3.1413 -3.4648 0.6449 0.2507 0.8380 0.4198 0.4375 100.0000 103.6215 0.4263 0.4495 104.4973 
13 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.2345 3.1416 -3.4727 0.6450 0.2606 0.8290 0.3786 0.5291 100.0000 104.6202 0.4241 0.5430 105.5873 
14 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.2512 3.1416 -3.4727 0.6450 0.2702 0.8385 0.2560 0.3685 100.0000 104.0041 0.4325 0.4605 104.8971 
15 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.2605 3.1416 -3.4727 0.6450 0.2803 0.8588 0.1895 0.3486 100.0000 104.1197 0.4287 0.4504 104.9988 
16 2.8995 2.4915 2.7245 0.4665 1.9755 2.8995 0.6289 2.9296 1.9900 0.2214 2.3914 2.9955 0.4038 3.0679 0.1958 3.1416 0.2600 3.1416 0.2240 3.1416 0.3283 3.1416 0.2043 3.1416 0.2233 3.1416 0.2857 3.1416 0.2685 3.1416 -3.4727 0.6450 0.2894 0.8868 0.1594 0.3231 100.0000 103.9093 0.4155 0.4420 104.7668 
