0 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 3.0145 0.5269 -0.7900 0.0764 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 0.1718 3.1374 -3.4365 0.6294 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 0.6604 0.4668 -1.5557 0.2077 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 2.0814 1.1513 0.3633 0.0041 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 2.8057 0.8049 0.6484 0.0047 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 3.0184 1.0716 0.4697 0.0056 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 1.9284 2.9350 -2.9033 0.4161 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 2.1843 2.9100 -2.6543 0.3789 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 2.2538 0.2473 -3.0068 0.5553 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.9064 2.4950 2.7091 0.4866 1.9567 2.8978 0.6690 2.9209 1.9803 0.2142 2.3828 3.0284 0.3551 3.0712 0.1762 3.1416 0.2000 3.1416 0.2113 3.1416 2.7808 1.8932 -0.6016 0.0040 0.2325 0.9555 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
