0 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 3.0145 0.5269 -1.0547 0.1096 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 0.1718 3.1374 -3.4668 0.6424 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 0.6604 0.4668 -1.6816 0.2186 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 2.0814 1.1513 -0.2793 0.0053 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 2.8057 0.8049 -0.3262 0.0122 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 3.0184 1.0716 -0.4775 0.0003 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 1.9284 2.9350 -2.9229 0.4926 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 2.1843 2.9100 -3.1016 0.5065 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 2.2538 0.2473 -2.5498 0.3867 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.8999 2.4916 2.7254 0.4661 1.9757 2.8998 0.6279 2.9300 1.9901 0.2210 2.3915 2.9962 0.4034 3.0689 0.1952 3.1416 0.2596 3.1416 0.2230 3.1416 0.3273 3.1416 0.2033 3.1416 0.2230 3.1416 0.2851 3.1416 0.3583 3.1416 2.7808 1.8932 -0.1904 0.0034 0.3038 1.0069 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
