0 2.7767 2.6474 3.0145 0.5269 -0.7461 0.0223 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.7767 2.6474 0.1718 3.1374 -1.7568 0.0513 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.7767 2.6474 0.6604 0.4668 -1.2500 0.1258 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.7767 2.6474 2.0814 1.1513 1.2656 0.0023 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.7767 2.6474 2.8057 0.8049 -0.5410 0.0148 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.7767 2.6474 3.0184 1.0716 -0.0430 0.0087 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.7767 2.6474 1.9284 2.9350 -0.8115 0.0114 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.7767 2.6474 2.1843 2.9100 -0.7715 0.0097 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.7767 2.6474 2.2538 0.2473 -2.0557 0.1337 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.7767 2.6474 2.7808 1.8932 1.3301 0.0353 0.2699 1.2373 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 2.7767 2.6474 2.2481 0.1000 -1.9326 0.0832 0.2699 1.2373 0.0005 0.0038 38.0000 1.9917 0.1134 0.1322 2.2373 
11 2.7841 2.8712 0.1000 3.1416 -1.3525 0.0429 0.2740 1.0975 0.0004 0.0095 48.0000 2.3066 0.0989 0.1204 2.5259 
12 2.7684 2.3920 0.2329 3.1416 -1.1738 0.0333 0.2774 1.0996 0.0008 0.0084 27.0000 1.3388 0.1102 0.1460 1.5950 
13 2.7789 2.6926 2.2811 0.1698 -2.1309 0.1086 0.2546 1.0706 0.0001 0.0082 46.0000 2.2575 0.1263 0.1585 2.5422 
14 2.7821 2.7601 2.2990 0.1413 -2.0049 0.0973 0.2654 1.0581 0.0010 0.0062 27.0000 1.4174 0.1507 0.1463 1.7144 
15 2.8838 2.6913 2.2907 0.1208 -1.8086 0.0807 0.2799 1.0639 0.0003 0.0043 27.0000 1.3484 0.1243 0.1534 1.6260 
16 2.6443 2.7034 2.2626 0.1358 -1.9746 0.1020 0.2853 1.0887 0.0009 0.0045 26.0000 1.3561 0.2399 0.1374 1.7334 
17 2.6846 2.7612 2.1553 0.1000 -1.8604 0.0857 0.2973 1.1026 0.0008 0.0067 29.0000 1.3429 0.1789 0.1420 1.6638 
18 2.6738 2.6057 2.3569 0.1217 -1.8955 0.0917 0.3062 1.1312 0.0007 0.0056 31.0000 1.5548 0.1332 0.1629 1.8508 
19 2.6825 2.8467 2.3737 0.1000 -1.7119 0.0777 0.3163 1.1651 0.0008 0.0052 37.0000 1.9427 0.1262 0.1641 2.2330 
20 2.7270 2.5069 2.1576 0.1000 -1.8262 0.0750 0.3208 1.2073 0.0008 0.0056 32.0000 1.6607 0.1443 0.1863 1.9913 
21 2.9080 2.7491 2.0420 0.1000 -1.5469 0.0741 0.3269 1.2404 0.0006 0.0049 38.0000 2.0394 0.1290 0.1574 2.3257 
22 2.4421 2.5465 2.2439 0.1000 -1.2871 0.0905 0.3257 1.2803 0.0007 0.0045 34.0000 1.6860 0.1314 0.1589 1.9763 
23 2.7921 2.6221 2.3408 0.2183 -2.0820 0.1149 0.3105 1.3245 0.0007 0.0036 40.0000 2.0672 0.1496 0.1840 2.4009 
24 2.8261 2.5700 2.3618 0.1971 -1.9385 0.0972 0.3154 1.3803 0.0010 0.0046 42.0000 2.2117 0.1255 0.1800 2.5172 
25 2.9312 2.4318 2.4003 0.1000 -1.3877 0.0451 0.3220 1.4322 0.0007 0.0048 40.0000 2.0001 0.1420 0.1685 2.3106 
26 2.7468 2.6883 2.2913 0.2332 -2.1016 0.1324 0.3127 1.4886 0.0009 0.0022 44.0000 2.2023 0.1352 0.1627 2.5002 
27 2.7464 2.6892 2.2916 0.2348 -2.1221 0.1330 0.3159 1.5429 0.0010 0.0024 54.0000 2.7659 0.2050 0.1608 3.1317 
28 2.7462 2.6897 2.2918 0.2356 -2.1074 0.1333 0.3184 1.5973 0.0009 0.0026 48.0000 2.3909 0.1558 0.1913 2.7380 
29 2.7675 2.6974 0.1000 0.1000 -1.5938 0.0509 0.3214 1.6523 0.0001 0.0090 55.0000 2.7929 0.1299 0.3470 3.2698 
30 2.5032 3.1416 0.1000 0.1000 0.6328 0.0092 0.3198 1.6135 0.0010 0.0089 53.0000 2.5848 0.1247 0.1428 2.8523 
31 3.0127 2.2819 0.1011 0.1000 -0.9336 0.0256 0.3195 1.9017 0.0009 0.0083 38.0000 1.9955 0.1405 0.1744 2.3103 
32 2.4235 2.7353 0.2600 3.1416 -1.1465 0.0644 0.2846 1.7189 0.0009 0.0097 51.0000 2.6367 0.1229 0.1963 2.9560 
33 3.1416 2.6638 0.1000 3.1416 0.0400 0.0156 0.2846 1.7066 0.0009 0.0035 77.0000 3.9026 0.1186 0.1912 4.2124 
34 0.1000 0.1000 0.1000 3.1416 0.2207 0.0117 0.2589 1.7313 0.0001 0.0093 55.0000 2.6036 0.1151 0.1514 2.8701 
