0 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 3.0145 0.5269 -1.0527 0.1027 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 0.1718 3.1374 -3.4697 0.6428 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 0.6604 0.4668 -1.6270 0.1893 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 2.0814 1.1513 -0.4160 0.0054 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 2.8057 0.8049 -0.1992 0.0115 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 3.0184 1.0716 -0.5234 0.0004 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 1.9284 2.9350 -3.1562 0.5267 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 2.1843 2.9100 -3.1152 0.5233 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 2.2538 0.2473 -2.5947 0.4120 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.8999 2.4917 2.7258 0.4660 1.9756 2.8998 0.6279 2.9304 1.9903 0.2206 2.3917 2.9966 0.4034 3.0690 0.1952 3.1416 0.2595 3.1416 0.2225 3.1416 0.3270 3.1416 0.2029 3.1416 0.2229 3.1416 0.2847 3.1416 0.3580 3.1416 0.2074 3.1416 2.7808 1.8932 -0.1543 0.0033 0.2874 0.9724 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
