0 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 3.0145 0.5269 -0.7178 0.0607 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 0.1718 3.1374 -3.4609 0.6443 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 0.6604 0.4668 -1.8613 0.2632 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 2.0814 1.1513 0.0625 0.0059 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 2.8057 0.8049 0.1016 0.0034 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 3.0184 1.0716 -0.0586 0.0043 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 1.9284 2.9350 -2.9619 0.4611 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 2.1843 2.9100 -3.0527 0.4599 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 2.2538 0.2473 -2.5693 0.3950 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2.9025 2.4932 2.7241 0.4649 1.9793 2.9025 0.6293 2.9276 1.9934 0.2239 2.3913 2.9930 0.4008 3.0654 0.1979 3.1416 0.2569 3.1416 0.2225 3.1416 0.3304 3.1416 0.2063 3.1416 2.7808 1.8932 -0.1846 0.0009 0.3170 1.0055 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
