#    iter  GAMMA0   GAMMA1    BETA0    BETA1    energy  energy_ratio  variance  fidelity_exact  fidelity_sampled    ratio  corr_length   const_kernel  std energies  average distances      nit  time opt bayes  time qaoa  time opt kernel  time step 
   1 +748.000000 +1332.000000 +787.000000 +708.000000 -2.093750 -77.911498 +0.026873 +2.715551 +0.218750 +0.165504 +1.555556 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   2 +175.000000 +661.000000 +960.000000 +122.000000 -2.476562 -77.911498 +0.031787 +0.708108 +0.101562 +0.088767 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   3 +372.000000 +862.000000 +854.000000 +652.000000 -2.117188 -77.911498 +0.027174 +2.938915 +0.289062 +0.256485 +2.176471 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   4 +873.000000 +333.000000 +1189.000000 +268.000000 -1.343750 -77.911498 +0.017247 +2.731299 +0.015625 +0.036137 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   5 +601.000000 +1205.000000 +328.000000 +951.000000 -1.460938 -77.911498 +0.018751 +1.148068 +0.015625 +0.031783 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   6 +1305.000000 +1053.000000 +650.000000 +1148.000000 -1.640625 -77.911498 +0.021058 +1.649360 +0.046875 +0.053096 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   7 +986.000000 +462.000000 +1241.000000 +1426.000000 -1.257812 -77.911498 +0.016144 +0.492064 +0.000000 +0.007849 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   8 +1108.000000 +1420.000000 +437.000000 +462.000000 -1.921875 -77.911498 +0.024667 +1.206447 +0.070312 +0.065391 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
   9 +504.000000 +561.000000 +119.000000 +838.000000 -1.773438 -77.911498 +0.022762 +0.491572 +0.007812 +0.021470 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
  10 +1441.000000 +227.000000 +1473.000000 +1282.000000 -1.460938 -77.911498 +0.018751 +1.746494 +0.039062 +0.075586 +0.000000 +0.000010 +0.344918 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 +0.000000 
