0 1142 1078 2046 1496 2967  235 2558 1668 -1.3281 3.9860 0.2061 0.0234 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2197 2368  271 2300 1924 1555 2577 1167 -2.2812 2.7549 0.2262 0.0078 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2  158 1687 1278  443  641 2324 1246 2154 -1.4766 6.3144 0.0671 0.0391 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2677 1779  843 1208  225 1925 2235 2045 -1.1328 9.2657 0.0971 0.0547 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 1095  891 1747  868 1724 1812 2292  860 -1.2266 4.4443 0.1652 0.0000 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2931 1336 2804 2794  462 2770 2778 2575 -1.3125 3.5394 0.1653 0.0312 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6  342 2071 2592 1629  968  868 1264 2525 -1.1328 14.5570 0.2168 0.1641 1.0556 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1786 1543 2211 1860 2275  818 2862  807 -1.8594 3.5864 0.0227 0.2422 1.3478 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1945 2871 2903 2923 2665 2553 1418 2390 -1.7969 2.9033 0.0885 0.0234 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1646  177 2473  358  783 2927  683 1100 -1.3438 5.9911 0.1592 0.1641 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1985 2220  188 2086 1634 2227 2028 1364 -1.6562 5.0778 0.2147 0.0078 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 2813 1146  601 2197 1366 1161 1618  165 -1.5938 3.3297 0.2008 0.0156 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1476 2619  986 2629 2030  978 1014 1876 -1.2188 6.5030 0.1340 0.0703 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13  573  550  391 1730 1135 2024  283  566 -1.3516 7.9778 0.2194 0.1016 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14  459 1978 1961  700 2817  538 1768  303 -1.5312 5.3691 0.1111 0.0469 1.6667 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 1269  730 1642 1375 2543  273 1867 2983 -1.6797 4.0305 0.1848 0.0938 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16  935 2785 1532  227 1106  507  828 2773 -0.8672 5.9901 0.0937 0.0234 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 2304  443 2396  631  284 1504  640 1837 -2.6719 5.0726 0.0698 0.4844 7.3750 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 2479  269  756 1086 2242 1364  427 1414 -1.1797 6.3848 0.3470 0.0156 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19  790 2443 1186 2450 1547 2673  116  468 -1.3984 5.2809 0.1730 0.0703 0.0000 0.1625 0.9085 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 2188 2305  250 2266 1900 1678 2540 1121 -1.9844 5.9840 0.2191 0.0234 0.0000 0.1625 0.9085 0.0000 0.0097 88.0000 3.5034 0.2382 1.1361 4.8778 
21 2304  443 2396  631  283 1503  639 1837 -2.2500 17.4488 0.0698 0.4844 8.7143 0.1439 0.8616 0.0008 0.0064 47.0000 1.9174 0.2161 0.7441 2.8775 
22 2204 2428  290 2331 1945 1439 2609 1213 -2.2812 3.6368 0.2314 0.0078 0.0000 0.1391 0.7086 0.0004 0.0094 44.0000 1.5831 0.2588 0.9872 2.8292 
23 2352  437 2422  634  318 1509  706 1881 -2.3438 6.7313 0.0604 0.4062 3.6154 0.1951 0.6927 0.0000 0.0097 62.0000 2.3317 0.2154 0.7294 3.2765 
24 2270  439 2382  624  204 1458  536 1800 -2.6719 3.3246 0.0863 0.5547 12.1667 0.2477 0.6682 0.0002 0.0096 47.0000 1.6642 0.1836 0.8464 2.6942 
25 2270  428 2388  618  160 1429  491 1793 -2.7500 6.6614 0.1002 0.5078 10.0000 0.3444 0.6721 0.0003 0.0093 35.0000 1.2987 0.1586 0.8054 2.2628 
26 2270  413 2397  609  103 1393  432 1783 -2.7500 3.4488 0.1174 0.5234 11.1667 0.3930 0.6719 0.0004 0.0084 46.0000 1.6509 0.2189 0.7470 2.6168 
27 2277  394 2412  599  100 1356  378 1778 -2.6016 14.2573 0.1282 0.5625 8.3333 0.4448 0.6702 0.0003 0.0099 54.0000 1.8224 0.1519 0.8808 2.8551 
28 2285  389 2419  597  100 1354  382 1783 -2.7188 4.0935 0.1261 0.5156 8.0000 0.4872 0.6622 0.0002 0.0090 54.0000 1.9748 0.1522 0.6990 2.8261 
29 2296  373 2434  590  100 1332  355 1785 -2.3828 13.7499 0.1303 0.5859 6.7000 0.5249 0.6671 0.0002 0.0098 45.0000 1.6047 0.2802 0.8668 2.7517 
30 2328  409 2476  582  100 1344  359 1788 -2.6875 5.0669 0.1298 0.4922 5.5833 0.5368 0.6656 0.0000 0.0099 98.0000 3.2867 0.1615 0.9617 4.4100 
31 2343  375 2493  573  100 1318  346 1800 -2.5078 7.7007 0.1343 0.5703 12.1667 0.5720 0.6768 0.0002 0.0096 59.0000 1.9720 0.1527 0.7261 2.8507 
32 2258  289 2397  593  100 1314  367 1845 -2.5312 11.8730 0.1223 0.5000 6.8889 0.5864 0.6887 0.0000 0.0099 72.0000 2.5822 0.1930 0.7024 3.4776 
33 2379  478 2503  581  100 1346  357 1709 -2.6016 6.5250 0.1321 0.5703 10.7143 0.6059 0.7027 0.0001 0.0092 54.0000 1.9137 0.1592 0.7417 2.8146 
34 2421  417 2562  553  100 1300  363 1730 -2.7656 2.3856 0.1395 0.6562 4.5333 0.6302 0.7172 0.0000 0.0098 73.0000 2.5366 0.2608 0.6924 3.4899 
35 2452  398 2598  539  100 1270  343 1730 -2.6641 6.1776 0.1485 0.5312 7.6000 0.6672 0.7329 0.0001 0.0099 61.0000 2.1798 0.1662 0.6970 3.0430 
