0.000000000000000000e+00 3.373351433656548437e-01 -1.841680022299245767e+00 4.968669531086376878e+01 -9.241988527870354631e+01 -2.634389695582727597e+01
1.000000000000000000e+00 9.647270625390309551e-01 -1.438784266096640563e+00 1.906853121201038448e+00 -4.313284814153644220e+01 -1.052771895928994539e+01
2.000000000000000000e+00 1.510073076992359820e+00 -1.159052689977220663e+00 -1.658464210125521276e+01 -2.195367345365676215e+01 1.176250517542489549e+00
3.000000000000000000e+00 2.124743420926904491e+00 -1.276525371616748838e+00 -2.345963023392820901e+01 -4.477436133022308695e+00 -1.288543305130804839e+01
4.000000000000000000e+00 2.482133673478628122e+00 -9.204246236549807891e-01 -2.692749676948601234e+01 -3.310576492932739257e+00 1.612357684209985154e+00
5.000000000000000000e+00 2.651389604170976355e+00 -8.920404315592086464e-01 -2.728557600614858814e+01 -1.264675061980256032e+00 1.452436702605142405e-01
6.000000000000000000e+00 2.780784336890665731e+00 -8.546897294962455538e-01 -2.737550547687035873e+01 -1.914990069152509022e-01 -1.484305084298693893e-02
7.000000000000000000e+00 2.805566534959715863e+00 -8.468046259395282105e-01 -2.737816660757701470e+01 -1.653091801927075721e-02 -9.494302012153895548e-03
8.000000000000000000e+00 2.808304797201267355e+00 -8.457898974389473912e-01 -2.737819455810739555e+01 -4.130593855506958789e-04 9.200417633553403330e-05
9.000000000000000000e+00 2.808359785623919525e+00 -8.457741030304137819e-01 -2.737819456873434376e+01 3.194983150933694560e-06 -1.072970665033936728e-05
