  0    191    651   2117   1600 -1.8672 0.8562 0.0547 0.2232 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  1   1193   1406    846    703 -1.7188 1.6841 0.1016 0.0699 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  2   1832   2194   1316   1397 -1.9922 1.0157 0.0938 0.0982 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  3   1335   1937   2968   1434 -2.0625 0.8937 0.0312 0.1141 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  4    328   2550   1206   1127 -1.6016 0.5723 0.0000 0.1530 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  5   2943   1087    235   1040 -1.7812 1.1014 0.0078 0.0160 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  6    873   1780    556    458 -1.9766 0.9050 0.0781 0.1651 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  7    419   2918   2624    620 -2.1406 0.6100 0.1172 0.1620 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  8   2549    432    265   2314 -3.0156 1.9368 0.6172 0.1279 9.8750 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  9    619   2842   2828   2195 -2.3359 1.1225 0.1328 0.1621 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 10    729    241   2428   2461 -1.9062 0.7628 0.0547 0.0068 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 11   1445   2276   1024    173 -1.9219 1.0175 0.0703 0.3684 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 12   1082   1160   1738   2861 -1.5078 1.5590 0.0469 0.0121 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 13   1849    753    411   2716 -2.3438 1.6604 0.1953 0.0562 1.6667 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 14   1634    302   1463   1770 -1.8672 1.7381 0.1641 0.0162 1.4000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 15   2786   1372   2247   2085 -1.9609 0.9197 0.0938 0.1097 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 16   2624    874   1866    348 -1.8438 1.1565 0.0859 0.0352 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 17   2200   2644   2395   1842 -2.6172 1.1673 0.2656 0.1401 1.7895 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 18   2371   1594   1594   2598 -2.1328 0.6673 0.1094 0.1135 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 19   2009   1992    778    873 -1.5469 0.8167 0.0078 0.1797 0.0000 0.7089 3.1232 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 20   2777    173    100   2536 -3.2266 1.7357 0.7109 0.1422 11.3750 0.7089 3.1232 0.0003 0.0099 31.0000 0.5352 0.0941 0.0092 0.6386 
 21   2952    100    100   2712 -3.2109 1.3331 0.6328 0.1326 11.5714 0.8252 2.7014 0.0006 0.0097 46.0000 0.7745 0.1108 0.0134 0.8987 
 22   3000    100    100   2793 -3.0625 1.3819 0.5234 0.1234 5.1538 1.0240 3.5811 0.0004 0.0075 54.0000 0.8988 0.1083 0.0103 1.0174 
 23   2906    100    100   2524 -3.2734 1.4286 0.6875 0.1485 12.5714 1.0175 3.5057 0.0006 0.0086 57.0000 1.0380 0.1466 0.0096 1.1942 
 24   2997    100    100   2416 -3.4219 1.3954 0.7734 0.1570 24.7500 0.9475 3.7510 0.0008 0.0042 68.0000 1.2800 0.1578 0.0158 1.4536 
 25   3000   3000   3000   3000 -1.9375 1.1299 0.0000 0.0393 0.0000 1.0771 3.0827 0.0008 0.0014 78.0000 1.4707 0.2689 0.0139 1.7535 
 26   3000    100    100   2218 -3.1250 1.5748 0.6250 0.1431 13.3333 0.9738 3.9635 0.0005 0.0024 75.0000 1.4339 0.1306 0.0096 1.5741 
 27   3000    629    100   3000 -2.7656 1.4879 0.3906 0.0601 4.1667 0.8877 2.6547 0.0010 0.0093 57.0000 1.0926 0.1736 0.0154 1.2815 
 28   2895   3000   3000    179 -2.2656 1.0785 0.1094 0.1938 0.0000 0.9210 3.3120 0.0001 0.0092 60.0000 1.1554 0.2280 0.0154 1.3988 
 29   3000    100    589   2573 -2.8906 1.1533 0.3594 0.0943 2.4211 1.0431 2.4998 0.0004 0.0040 59.0000 1.1440 0.1078 0.0149 1.2666 
 30   2494    100    100   2418 -2.9531 2.0293 0.6094 0.1229 8.6667 0.9338 2.7961 0.0009 0.0057 63.0000 1.2793 0.1498 0.0096 1.4386 
 31   3000   3000    100   3000 -1.4453 0.5954 0.0000 0.0823 0.0000 0.9189 2.9507 0.0007 0.0008 76.0000 1.5333 0.1779 0.0157 1.7269 
 32    100    100    100    100 -0.1875 0.1850 0.0000 0.0094 0.0000 1.0791 3.8465 0.0009 0.0007 91.0000 1.7293 0.0309 0.0155 1.7757 
 33   1948   3000   3000   1387 -2.4297 1.0501 0.1797 0.1383 1.3529 0.8217 3.1212 0.0008 0.0041 58.0000 1.1490 0.2313 0.0097 1.3901 
 34   2596    100    100   3000 -2.7969 1.2183 0.3203 0.0700 2.9286 1.0514 3.0595 0.0004 0.0025 84.0000 1.6932 0.1015 0.0159 1.8106 
 35   3000    100    100   2156 -3.2266 1.3262 0.6250 0.1351 11.4286 0.9801 3.5680 0.0007 0.0030 107.0000 2.1248 0.0915 0.0157 2.2320 
 36   3000    100    100   2089 -3.3516 1.1589 0.6797 0.1241 12.4286 1.1081 2.6719 0.0009 0.0029 92.0000 1.8338 0.0896 0.0114 1.9348 
 37   3000    100    100   1983 -3.1562 1.6604 0.6094 0.1054 7.8000 0.9727 3.1624 0.0009 0.0018 76.0000 1.5089 0.1532 0.0109 1.6731 
 38   3000    100    419   2131 -3.2344 1.4564 0.6719 0.1391 9.5556 1.0791 3.8928 0.0009 0.0053 82.0000 1.5392 0.1346 0.0164 1.6902 
 39   3000    100    100   2361 -3.4062 1.1407 0.7344 0.1558 15.6667 1.0528 3.1342 0.0008 0.0010 95.0000 1.8240 0.1284 0.0105 1.9629 
 40   3000    100    100   2374 -3.2031 1.5017 0.6641 0.1563 12.1429 0.8412 3.0366 0.0009 0.0012 100.0000 1.8335 0.1652 0.0105 2.0093 
 41   3000    354    100   2323 -3.2031 1.3757 0.6406 0.1599 8.2000 1.0051 3.1112 0.0010 0.0020 80.0000 1.5426 0.1523 0.0195 1.7144 
 42   3000    100    100   2375 -3.2969 1.6120 0.7422 0.1563 15.8333 0.9849 3.9937 0.0009 0.0019 99.0000 1.9519 0.0945 0.0105 2.0569 
 43   3000    100    100   1842 -3.0625 1.3819 0.5078 0.0779 6.5000 0.9552 3.3023 0.0009 0.0027 87.0000 1.5913 0.1713 0.0190 1.7816 
 44   3000    100    333   2304 -3.3125 1.4134 0.7109 0.1492 10.1111 0.9961 2.6555 0.0010 0.0026 97.0000 2.1628 0.1742 0.0218 2.3588 
 45   3000    100    613   2063 -3.3125 1.4291 0.7109 0.1278 22.7500 1.0432 3.6723 0.0009 0.0036 80.0000 1.7736 0.1801 0.0130 1.9668 
 46   3000    100    386   2269 -3.2734 1.5388 0.7031 0.1461 15.0000 1.0149 2.6978 0.0008 0.0027 75.0000 1.9501 0.1646 0.0170 2.1316 
 47   3000    100    793   2018 -3.3828 1.2303 0.7188 0.1130 18.4000 1.1622 4.2918 0.0009 0.0062 56.0000 1.1178 0.1441 0.0177 1.2796 
 48   3000    100    825   1992 -3.0625 1.8071 0.6094 0.1088 9.7500 0.9945 3.0907 0.0008 0.0047 59.0000 1.2254 0.1013 0.0198 1.3465 
 49   3000    100    404   2178 -3.2500 1.4173 0.6797 0.1424 12.4286 0.8162 2.3162 0.0010 0.0035 73.0000 1.5220 0.1949 0.0210 1.7379 
 50   3000    100   1197   2340 -2.4453 1.2726 0.2188 0.0460 2.0000 1.0008 3.5043 0.0009 0.0074 68.0000 1.4399 0.2288 0.0173 1.6860 
 51   3000    361    319   2209 -3.1953 1.4812 0.6562 0.1491 12.0000 0.9829 3.0143 0.0006 0.0038 48.0000 1.0089 0.2262 0.0148 1.2498 
 52   3000    100    458   1878 -3.3203 1.3848 0.6953 0.1075 17.8000 1.0813 4.0584 0.0010 0.0039 76.0000 1.9340 0.0917 0.0153 2.0409 
 53   3000    100    431   1915 -3.2188 1.5738 0.6875 0.1129 14.6667 1.0673 3.5463 0.0008 0.0064 66.0000 1.4992 0.1055 0.0167 1.6214 
 54   3000    100    294   2216 -3.2656 1.5352 0.7109 0.1468 13.0000 0.9907 3.2742 0.0009 0.0029 76.0000 1.8188 0.1861 0.0249 2.0299 
 55   3000    100    100   2296 -3.3906 1.1375 0.7188 0.1515 13.1429 1.0945 3.1454 0.0010 0.0014 126.0000 2.9005 0.0952 0.0139 3.0096 
 56   2773    100    340   2090 -3.2109 1.9473 0.7266 0.1259 8.4545 0.9716 2.9140 0.0009 0.0048 66.0000 1.4406 0.1071 0.0136 1.5613 
 57   3000    100    100   2315 -3.2422 1.3661 0.6641 0.1528 12.1429 1.0761 3.5776 0.0009 0.0011 111.0000 2.2186 0.0938 0.0130 2.3255 
 58   3000    100   3000    100 -1.2188 1.5581 0.0234 0.0084 0.0000 1.1237 3.2595 0.0008 0.0004 82.0000 1.5995 0.1034 0.0132 1.7162 
 59   3000    100    100   2269 -3.4141 1.1737 0.7500 0.1488 19.2000 1.1020 3.3268 0.0007 0.0030 102.0000 1.8152 0.1157 0.0136 1.9445 
 60   3000   3000   2053   1318 -2.2969 1.1868 0.1797 0.0677 1.0000 1.0650 3.2925 0.0008 0.0081 55.0000 1.0279 0.1484 0.0164 1.1928 
 61   3000    100    513   1725 -3.1797 1.6131 0.6406 0.0836 13.6667 1.1038 3.8048 0.0008 0.0034 68.0000 1.2212 0.0905 0.0136 1.3253 
 62    100   3000   3000   3000 -2.0938 0.9045 0.0625 0.0881 0.0000 1.0551 2.8536 0.0003 0.0001 110.0000 2.0798 0.1450 0.0194 2.2441 
 63   3000    100    100   2277 -3.3125 1.5236 0.7266 0.1497 15.5000 1.1390 4.1065 0.0008 0.0039 94.0000 1.8021 0.0953 0.0171 1.9146 
 64   3000    374    100   2272 -3.2812 1.3533 0.6797 0.1539 17.4000 0.9103 2.6977 0.0009 0.0028 78.0000 1.4649 0.0971 0.0172 1.5792 
 65    100   1359   3000    100 -1.7500 0.7402 0.0391 0.1991 0.0000 1.0342 2.5864 0.0007 0.0093 71.0000 1.2891 0.1360 0.0210 1.4460 
 66   3000    100    100   2183 -3.2578 1.4055 0.6797 0.1388 17.4000 1.1139 3.5663 0.0009 0.0028 112.0000 2.0269 0.0946 0.0169 2.1384 
 67   3000    351    464   2067 -3.2422 1.3661 0.6562 0.1310 7.6364 0.8836 3.3442 0.0006 0.0030 46.0000 0.9002 0.1404 0.0232 1.0638 
