  0    916   2971   1827    150   1773   2566   1716   2153   1832    309 -2.2500 0.6772 0.0000 0.0055 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  1   1751    237   1915    777    648   1724   1343   1535   2511   2142 -1.4609 0.9276 0.0469 0.0063 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  2   2508    362    670    460   1018   2070   1861    168   2884    163 -1.4766 1.0073 0.0078 0.0158 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  3   2189   2070   1534   1157   1860   1299   1199   1682    798   2630 -1.9219 1.1120 0.0547 0.1256 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  4   2614   1256    833   2026    865   2276   2329   1768   2677    435 -1.4375 1.7598 0.1328 0.0582 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  5   1158   2571   2139   1478   1281    396   1489    302   1898   2785 -1.8750 1.8268 0.0938 0.2249 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  6   2061   1807    797   1070   2189   2759    706    638   2345   2934 -2.0000 1.2126 0.0938 0.1222 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  7   2395    827   2371   1304   1449    568   2879    832   1068   1308 -2.5859 1.3154 0.3203 0.0530 2.0500 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  8    199   2231    275   1731    283   1242    974   1313   2207    837 -1.9688 1.1329 0.0859 0.1446 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  9   1098    781    224   2517    130   2543    859   2768    197    701 -1.5000 1.1339 0.0781 0.0071 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 10   1398   1514   1187    331   2799   1550   2630   2614    323   1231 -1.7109 1.4197 0.0703 0.0074 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 11   2984   2455   2460    826   1658   1492   2220   1176   1543   2014 -1.4297 0.8454 0.0547 0.2202 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 12    573   1391   2026   1935    472   1955    145    741   1691   1963 -1.9219 1.0805 0.1172 0.1700 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 13   1878    515    467   1597   2540    317    329   2399   1145   1538 -1.5781 1.6631 0.0391 0.1565 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 14    415    632   1642    647   2586   2855   2827    443    963   2362 -1.8438 1.0935 0.0703 0.1664 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 15    358   1603   2970   2911    685    788   2111    990   1397   1732 -2.2969 0.6671 0.1172 0.2354 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 16   1565   1095   2635   2133   2108   2154    582   1974   2105   1561 -1.9062 0.7313 0.0781 0.0705 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 17   1540   2368   1109   2817   2388    855   1683   2983   2776   1086 -1.8359 0.9099 0.0703 0.1008 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 18   2779   2847   1377   2370   2895    994    507   2491    410   2487 -1.9844 1.0234 0.0156 0.1840 0.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 19    710   1861   2807   2621   1182    215   2460   2003    674    541 -2.3281 1.1356 0.1328 0.0876 1.0000 1.0267 3.1288 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 20   2080    634   2709   1666   1424    107   3000    597    686   1096 -2.2578 1.6889 0.1953 0.1445 1.3158 1.0267 3.1288 0.0000 0.0092 69.0000 3.6145 0.3298 0.0161 3.9604 
 21    100   2175   3000   2045   1198    785   2705   1093   1107    392 -2.0469 1.3206 0.1719 0.0891 0.0000 0.9459 2.8385 0.0000 0.0097 72.0000 3.6142 0.3766 0.0160 4.0068 
 22   2523    656   2245   1389   1425    419   3000    976    999   1461 -2.3438 1.3140 0.2344 0.0617 1.2000 0.9595 3.0533 0.0001 0.0097 74.0000 3.7305 0.3442 0.0093 4.0840 
 23   2235    891   2523   1181   1494    690   2939    702   1096   1034 -2.4297 1.5383 0.3047 0.0567 2.2941 0.8805 3.1790 0.0001 0.0097 71.0000 3.6175 0.3410 0.0101 3.9686 
 24    956   1622   3000   3000    864    100   2334   1701    164   1782 -2.3203 1.6210 0.2109 0.0235 2.4545 1.0144 3.0800 0.0000 0.0100 114.0000 5.7525 0.3663 0.0166 6.1353 
 25   2222   1008   2430   1548   1373    643   2668    720    963   1334 -2.4609 1.4000 0.2578 0.0625 1.8333 0.7846 3.1016 0.0001 0.0099 82.0000 4.1098 0.3917 0.0134 4.5149 
 26   1744   1192   3000   3000   1503    486   2653   1182    966   1257 -2.4297 1.6486 0.2969 0.0269 2.9231 0.9804 2.8186 0.0000 0.0094 94.0000 4.8858 0.4430 0.0142 5.3430 
