0.000000000000000000e+00 8.605293023170399458e-01 -1.051360260892091558e+00 -4.127425886888525497e+01 -4.561828341837623668e+01 -2.931207610879788916e+01
1.000000000000000000e+00 1.059162452866099224e+00 -8.017885040850748490e-01 -5.191481154069745685e+01 -3.638759681330186879e+01 8.626180577531012972e+00
2.000000000000000000e+00 1.495129466030971521e+00 -7.740946357379451248e-01 -6.319976575050606016e+01 -1.720427368385414724e+01 1.005779413350199381e+00
3.000000000000000000e+00 1.912171471242147369e+00 -7.048581684982055950e-01 -6.783122823166883109e+01 -5.592895479367690825e+00 -2.272222625528236506e+00
4.000000000000000000e+00 2.146862006563418745e+00 -6.330804359610480159e-01 -6.880059813454332129e+01 -1.684919470397666430e+00 -1.675974228609925731e+00
5.000000000000000000e+00 2.270763987183936017e+00 -5.802059715007897855e-01 -6.898107224834305384e+01 -4.806617524447176493e-01 -2.257941493496682384e-01
6.000000000000000000e+00 2.312296839655073821e+00 -5.653957903158853826e-01 -6.899407149994914334e+01 -3.749814370327442248e-02 -9.183590509714312233e-02
7.000000000000000000e+00 2.317956717927647681e+00 -5.623406652945737161e-01 -6.899431044686923542e+01 -1.336971862563274271e-02 2.939178805567044250e-02
8.000000000000000000e+00 2.318239907367594554e+00 -5.625135426445407871e-01 -6.899431528659206947e+01 -1.351290506534041924e-03 2.488065416165419208e-03
9.000000000000000000e+00 2.318287103290406659e+00 -5.625226707698527395e-01 -6.899431532988654681e+01 -2.830998113267924055e-06 -3.362872500467517511e-06
