  0    191    651   2117   1600 -2.0234 0.9994 0.0938 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  1   1193   1406    846    703 -1.6953 1.0167 0.0859 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  2   1832   2194   1316   1397 -1.9219 0.9230 0.0703 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  3   1335   1937   2968   1434 -1.9141 0.9768 0.0391 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  4    328   2550   1206   1127 -1.6406 0.7045 0.0000 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  5   2943   1087    235   1040 -1.5703 1.1289 0.0000 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  6    873   1780    556    458 -2.2266 1.2002 0.1641 0.0000 1.1667 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  7    419   2918   2624    620 -2.2500 0.9134 0.1797 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  8   2549    432    265   2314 -3.1797 1.9911 0.7109 0.0000 7.5833 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  9    619   2842   2828   2195 -2.0859 2.3469 0.1328 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 10    729    241   2428   2461 -1.8125 0.8622 0.0547 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 11   1445   2276   1024    173 -1.6094 1.1061 0.0781 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 12   1082   1160   1738   2861 -1.5938 1.2037 0.0469 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 13   1849    753    411   2716 -2.2891 1.3252 0.2031 0.0000 1.7333 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 14   1634    302   1463   1770 -2.1797 1.8179 0.2578 0.0000 1.9412 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 15   2786   1372   2247   2085 -1.9297 0.4438 0.0469 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 16   2624    874   1866    348 -1.7500 0.5354 0.0000 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 17   2200   2644   2395   1842 -2.3750 0.8819 0.1406 0.0000 1.2000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 18   2371   1594   1594   2598 -1.9141 0.4729 0.0312 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 19   2009   1992    778    873 -1.5156 0.9761 0.0000 0.0000 0.0000 0.1830 0.9049 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 20   2527    420    270   2342 -3.0781 1.7261 0.6250 0.0000 8.0000 0.1830 0.9049 0.0009 0.0051 24.0000 0.5505 14.0978 0.1590 14.8072 
 21   2617    384    226   2330 -3.1484 1.6392 0.6484 0.0000 8.3000 0.2013 0.6725 0.0008 0.0083 24.0000 0.5142 14.6269 0.2086 15.3496 
 22   2607    317    224   2368 -3.5781 0.9230 0.8125 0.0000 20.8000 0.2441 0.5800 0.0009 0.0072 23.0000 0.4405 14.4001 0.1453 14.9859 
 23   2704    100    146   2488 -3.1953 1.4812 0.6484 0.0000 10.3750 0.3011 0.5433 0.0007 0.0055 37.0000 0.7181 14.0832 0.1621 14.9634 
 24   2894    100    469   2476 -3.2188 1.2116 0.6094 0.0000 7.0909 0.3453 0.5148 0.0010 0.0063 38.0000 0.6830 15.4327 0.1319 16.2476 
 25   3000    301    100   2750 -3.3359 1.3587 0.6328 0.0000 7.3636 0.4002 0.5181 0.0005 0.0054 40.0000 0.6909 17.3138 0.1377 18.1424 
 26   2860    100    100   3000 -2.9062 1.5344 0.4453 0.0000 3.5625 0.4648 0.5349 0.0010 0.0065 53.0000 1.0926 15.2452 0.2568 16.5947 
 27   3000    100    100   2266 -3.2188 1.5108 0.6875 0.0000 9.7778 0.4443 0.5137 0.0007 0.0019 65.0000 1.2583 13.9203 0.1827 15.3612 
 28   3000    568    100   2542 -2.9688 1.2746 0.4844 0.0000 4.7692 0.4740 0.5155 0.0006 0.0037 53.0000 1.5307 15.6077 0.1524 17.2909 
 29   2463    100    100   2185 -3.1797 2.2745 0.7500 0.0000 5.0526 0.4950 0.5239 0.0008 0.0036 65.0000 1.2092 12.6816 0.1612 14.0520 
 30   3000    100    816   2678 -2.8516 0.8361 0.2812 0.0000 1.4400 0.5206 0.5343 0.0008 0.0070 50.0000 0.8852 14.6959 0.1588 15.7399 
 31   3000    100    100   2043 -3.5859 0.8587 0.8125 0.0000 17.3333 0.5286 0.5418 0.0008 0.0015 78.0000 1.5210 12.9691 0.2168 14.7068 
 32   3000    100    100   2028 -3.4688 1.0069 0.7188 0.0000 11.5000 0.5645 0.5754 0.0009 0.0021 79.0000 1.7006 13.1766 0.1453 15.0225 
 33   3000    100    100   2023 -3.3203 1.1171 0.6328 0.0000 6.7500 0.5817 0.5901 0.0009 0.0020 78.0000 1.3722 13.1791 0.2561 14.8074 
 34   2750    100    100   1953 -3.5469 0.8797 0.7500 0.0000 8.0000 0.5999 0.6004 0.0009 0.0038 78.0000 1.5015 13.0175 0.1776 14.6965 
 35   2745    100    100   1942 -2.7188 2.2667 0.4609 0.0000 3.6875 0.6183 0.6205 0.0009 0.0032 66.0000 1.3173 12.5782 0.1596 14.0551 
 36    100    100    100    100 -0.1172 0.1043 0.0000 0.0000 0.0000 0.6235 0.6098 0.0010 0.0004 70.0000 1.2395 1.0782 0.3339 2.6516 
 37   3000   3000   3000   3000 -2.0859 1.1658 0.0078 0.0000 0.0000 0.7560 1.0797 0.0006 0.0003 87.0000 1.9371 28.1332 0.2296 30.3000 
 38   3000   3000   3000    100 -2.2734 0.9719 0.1250 0.0000 1.1429 0.7465 1.0379 0.0009 0.0007 79.0000 1.5585 22.0959 0.2992 23.9536 
 39   3000   3000    100   3000 -1.2500 0.5197 0.0000 0.0000 0.0000 0.7257 0.9802 0.0007 0.0004 77.0000 1.4309 23.8769 0.2659 25.5737 
 40   3000    100    100   2370 -3.4453 1.3986 0.7969 0.0000 14.5714 0.7717 1.0609 0.0008 0.0012 96.0000 1.8658 14.2459 0.2622 16.3739 
 41   3000    100    434   2124 -3.3359 1.2800 0.7109 0.0000 13.0000 0.7971 1.0951 0.0006 0.0028 69.0000 1.3425 14.4898 0.1956 16.0279 
 42   3000    100    100   2372 -3.5000 1.0236 0.7891 0.0000 20.2000 0.8205 1.1346 0.0010 0.0021 86.0000 1.8267 15.1146 0.2657 17.2070 
 43   3000    100    100   2375 -3.7891 0.4827 0.9062 0.0000 29.0000 0.8418 1.1664 0.0007 0.0013 95.0000 2.1046 14.4260 0.2650 16.7956 
 44   3000    100   3000   3000 -1.5078 1.0708 0.0391 0.0000 0.0000 0.8562 1.1793 0.0009 0.0003 87.0000 1.7416 23.3851 0.1780 25.3047 
 45    100    100   3000    100 -1.8906 2.0352 0.1562 0.0000 0.0000 0.8689 1.1960 0.0010 0.0005 81.0000 1.5725 8.7569 0.2376 10.5670 
 46    100   3000    100   3000 -1.5938 1.3455 0.0625 0.0000 0.0000 0.8470 1.1133 0.0006 0.0002 93.0000 1.8992 14.4772 0.2252 16.6017 
 47   3000    100   3000    100 -1.1250 1.6378 0.0703 0.0000 0.0000 0.8428 1.0541 0.0007 0.0001 95.0000 2.1668 15.7627 0.3354 18.2649 
 48    100    100    100   3000 -1.8125 1.1457 0.1172 0.0000 0.0000 0.8715 1.0875 0.0009 0.0002 83.0000 1.7733 8.5613 0.2784 10.6131 
 49    100   3000    100    100 -1.7891 0.8449 0.0703 0.0000 0.0000 0.8609 1.0359 0.0008 0.0001 103.0000 1.8477 8.1444 0.3143 10.3064 
 50   1485   3000   3000    100 -1.9922 0.7322 0.0391 0.0000 0.0000 0.8585 1.0016 0.0008 0.0028 91.0000 2.1171 19.4894 0.2209 21.8274 
 51   3000    100    774   1882 -2.8359 2.0437 0.5547 0.0000 6.4545 0.8544 0.9885 0.0009 0.0044 65.0000 1.3563 15.0814 0.3797 16.8175 
 52   3000   3000    100    100 -2.3750 0.7717 0.1953 0.0000 0.0000 0.8677 1.0161 0.0008 0.0001 101.0000 2.3810 15.4900 0.2932 18.1642 
 53   2216    100    100   2999 -2.6953 1.2686 0.2734 0.0000 2.3333 0.7825 0.9033 0.0007 0.0017 80.0000 1.5896 14.5462 0.3084 16.4442 
 54   2999   2999   1600    100 -1.8438 0.7313 0.0312 0.0000 0.0000 0.7843 0.9193 0.0006 0.0014 96.0000 2.3200 19.3513 0.2189 21.8902 
 55    100   2999   2999   2999 -2.0234 1.0939 0.0703 0.0000 0.0000 0.7798 0.9024 0.0010 0.0001 131.0000 3.0621 22.0038 0.2505 25.3165 
 56   2999    100    100   2534 -3.4688 0.7864 0.6953 0.0000 12.7143 0.7773 0.8876 0.0009 0.0012 114.0000 2.5181 14.7084 0.2666 17.4931 
 57   3000    100    100    100 -1.9453 2.3041 0.2188 0.0000 0.0000 0.7942 0.9045 0.0010 0.0001 96.0000 2.0921 8.5227 0.2700 10.8848 
 58    100   1898   3000    100 -1.9141 0.8508 0.0703 0.0000 0.0000 0.7865 0.8733 0.0007 0.0033 102.0000 2.4379 13.1739 0.2787 15.8906 
 59   1957    100    100   1949 -3.0625 1.6181 0.6016 0.0000 7.7000 0.7900 0.8646 0.0009 0.0037 67.0000 1.4493 11.0431 0.3494 12.8419 
 60   3000   3000   3000   1483 -2.3828 0.8995 0.2031 0.0000 1.0833 0.8148 0.9090 0.0007 0.0012 99.0000 2.8841 28.1479 0.3352 31.3672 
 61   2383    100    654   2293 -2.9453 1.1072 0.4297 0.0000 2.8947 0.8266 0.9281 0.0007 0.0024 54.0000 1.3716 14.9335 0.2970 16.6021 
 62    100    100   2999   2999 -2.0703 0.7745 0.0781 0.0000 0.0000 0.8415 0.9557 0.0008 0.0000 100.0000 2.3860 17.3652 0.3423 20.0935 
 63   1667   2999   2999   2999 -2.1016 1.0211 0.0938 0.0000 0.0000 0.8256 0.9219 0.0010 0.0015 92.0000 2.4081 29.1222 0.2697 31.8001 
 64   2999    100    100   2572 -3.4688 0.8809 0.7266 0.0000 13.2857 0.8333 0.9264 0.0007 0.0022 104.0000 2.4425 15.8475 0.4276 18.7176 
 65   2999    884    100   2999 -2.4531 1.4624 0.2656 0.0000 2.0000 0.8486 0.9410 0.0010 0.0016 84.0000 1.8322 18.8773 0.3218 21.0313 
 66   1506   2999    100   1313 -1.9062 0.8258 0.0156 0.0000 0.0000 0.8491 0.9613 0.0003 0.0030 61.0000 1.6084 15.9454 0.2896 17.8434 
 67   2999    100   1189   2999 -2.0000 0.7874 0.0312 0.0000 0.0000 0.8551 0.9572 0.0008 0.0030 85.0000 1.9454 17.7376 0.4971 20.1801 
