  0    336    651    812   2180   2933   1696    121   1718 -1.6562 0.8415 0.0234 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  1   1252   1469    156   1252    175   1937    793    564 -2.0938 1.0778 0.1562 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  2   2938   1970   2076   1852    333    652    525   1040 -1.5703 1.0186 0.0000 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  3   2323   1055   1861    893   2014   1468   1174   1925 -2.2344 1.8344 0.2656 0.0000 1.7895 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  4    664    867   2730   2459   1199    957   2103    890 -1.8516 2.4109 0.1953 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  5   1019   2706   1268   2751   2605   2131   1459   1333 -1.6875 0.8465 0.0234 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  6   2097   1740   1738   1991   1704    753    991   2136 -2.0625 0.8780 0.0312 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  7   1634    302   1463    175    901   2387   1377   1505 -1.6172 1.1358 0.0625 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  8    739   1309   2591   1073   2200    324   1815    247 -2.0938 1.3770 0.2031 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  9    921   2464   2174   1293    704    107   2518    148 -2.0078 1.0472 0.1016 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 10   1504   1216    420   2601   1443   1242    249   2763 -2.6719 1.4505 0.4062 0.0000 2.1667 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 11   2642   2142    953   2956   2544   2517    855   1673 -1.6406 1.0509 0.0391 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 12   1874   2913   2952    411   1398   2094   1912    476 -2.2422 0.7362 0.0312 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 13   2219   1985    600   2324    468    506   1679   2455 -1.9531 0.5805 0.0000 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 14    140    681   2383   1637    625   1611    673   2594 -1.6016 0.7140 0.0234 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 15   1298    231   1591    340   1632   2970   2900    741 -1.0781 1.7261 0.0625 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 16    531    513   1008   1530   1047   2612   2250   2057 -2.0547 1.7214 0.1797 0.0000 1.1500 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 17   1779   1674   2450    813   2300   1067   2802   2387 -1.7734 0.4443 0.0000 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 18   2731   2710    362   1748   2848   1347   2388   2908 -2.0781 0.4663 0.0000 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 19   2535   2331   1120    643   1966   2730   2702   1152 -2.2188 0.6762 0.0156 0.0000 0.0000 0.1930 0.9104 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 20   1509   1218    422   2598   1439   1237    252   2763 -2.7891 1.6008 0.4922 0.0000 6.3000 0.1930 0.9104 0.0006 0.0091 45.0000 1.6272 28.6931 0.1787 30.4990 
 21   1569   1241    446   2562   1392   1177    287   2764 -2.6172 1.8287 0.4375 0.0000 3.5000 0.1841 0.7660 0.0004 0.0098 46.0000 1.6382 30.4518 0.1488 32.2388 
 22   1435   1183    361   2662   1483   1314    189   2795 -2.5781 1.4112 0.3516 0.0000 1.9565 0.2275 0.6992 0.0002 0.0079 45.0000 1.6177 27.9045 0.1236 29.6458 
 23   1506   1181    523   2486   1575   1218    289   2653 -2.8984 1.4620 0.4844 0.0000 2.9524 0.2619 0.6674 0.0001 0.0099 61.0000 2.8503 27.9089 0.1565 30.9157 
 24   1514   1149    567   2417   1653   1195    299   2606 -2.6797 1.3060 0.3828 0.0000 3.5000 0.2827 0.6498 0.0007 0.0090 42.0000 1.5246 29.0217 0.2739 30.8202 
 25   1649   1103    441   2342   1710   1050    231   2853 -2.6016 1.4069 0.3516 0.0000 1.5000 0.3431 0.6392 0.0000 0.0097 85.0000 3.3723 28.1075 0.2749 31.7546 
 26   1537    993    410   2528   1421   1067    232   2360 -2.3906 1.0273 0.1484 0.0000 0.0000 0.3947 0.6470 0.0001 0.0099 66.0000 2.6395 26.5682 0.1938 29.4015 
 27   1457   1394    680   2418   1629   1361    365   2907 -2.2344 1.2990 0.1797 0.0000 1.5333 0.3911 0.6634 0.0002 0.0091 54.0000 2.4159 29.7015 0.2355 32.3529 
