0 2280  912 -1.9062 6.3219 0.1622 0.2891 1.7778 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1 2581 2101 -1.5938 2.5266 0.1690 0.0625 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2147 1633 -2.1172 1.0964 0.1598 0.0625 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3  813 1492 -2.3125 4.2323 0.2453 0.2578 1.0385 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4 1796  673 -2.2812 1.8100 0.1950 0.4219 2.7059 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2521  844 -2.3125 1.5394 0.1458 0.2578 1.3529 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 1207 1316 -2.2188 7.7785 0.2081 0.3359 2.0870 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7  362 2080 -2.0938 5.8967 0.2365 0.1094 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1832  416 -1.8906 4.3501 0.1829 0.2656 1.8333 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 1041 2414 -1.6875 3.4606 0.1589 0.0703 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1484 2733 -1.4062 3.9754 0.1415 0.0547 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 1313 2948 -1.4688 1.2116 0.1367 0.0391 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1351 2300 -1.8438 2.6211 0.1499 0.0469 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 2058 2810 -1.5938 5.3140 0.2279 0.1016 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 2702 1267 -1.6094 8.3501 0.1115 0.0312 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 1609 1622 -2.1172 7.8995 0.1558 0.2188 1.4762 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 1480 2980 -1.6094 0.8541 0.1592 0.0156 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17  454  564 -0.5938 6.0226 0.1455 0.0000 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 2607  315 -1.9141 4.0477 0.1548 0.2656 1.7368 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 2116 1737 -2.0625 2.0591 0.1555 0.0312 0.0000 0.1817 1.1015 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20  896 1558 -2.4766 3.1333 0.2267 0.2266 1.7500 0.1817 1.1015 0.0008 0.0075 11.0000 0.2485 0.0723 0.3700 0.6908 
21  952 1631 -2.2109 6.7819 0.2077 0.2891 1.6500 0.1984 1.1232 0.0009 0.0041 12.0000 0.3196 0.0735 0.3538 0.7469 
22 1654 1002 -2.2500 4.2992 0.1894 0.3438 2.3333 0.1942 1.0953 0.0006 0.0049 11.0000 0.2696 0.0941 0.4660 0.8296 
23  695 1680 -2.0234 7.3617 0.2414 0.3047 0.0000 0.2269 1.2143 0.0009 0.0046 16.0000 0.3985 0.0769 0.3773 0.8527 
24  986 1455 -2.5625 2.8150 0.2263 0.2422 1.3077 0.2008 1.1524 0.0003 0.0013 17.0000 0.4434 0.0833 0.3658 0.8925 
25  984 1422 -2.4922 2.9763 0.2298 0.2500 1.2400 0.1892 1.0987 0.0009 0.0020 18.0000 0.3891 0.0741 0.4456 0.9088 
26 1031 1465 -2.3594 5.1139 0.2179 0.2188 1.7895 0.1966 1.1194 0.0005 0.0018 14.0000 0.4057 0.1179 0.3094 0.8331 
27  937 1358 -2.6016 2.2731 0.2412 0.2422 1.4783 0.2126 1.1945 0.0005 0.0016 15.0000 0.3179 0.0707 0.2927 0.6813 
28  928 1330 -2.1719 4.5372 0.2437 0.2422 1.2857 0.2021 1.1547 0.0008 0.0018 15.0000 0.4154 0.0785 0.2852 0.7791 
29  100 3000 -1.8047 2.2844 0.1840 0.0625 0.0000 0.2309 1.2889 0.0005 0.0018 36.0000 0.8024 0.0922 0.5563 1.4509 
30 1190 1587 -2.2656 6.5588 0.1753 0.2734 1.6500 0.2166 1.1827 0.0007 0.0025 16.0000 0.3877 0.1001 0.3908 0.8785 
31 3000  648 -1.7891 2.6244 0.0956 0.0938 0.0000 0.2334 1.2774 0.0004 0.0014 29.0000 0.6322 0.1741 0.4762 1.2825 
32 3000 3000 -1.8281 6.9466 0.3515 0.1484 0.0000 0.2365 1.2755 0.0009 0.0002 40.0000 0.8042 0.1785 0.6978 1.6805 
33 1832 1276 -2.3516 3.7416 0.1667 0.2656 2.1765 0.2203 1.1614 0.0007 0.0029 16.0000 0.3129 0.0854 0.4116 0.8099 
34  100 1763 -2.1562 2.4163 0.2614 0.0781 0.0000 0.2417 1.2664 0.0010 0.0036 28.0000 0.6571 0.0408 0.2242 0.9220 
35 1565 1270 -2.4688 2.6604 0.1691 0.3203 1.7917 0.2382 1.2530 0.0006 0.0022 17.0000 0.6169 0.0985 0.3662 1.0816 
36 1442 1142 -2.5703 3.7903 0.1950 0.3359 2.7895 0.2550 1.3357 0.0008 0.0034 13.0000 0.2845 0.0515 0.3786 0.7146 
37 1415 1097 -2.4453 2.9891 0.2019 0.3281 1.5217 0.2621 1.3705 0.0002 0.0016 15.0000 0.4066 0.0808 0.3158 0.8032 
38 1483 1232 -2.2031 4.3994 0.1803 0.4297 1.9615 0.2756 1.4470 0.0006 0.0018 15.0000 0.4038 0.0632 0.3459 0.8129 
39 1385  926 -2.3516 4.1510 0.2115 0.3203 1.7500 0.2840 1.5192 0.0007 0.0028 14.0000 0.3987 0.0567 0.2705 0.7259 
40 1225 1089 -2.3359 4.6815 0.2229 0.2109 1.6087 0.2991 1.6192 0.0007 0.0016 14.0000 0.3920 0.0925 0.3229 0.8074 
41 1505  796 -2.2109 3.5536 0.2044 0.2344 1.6500 0.3189 1.7580 0.0009 0.0034 14.0000 0.4404 0.1099 0.3338 0.8842 
42 1831 1076 -2.4609 3.1953 0.1724 0.3438 3.3750 0.3359 1.8962 0.0008 0.0029 15.0000 0.3604 0.0820 0.3886 0.8310 
43 1681 1161 -2.3359 6.0359 0.1727 0.3906 3.0000 0.3614 2.0838 0.0002 0.0010 15.0000 0.3231 0.0875 0.4561 0.8667 
