0 1.7657 2.6120 2.0202 2.8564 2.5795 1.2636 -0.6040 0.0997 2.3960 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
1 0.4760 2.2021 1.5621 2.5878 1.4531 2.2866 1.4120 0.0143 4.4120 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
2 0.5376 2.3992 2.7320 2.5641 2.4584 2.1420 -0.0460 0.0504 2.9540 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
3 0.6192 1.1021 0.9534 0.9882 1.8782 1.2034 -0.0590 0.0319 2.9410 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
4 2.1029 2.8104 3.1211 0.1117 1.9543 1.8621 0.3520 0.0202 3.3520 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
5 1.4147 2.3353 2.7775 0.8454 2.0337 0.5811 -0.7380 0.0473 2.2620 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
6 1.4390 1.1777 2.5940 2.8692 2.7472 1.6884 -0.2050 0.0568 2.7950 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
7 2.2600 2.0792 1.7461 0.5143 0.9186 3.0091 -0.5960 0.1836 2.4040 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
8 1.9103 0.4501 1.1824 0.5067 0.4811 1.2577 0.2850 0.0234 3.2850 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
9 0.9877 0.1571 1.6071 2.9248 1.5069 1.3165 0.5660 0.0378 3.5660 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
10 1.2604 0.9102 1.0948 0.6913 1.4055 2.8845 0.4570 0.0003 3.4570 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
11 1.2124 2.7768 1.6182 2.0356 1.5658 1.2925 0.7640 0.0095 3.7640 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
12 2.7925 1.8978 0.6791 1.0331 1.2956 1.8217 0.1580 0.0176 3.1580 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
13 1.2472 0.9077 1.0247 3.1219 2.3491 2.7275 0.4410 0.0156 3.4410 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
14 2.8223 0.5309 1.7306 2.3019 1.5812 1.7110 0.2100 0.0534 3.2100 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
15 2.0241 2.0244 0.6350 0.2653 0.9290 0.2072 0.3160 0.0840 3.3160 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
16 1.0410 0.2179 0.4193 2.0977 0.6935 2.2707 -0.5150 0.0342 2.4850 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
17 1.3750 2.6429 1.7967 2.7510 1.3927 1.3731 0.0470 0.0490 3.0470 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
18 2.9244 2.1835 1.4026 2.7507 2.3165 2.0617 0.2660 0.1108 3.2660 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
19 0.1836 2.8035 0.4253 0.1508 1.1308 0.6899 0.2250 0.1107 3.2250 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
20 0.8336 1.5763 1.6313 2.1686 2.7327 2.2131 0.2040 0.0882 3.2040 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
21 2.7347 1.4098 0.5502 2.2605 3.1271 0.6152 -0.6410 0.1186 2.3590 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
22 1.9670 1.2769 3.0904 0.1995 1.5542 1.1906 -0.4400 0.0912 2.5600 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
23 1.2231 2.3608 0.1017 0.9379 3.0415 1.4984 0.1840 0.0597 3.1840 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
24 0.1417 1.9808 2.0979 2.9243 2.7909 2.9848 -0.3390 0.0435 2.6610 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
25 0.9052 1.0669 2.2191 1.1523 1.2427 0.2203 -0.1540 0.1824 2.8460 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
26 0.7034 0.5064 1.2334 2.2315 0.6893 0.9750 1.8030 0.0449 4.8030 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
27 0.3509 1.3384 1.8880 1.9275 2.0664 1.7318 0.7090 0.0213 3.7090 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
28 2.2165 2.5354 2.6548 0.1022 2.9297 1.5587 0.2750 0.0130 3.2750 0.1360 0.9910 0.0000 0.0000 0.0000 0.0000
29 3.1199 2.4186 1.5054 0.2382 0.3953 2.4611 0.5940 0.0571 3.5940 0.1360 0.9910 -0.7380 0.0000 0.0000 8.0170
30 1.7571 2.5309 2.0959 2.9153 2.6024 1.2782 -0.5110 0.1189 2.4890 0.1360 0.9910 -0.7380 0.0200 0.0007 9.9492
31 1.4179 2.3167 2.7829 0.8403 2.0278 0.5781 -0.7540 0.0517 2.2460 0.1901 0.9634 -0.7380 0.0065 0.0009 11.9675
32 2.6641 1.4970 0.6706 2.2999 3.1416 0.5746 -0.3170 0.0968 2.6830 0.2018 0.9280 -0.7540 0.0282 0.0010 14.2617
33 1.4219 2.2907 2.7911 0.8328 2.0192 0.5729 -0.7470 0.0588 2.2530 0.1876 0.9326 -0.7540 0.0071 0.0010 16.6355
34 1.4212 2.2826 2.7977 0.8319 2.0183 0.5631 -0.7940 0.0625 2.2060 0.2026 0.9108 -0.7540 0.0078 0.0008 18.7951
35 2.8187 1.3069 0.4074 2.2144 3.1137 0.6596 -0.9950 0.1336 2.0050 0.2140 0.8973 -0.7940 0.0074 0.0008 21.4359
36 1.4237 2.0744 2.9284 0.7914 1.9660 0.4070 -0.5150 0.0921 2.4850 0.2355 0.9067 -0.9950 0.0173 0.0008 23.3293
37 1.4870 2.1523 2.6569 0.7313 1.9651 0.7540 -0.1910 0.0322 2.8090 0.2362 0.9007 -0.9950 0.0174 0.0008 25.5790
38 2.8677 1.2477 0.3247 2.1884 3.1081 0.6830 -1.1930 0.1303 1.8070 0.2180 0.9191 -0.9950 0.0100 0.0007 28.2659
39 2.9183 1.1874 0.2400 2.1626 3.1052 0.7041 -1.1660 0.1182 1.8340 0.2403 0.9102 -1.1930 0.0113 0.0008 30.3046
40 2.9018 1.2083 0.2717 2.1726 3.1042 0.6996 -1.2380 0.1224 1.7620 0.2520 0.8737 -1.1930 0.0086 0.0009 32.7762
41 1.3362 2.5734 2.9903 1.0272 2.1441 0.3299 -0.3970 0.0365 2.6030 0.2606 0.8533 -1.2380 0.0118 0.0007 35.4394
42 2.9451 1.1901 0.2919 2.1920 3.0778 0.7487 -1.0620 0.1036 1.9380 0.2531 0.8532 -1.2380 0.0088 0.0008 37.2986
43 1.0641 2.4902 2.7633 0.5333 1.9017 0.3255 -0.5490 0.0682 2.4510 0.2576 0.8461 -1.2380 0.0165 0.0005 39.6054
44 2.8569 1.2144 0.2144 2.1369 3.1416 0.6350 -1.2800 0.1412 1.7200 0.2640 0.8514 -1.2380 0.0056 0.0008 42.2437
45 2.8428 1.2105 0.1790 2.1186 3.1416 0.6071 -1.3370 0.1474 1.6630 0.2759 0.8405 -1.2800 0.0057 0.0008 44.5821
46 2.8268 1.2024 0.1271 2.0937 3.1416 0.5684 -1.3500 0.1548 1.6500 0.2870 0.8334 -1.3370 0.0066 0.0010 47.2033
47 2.8242 1.1962 0.1032 2.0841 3.1416 0.5531 -1.3480 0.1570 1.6520 0.2982 0.8244 -1.3500 0.0042 0.0006 49.7147
48 2.8258 1.1932 0.1000 2.0820 3.1416 0.5501 -1.3310 0.1570 1.6690 0.3065 0.8176 -1.3500 0.0066 0.0010 52.9683
49 2.8359 1.1884 0.1000 2.0848 3.1416 0.5409 -1.2970 0.1560 1.7030 0.3130 0.8139 -1.3500 0.0074 0.0009 55.8376
50 2.7921 1.2098 0.1000 2.0745 3.1416 0.6049 -1.3870 0.1565 1.6130 0.3182 0.8129 -1.3500 0.0044 0.0006 58.8319
51 2.7534 1.2098 0.1000 2.0450 3.1416 0.6445 -1.3830 0.1489 1.6170 0.3265 0.8109 -1.3870 0.0046 0.0008 61.6684
52 2.7481 1.2038 0.1000 2.0354 3.1416 0.6498 -1.3960 0.1451 1.6040 0.3345 0.8093 -1.3870 0.0048 0.0009 65.0733
53 2.7379 1.1896 0.1000 2.0152 3.1416 0.6575 -1.2860 0.1359 1.7140 0.3410 0.8111 -1.3960 0.0041 0.0005 68.2793
54 2.7785 1.2739 0.1000 2.1078 3.1416 0.6422 -1.3500 0.1568 1.6500 0.3450 0.8131 -1.3960 0.0036 0.0009 72.3441
55 2.7346 1.1834 0.1000 2.1442 3.1416 0.6301 -1.4120 0.1674 1.5880 0.3532 0.8128 -1.3960 0.0037 0.0009 76.2956
56 2.7154 1.1588 0.1000 2.1703 3.1416 0.6298 -1.4070 0.1718 1.5930 0.3607 0.8138 -1.4120 0.0038 0.0010 79.8583
57 2.7117 1.1513 0.1000 2.1753 3.1416 0.6297 -1.3690 0.1726 1.6310 0.3668 0.8176 -1.4120 0.0045 0.0009 83.1386
58 2.7013 1.1110 0.1000 2.1582 3.1416 0.6187 -1.3740 0.1706 1.6260 0.3718 0.8224 -1.4120 0.0060 0.0009 87.0048
59 2.7372 1.2047 0.1000 2.1934 3.1416 0.6495 -1.3880 0.1685 1.6120 0.3773 0.8282 -1.4120 0.0038 0.0010 90.8364
60 2.6919 1.2068 0.1000 2.1705 3.1416 0.5949 -1.3490 0.1711 1.6510 0.3826 0.8346 -1.4120 0.0032 0.0010 94.9183
61 2.7560 1.1390 0.1000 2.1650 3.1416 0.6877 -1.2930 0.1566 1.7070 0.3886 0.8415 -1.4120 0.0033 0.0009 98.8663
62 2.7042 1.1895 0.1000 2.1332 3.0569 0.5770 -1.1020 0.1597 1.8980 0.3917 0.8498 -1.4120 0.0057 0.0009 102.1120
63 1.7880 3.1416 2.4425 3.1416 3.1416 0.7025 0.6050 0.0399 3.6050 0.3887 0.8815 -1.4120 0.0265 0.0009 104.9901
64 2.8143 1.2545 0.1000 2.1783 3.1416 0.6903 -1.3520 0.1537 1.6480 0.3808 0.9012 -1.4120 0.0040 0.0010 109.1168
65 2.8261 1.1427 0.1000 2.2712 3.1416 0.6098 -1.2320 0.1631 1.7680 0.3862 0.9096 -1.4120 0.0043 0.0008 112.9926
66 2.7280 1.2292 0.1000 2.1026 3.1416 0.7590 -1.3090 0.1404 1.6910 0.3881 0.9183 -1.4120 0.0034 0.0007 117.3148
67 2.7473 1.0009 0.1000 2.0095 3.1416 0.6547 -0.8520 0.0847 2.1480 0.3926 0.9271 -1.4120 0.0058 0.0008 120.9081
68 0.1000 0.1000 3.1416 0.1000 3.1416 0.1000 0.1070 0.0521 3.1070 0.3575 0.9617 -1.4120 0.0071 0.0010 125.9240
69 1.1390 0.1000 0.1000 2.2413 0.1299 3.0408 0.1430 0.0519 3.1430 0.3542 0.9458 -1.4120 0.0213 0.0008 130.1159
70 3.1416 0.1000 3.1416 0.1000 3.1416 3.1416 -0.0130 0.0625 2.9870 0.3487 0.9387 -1.4120 0.0040 0.0007 135.0678
71 2.7543 1.2750 0.1000 2.1257 3.1416 0.6284 -1.3890 0.1595 1.6110 0.3458 0.9230 -1.4120 0.0028 0.0009 139.8755
72 2.7574 1.2809 0.1000 2.1232 3.1416 0.6272 -1.2380 0.1586 1.7620 0.3499 0.9324 -1.4120 0.0034 0.0009 144.8478
