0 1.1784 2.5271 -0.4720 0.2378 2.5280 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
1 1.2336 3.0791 -0.0810 0.0957 2.9190 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
2 1.8657 0.7927 -0.0050 0.0787 2.9950 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
3 1.3645 0.4896 0.5350 0.0828 3.5350 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
4 2.3398 0.2397 0.7180 0.0190 3.7180 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
5 1.9400 1.0368 -0.3300 0.0169 2.6700 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
6 2.4635 0.4857 1.5500 0.0003 4.5500 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
7 2.1696 2.2717 -0.0080 0.0589 2.9920 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
8 0.8091 0.4962 1.0610 0.0037 4.0610 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
9 1.2331 2.0740 0.5580 0.0035 3.5580 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
10 0.8936 0.1267 0.2990 0.0367 3.2990 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
11 1.4426 2.5597 -0.3960 0.2716 2.6040 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
12 0.5800 2.9613 -0.7210 0.1228 2.2790 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
13 1.6458 0.5883 0.4070 0.1247 3.4070 0.1245 0.9823 0.0000 0.0000 0.0000 0.0000
14 0.4043 1.2278 0.4270 0.0683 3.4270 0.1245 0.9823 -0.7210 0.0000 0.0000 2.3409
15 0.5979 2.9491 -0.7950 0.1262 2.2050 0.1245 0.9823 -0.7210 0.0027 0.0006 2.6873
16 0.6402 2.9171 -0.7840 0.1353 2.2160 0.1293 0.9038 -0.7950 0.0031 0.0007 3.4123
17 0.6437 2.9021 -0.7920 0.1399 2.2080 0.1404 0.8639 -0.7950 0.0026 0.0006 4.1740
18 0.6441 2.8927 -0.9110 0.1427 2.0890 0.1467 0.8559 -0.7950 0.0035 0.0010 4.9122
19 0.6479 2.8097 -0.9440 0.1640 2.0560 0.1533 0.8684 -0.9110 0.0038 0.0007 5.6232
20 0.6432 2.7758 -1.1230 0.1702 1.8770 0.1670 0.8907 -0.9440 0.0022 0.0002 6.4017
21 0.6169 2.6990 -1.2010 0.1769 1.7990 0.1746 0.9328 -1.1230 0.0031 0.0008 7.1361
22 0.5904 2.6604 -1.1300 0.1761 1.8700 0.1881 0.9622 -1.2010 0.0026 0.0003 7.8578
23 0.6550 2.6634 -0.9570 0.1768 2.0430 0.1938 0.9561 -1.2010 0.0008 0.0002 8.6182
24 0.5249 2.7119 -1.2750 0.1774 1.7250 0.1928 0.9806 -1.2010 0.0038 0.0008 9.3692
25 0.4741 2.7083 -1.3520 0.1773 1.6480 0.2036 1.0221 -1.2750 0.0031 0.0006 10.1354
26 0.4117 2.6967 -1.3560 0.1745 1.6440 0.2166 1.0743 -1.3520 0.0022 0.0002 10.8843
27 0.3972 2.6923 -1.4090 0.1733 1.5910 0.2280 1.1040 -1.3560 0.0035 0.0008 11.6693
28 0.3379 2.6766 -1.3300 0.1654 1.6700 0.2379 1.1468 -1.4090 0.0027 0.0006 12.4267
29 0.3610 2.7377 -1.3720 0.1678 1.6280 0.2426 1.1535 -1.4090 0.0023 0.0008 13.2417
30 0.2516 2.7088 -1.2030 0.1469 1.7970 0.2523 1.1946 -1.4090 0.0039 0.0007 13.9743
31 0.4048 2.6560 -1.3730 0.1725 1.6270 0.2522 1.1993 -1.4090 0.0012 0.0006 14.7221
32 0.4014 2.6448 -1.4250 0.1714 1.5750 0.2591 1.2393 -1.4090 0.0016 0.0008 15.4546
33 0.3885 2.6078 -1.3140 0.1660 1.6860 0.2653 1.2795 -1.4250 0.0008 0.0003 16.2548
34 0.4115 2.7110 -1.3620 0.1743 1.6380 0.2703 1.3173 -1.4250 0.0007 0.0006 17.1893
35 0.2442 2.4887 -1.1150 0.1242 1.8850 0.2753 1.3607 -1.4250 0.0051 0.0009 18.0213
36 0.1000 2.9305 -0.4010 0.0851 2.5990 0.2828 1.4010 -1.4250 0.0002 0.0000 19.1016
37 0.4124 2.6702 -1.4190 0.1739 1.5810 0.2775 1.4744 -1.4250 0.0007 0.0005 19.8750
38 0.4125 2.6700 -1.4010 0.1739 1.5990 0.2813 1.5161 -1.4250 0.0007 0.0003 20.6317
39 0.4130 2.6697 -1.4080 0.1739 1.5920 0.2851 1.5608 -1.4250 0.0013 0.0005 21.4880
40 0.3984 2.6725 -1.4360 0.1729 1.5640 0.2886 1.6053 -1.4250 0.0008 0.0004 22.3574
41 3.1416 3.1416 0.1080 0.0625 3.1080 0.2914 1.6469 -1.4360 0.0009 0.0009 23.3005
42 0.4297 2.6482 -1.4090 0.1736 1.5910 0.2846 1.5326 -1.4360 0.0006 0.0004 24.1164
43 0.4295 2.6474 -1.4370 0.1735 1.5630 0.2888 1.5782 -1.4360 0.0009 0.0006 24.9507
