0 2.3701 0.7738 0.1407 3.1323 0.6526 1.8316 1.2563 0.9157 0.3840 2.0618 1.6561 1.0957 0.3310 0.0081 3.3310 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
1 2.0502 2.8671 1.0948 2.1026 2.3668 0.4363 2.3289 2.3245 2.5407 0.1947 2.9761 1.7815 0.1820 0.0377 3.1820 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
2 1.5291 1.6829 2.6315 0.7690 0.4961 0.2427 1.1804 0.1157 2.0444 0.8067 2.0706 0.9474 0.0870 0.0063 3.0870 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
3 0.8034 1.1533 0.3505 1.5712 0.6316 1.6278 0.5669 0.6665 1.8753 2.5001 1.9182 0.4458 0.9000 0.0152 3.9000 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
4 1.5455 2.3262 2.1469 2.6919 2.3391 2.9356 0.7277 1.4712 1.6933 0.1589 0.2232 0.6931 -0.1100 0.0193 2.8900 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
5 1.0338 2.5368 0.7889 1.9343 1.5620 2.6603 0.4524 0.5602 0.5052 0.9617 1.0786 1.0085 0.3920 0.0095 3.3920 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
6 1.2602 0.4598 0.2376 0.6318 2.5298 1.9548 2.0778 2.6115 2.1225 0.4932 1.6753 1.4837 0.5500 0.0375 3.5500 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
7 2.4941 2.5954 2.3465 1.6860 1.6646 1.0522 1.4974 0.2273 1.7523 1.0853 2.8607 2.9712 -0.2270 0.0182 2.7730 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
8 0.4090 1.9412 1.0616 2.2728 2.9154 2.9548 0.9294 1.0585 1.7483 2.3467 0.2968 1.4489 -0.1320 0.1267 2.8680 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
9 1.7692 2.5028 2.6717 2.0608 2.0247 1.4267 2.3611 1.4624 1.2815 2.2062 2.5838 2.9353 0.4180 0.0196 3.4180 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
10 1.9838 1.9778 0.3504 2.9568 0.2584 2.5341 0.2184 1.8305 1.2781 2.5254 0.2476 1.7372 0.4400 0.0106 3.4400 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
11 1.9416 1.1440 1.1363 2.7413 2.8081 2.3171 2.1537 1.6200 2.1364 2.5879 0.3139 0.1691 -0.3160 0.0140 2.6840 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
12 2.9548 1.5685 0.9712 0.7053 0.6881 1.5776 0.2006 0.7229 3.0269 2.7648 2.8358 0.8909 -0.7110 0.0834 2.2890 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
13 1.0222 2.7477 2.5252 0.9793 2.6016 0.5960 3.1211 2.1613 1.1973 2.6769 2.1293 2.4551 -0.0910 0.0052 2.9090 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
14 2.2278 0.2409 2.7183 3.0997 0.4352 2.9499 2.9981 2.9152 2.6010 2.3402 0.5235 2.9338 0.4220 0.0402 3.4220 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
15 1.5182 2.5325 0.9964 2.7544 0.1202 1.6223 2.7449 2.0462 1.7740 2.6777 2.5097 1.1754 -0.2780 0.0076 2.7220 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
16 1.9632 2.2916 2.5075 0.4711 1.4100 3.0018 0.2120 1.8343 1.9393 1.5326 0.7061 1.1761 1.2540 0.0109 4.2540 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
17 1.5795 3.1018 2.2788 0.2868 1.8080 1.7205 2.9889 3.0045 2.6930 2.7636 2.2985 2.6785 0.8400 0.0742 3.8400 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
18 2.8560 2.5950 0.9354 1.9123 0.2450 1.5811 1.5479 2.5638 1.2023 0.5882 0.8381 2.9171 -0.0020 0.1363 2.9980 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
19 2.3517 2.0040 0.4418 2.1880 1.0775 2.3340 2.6170 2.6069 1.5740 0.1581 2.8203 0.7743 -0.1370 0.0034 2.8630 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
20 1.9779 0.4203 2.1518 0.8799 0.7883 1.6220 1.5075 2.4921 2.9968 1.3235 0.8347 2.8085 1.1170 0.0258 4.1170 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
21 3.0537 0.8288 0.9724 1.4060 1.7529 2.4700 1.5087 2.2847 1.7846 1.5255 1.7436 2.9131 0.9360 0.0108 3.9360 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
22 0.5423 0.1094 1.0720 2.4563 1.9621 0.7689 2.0887 2.8618 2.8541 1.0792 2.9155 0.6326 -0.9620 0.1276 2.0380 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
23 0.1732 3.0549 1.8672 2.4958 1.1316 0.3420 0.4206 0.8344 2.6298 1.1899 0.2261 0.8205 -0.0050 0.0735 2.9950 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
24 2.7617 0.8047 2.7589 1.8911 2.9731 0.7765 1.4738 2.8304 3.0481 0.5939 0.4684 2.9116 -0.4370 0.0327 2.5630 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
25 2.5787 0.8022 2.3246 1.3366 1.7900 1.8534 2.9614 1.7380 0.7016 0.7328 1.1195 0.3046 -0.5490 0.0879 2.4510 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
26 0.1493 0.6128 0.7212 2.0212 0.4986 1.7605 2.8737 0.3200 0.3391 2.1371 3.0342 0.8069 0.1280 0.0010 3.1280 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
27 1.7522 1.9632 0.2827 0.4499 2.5794 1.4080 2.6545 1.6173 0.6144 0.9616 0.2094 0.3588 -0.6340 0.1248 2.3660 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
28 1.2879 3.0785 2.0127 1.5645 3.1055 1.6738 0.9602 1.9451 2.9370 1.2313 1.3841 2.4849 0.4800 0.0165 3.4800 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
29 1.7491 2.3640 1.7081 0.5375 2.2941 1.8975 2.2411 0.9182 0.8473 0.7030 1.7113 0.5114 0.4470 0.0509 3.4470 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
30 1.2156 2.6319 3.0006 0.2070 2.3114 1.4865 2.5448 1.8213 1.8775 2.9551 0.7910 0.1739 0.5150 0.1124 3.5150 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
31 1.2041 2.5266 0.4613 1.9453 1.6106 2.6836 0.8740 0.9609 0.9129 1.2831 2.3835 2.4119 0.2740 0.1074 3.2740 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
32 3.1105 2.2097 2.0451 2.1334 0.6455 1.5823 0.6240 2.5823 2.2574 1.6847 2.3539 2.7362 0.3670 0.0060 3.3670 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
33 0.4103 2.8935 2.7462 2.9439 0.3629 0.8355 0.5442 0.1092 1.2901 0.7124 1.8922 1.5381 -0.3610 0.0053 2.6390 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
34 1.7674 2.1713 0.7934 2.0626 1.3719 0.4799 2.0579 2.5945 0.7696 1.3507 1.5173 1.1305 0.7770 0.0269 3.7770 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
35 0.2124 0.6993 2.9188 0.4191 0.2523 2.3669 1.6054 1.6176 1.1424 0.4397 0.9202 0.3658 -1.0260 0.0620 1.9740 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
36 2.9027 0.1303 0.4321 1.1150 3.0273 2.9059 1.2658 1.4904 0.5828 1.1036 0.3372 2.5485 -0.1780 0.0131 2.8220 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
37 2.3808 1.2974 1.4271 0.7554 2.8384 0.9693 0.7059 1.1839 2.5794 2.8477 2.0397 0.6879 -0.1170 0.0199 2.8830 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
38 2.5882 2.9285 1.4781 2.2619 1.6428 1.4611 2.3589 0.8219 2.2810 1.0788 1.4545 1.2097 0.2030 0.0963 3.2030 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
39 2.6049 0.3541 0.6153 2.3965 0.7250 2.2786 1.5303 1.8438 0.8264 0.1057 3.0479 2.9149 -0.6400 0.0674 2.3600 0.1000 0.9900 0.0000 0.0000 0.0000 0.0000
