0 1.9838 1.9778 0.3504 2.9568 0.2584 2.5341 0.2184 1.8305 0.3060 0.0305 3.3060 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
1 1.2781 2.5254 0.2476 1.7372 1.9416 1.1440 1.1363 2.7413 0.3380 0.0018 3.3380 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
2 2.8081 2.3171 2.1537 1.6200 2.1364 2.5879 0.3139 0.1691 1.1100 0.0181 4.1100 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
3 2.9548 1.5685 0.9712 0.7053 0.6881 1.5776 0.2006 0.7229 0.4320 0.0737 3.4320 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
4 3.0269 2.7648 2.8358 0.8909 1.0222 2.7477 2.5252 0.9793 0.0270 0.0094 3.0270 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
5 2.6016 0.5960 3.1211 2.1613 1.1973 2.6769 2.1293 2.4551 0.2160 0.0135 3.2160 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
6 2.2278 0.2409 2.7183 3.0997 0.4352 2.9499 2.9981 2.9152 0.7360 0.0218 3.7360 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
7 2.6010 2.3402 0.5235 2.9338 1.5182 2.5325 0.9964 2.7544 -0.0340 0.0338 2.9660 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
8 0.1202 1.6223 2.7449 2.0462 1.7740 2.6777 2.5097 1.1754 2.0710 0.0048 5.0710 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
9 1.9632 2.2916 2.5075 0.4711 1.4100 3.0018 0.2120 1.8343 1.2360 0.0189 4.2360 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
10 1.9393 1.5326 0.7061 1.1761 1.5795 3.1018 2.2788 0.2868 -0.2120 0.0106 2.7880 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
11 1.8080 1.7205 2.9889 3.0045 2.6930 2.7636 2.2985 2.6785 0.2900 0.0778 3.2900 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
12 2.8560 2.5950 0.9354 1.9123 0.2450 1.5811 1.5479 2.5638 0.1280 0.0042 3.1280 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
13 1.2023 0.5882 0.8381 2.9171 2.3517 2.0040 0.4418 2.1880 -0.0340 0.1540 2.9660 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
14 1.0775 2.3340 2.6170 2.6069 1.5740 0.1581 2.8203 0.7743 0.3960 0.0951 3.3960 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
15 1.9779 0.4203 2.1518 0.8799 0.7883 1.6220 1.5075 2.4921 0.0110 0.0382 3.0110 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
16 2.9968 1.3235 0.8347 2.8085 3.0537 0.8288 0.9724 1.4060 -0.8730 0.1765 2.1270 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
17 1.7529 2.4700 1.5087 2.2847 1.7846 1.5255 1.7436 2.9131 -0.4040 0.1592 2.5960 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
18 0.5423 0.1094 1.0720 2.4563 1.9621 0.7689 2.0887 2.8618 0.5610 0.0346 3.5610 0.3457 0.9995 0.0000 0.0000 0.0000 0.0000
19 2.8541 1.0792 2.9155 0.6326 0.1732 3.0549 1.8672 2.4958 -0.4780 0.1308 2.5220 0.3457 0.9995 -0.8730 0.0000 0.0000 6.9001
20 2.9855 1.3225 0.8289 2.8168 3.0436 0.8355 0.9818 1.4338 -1.0130 0.1697 1.9870 0.3457 0.9995 -0.8730 0.0108 0.0008 9.6244
21 1.9243 2.4448 1.4202 2.4017 1.7160 1.6850 1.6613 2.8888 -0.2590 0.1311 2.7410 0.1250 0.8939 -1.0130 0.0756 0.0007 13.2157
22 2.9557 1.3046 0.7754 2.8989 3.0102 0.8534 1.0647 1.6358 -0.8230 0.1028 2.1770 0.5147 1.0082 -1.0130 0.0185 0.0009 16.4521
23 3.1005 1.2149 0.7337 2.8243 3.1416 0.6880 0.9477 1.2204 -0.8210 0.1765 2.1790 0.5777 0.9936 -1.0130 0.0260 0.0009 19.4711
24 3.0487 1.5095 1.0744 2.7350 3.1416 0.8247 0.9775 1.4767 -0.4530 0.2309 2.5470 0.6334 0.9966 -1.0130 0.0229 0.0010 22.8623
25 2.9153 1.2049 0.6722 2.8521 2.9559 0.8738 0.9582 1.3744 -1.1930 0.1996 1.8070 0.4269 0.8805 -1.0130 0.0129 0.0009 26.0603
26 2.8129 1.1101 0.5342 2.8682 2.8396 0.9639 0.9104 1.3015 -0.8440 0.1725 2.1560 0.4777 0.8997 -1.1930 0.0200 0.0009 28.6264
27 2.8667 1.1644 0.6921 2.8175 2.9384 0.7661 0.9784 1.3960 -1.0200 0.1516 1.9800 0.3732 0.8280 -1.1930 0.0112 0.0010 32.5382
28 2.9793 1.1478 0.6184 2.8325 3.0754 0.9731 0.9718 1.4060 -0.8550 0.1909 2.1450 0.4222 0.8318 -1.1930 0.0265 0.0010 37.2513
29 2.9318 1.3168 0.6865 2.9916 2.8275 0.7769 0.9463 1.3270 -1.3950 0.1655 1.6050 0.4541 0.8509 -1.1930 0.0083 0.0009 40.4956
30 2.9554 1.3843 0.6753 3.0953 2.7548 0.7412 0.9357 1.2943 -1.3260 0.1284 1.6740 0.4332 0.8826 -1.3950 0.0089 0.0006 43.5837
31 2.9456 1.3477 0.6930 3.1352 2.7539 0.7064 0.8520 1.3256 -1.1910 0.1111 1.8090 0.4607 0.8700 -1.3950 0.0154 0.0010 47.5549
32 2.9545 1.4139 0.6431 3.0239 2.7555 0.7695 1.0654 1.2555 -1.2820 0.1252 1.7180 0.4676 0.8725 -1.3950 0.0055 0.0007 50.6760
