0 1.7657 2.6120 -0.4390 0.2954 2.5610 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
1 2.0202 2.8564 -0.5700 0.2245 2.4300 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
2 2.5795 1.2636 0.3150 0.0649 3.3150 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
3 0.4760 2.2021 -0.4520 0.0517 2.5480 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
4 1.5621 2.5878 -0.3140 0.2854 2.6860 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
5 1.4531 2.2866 0.1860 0.0761 3.1860 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
6 0.5376 2.3992 -0.8220 0.1106 2.1780 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
7 2.7320 2.5641 -1.3300 0.1600 1.6700 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
8 2.4584 2.1420 -0.1170 0.0250 2.8830 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
9 0.6192 1.1021 0.4490 0.0330 3.4490 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
10 0.9534 0.9882 -0.0070 0.0090 2.9930 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
11 1.8782 1.2034 -0.4090 0.0057 2.5910 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
12 2.1029 2.8104 -0.5750 0.2258 2.4250 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
13 3.1211 0.1117 -0.0350 0.0600 2.9650 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
14 1.9543 1.8621 0.3920 0.0289 3.3920 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
15 1.4147 2.3353 -0.0330 0.1093 2.9670 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
16 2.7775 0.8454 1.5720 0.0141 4.5720 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
17 2.0337 0.5811 0.5910 0.0447 3.5910 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
18 1.4390 1.1777 -0.4320 0.0022 2.5680 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
19 2.5940 2.8692 -1.0520 0.1520 1.9480 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
20 2.7472 1.6884 0.0220 0.0483 3.0220 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
21 2.2600 2.0792 0.1660 0.0101 3.1660 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
22 1.7461 0.5143 0.4520 0.0938 3.4520 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
23 0.9186 3.0091 -0.2860 0.1093 2.7140 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
24 1.9103 0.4501 0.6440 0.0566 3.6440 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
25 1.1824 0.5067 0.5740 0.0565 3.5740 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
26 0.4811 1.2577 0.4010 0.0685 3.4010 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
27 0.9877 0.1571 0.2930 0.0333 3.2930 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
28 1.6071 2.9248 -0.4520 0.2258 2.5480 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
29 1.5069 1.3165 -0.3850 0.0095 2.6150 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
30 1.2604 0.9102 -0.2700 0.0497 2.7300 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
31 1.0948 0.6913 0.4200 0.0416 3.4200 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
32 1.4055 2.8845 -0.2430 0.2489 2.7570 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
33 1.2124 2.7768 -0.4900 0.2814 2.5100 0.2577 1.8761 0.0000 0.0000 0.0000 0.0000
