0.000000000000000000e+00 3.014482610253048644e+00 5.269440723711195096e-01 1.718306996435473577e-01 3.137427659861109497e+00 6.604245351669344455e-01 4.667919335569684636e-01 -2.740000000000000213e-01 1.157766893541282704e-01 2.725999999999999979e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
1.000000000000000000e+00 2.081358059673316774e+00 1.151310798681540293e+00 2.805651603476810418e+00 8.048632134736013466e-01 3.018362715311653233e+00 1.071642365320798485e+00 7.449999999999999956e-01 1.249881812216964948e-02 3.745000000000000107e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
2.000000000000000000e+00 1.928429968734447275e+00 2.935030809874449531e+00 2.184282902277199234e+00 2.909972844370916523e+00 2.253797323449334478e+00 2.473357641248211392e-01 -5.699999999999998124e-02 2.866865452527192493e-02 2.943000000000000060e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
3.000000000000000000e+00 2.780760564991135997e+00 1.893188641348214851e+00 1.044965669696626520e+00 6.783065672593924234e-01 2.684771222720109485e+00 1.872712866487197481e+00 -1.260000000000000009e-01 3.786033163532796092e-02 2.874000000000000110e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
4.000000000000000000e+00 2.952980162836424505e+00 2.454047147140666851e+00 3.023554674061388337e+00 1.822493208079448923e+00 2.224203622597874297e+00 1.962442066709489508e+00 -4.180000000000000382e-01 1.196713020341710725e-02 2.581999999999999851e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
5.000000000000000000e+00 8.859807244173688590e-01 3.009943473869693520e+00 1.050413672668716103e+00 2.475817199247000389e+00 3.003608790207400681e+00 2.079699786575887277e+00 3.939999999999999059e-01 7.334668195098220655e-02 3.394000000000000128e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
6.000000000000000000e+00 5.325856183120165621e-01 2.610001213698216915e+00 2.130265413465747493e+00 6.627809307836233232e-01 2.494185666682937064e-01 1.717569376064796316e+00 4.880000000000000449e-01 7.420173534200000254e-02 3.487999999999999989e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
7.000000000000000000e+00 1.981349570630282497e-01 2.913719261198887356e+00 1.639896575793027722e+00 1.673451304088303004e+00 1.345356151137021117e+00 2.110492239041614315e+00 1.776000000000000467e+00 1.620421519845595057e-02 4.776000000000000689e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
8.000000000000000000e+00 2.887508817030905561e+00 1.034700588497172724e+00 1.236881856999401119e+00 1.872013222488282169e+00 1.004321810997933051e+00 1.911677479832201598e+00 5.519999999999999352e-01 9.582976836094776740e-02 3.552000000000000046e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
9.000000000000000000e+00 1.751951367840658857e+00 1.418444769538218742e+00 2.147714896856228961e+00 1.706693074058705850e+00 3.679930761420715513e-01 3.130898866494555843e+00 -3.349999999999999645e-01 1.712800096693852525e-01 2.665000000000000036e+00 1.691179247633196048e-01 1.691179247633196048e-01 1.100000000000000006e-01
1.000000000000000000e+01 1.774429715780402983e+00 1.377099457953180783e+00 2.241602787066962144e+00 1.709673362884861492e+00 3.058726399759386649e-01 3.141592653589793116e+00 -4.880000000000000449e-01 2.095443585184582069e-01 2.512000000000000011e+00 1.691179247633196048e-01 9.857513494279999781e-04 5.692590477809720939e-07
1.100000000000000000e+01 3.047105466611589097e+00 2.551736004795905011e+00 3.023248495361328114e+00 1.891248936372889711e+00 2.188837965672413954e+00 2.008867265387547452e+00 -2.530000000000000027e-01 6.310848450622674570e-03 2.746999999999999886e+00 2.516825486743872187e-01 9.028755020430481162e-04 9.538933872762211811e-07
1.200000000000000000e+01 1.814533011398765217e+00 1.308916723391744918e+00 2.394082851408145807e+00 1.714324717530756548e+00 2.055176368627555095e-01 3.141592653589793116e+00 -5.349999999999999201e-01 2.659244285244007355e-01 2.464999999999999858e+00 2.749915756658375399e-01 7.902572513024123035e-04 5.199313621539255579e-06
1.300000000000000000e+01 2.807682014543724680e+00 2.287005960753311307e+00 3.067271774008786256e+00 1.706980603014014441e+00 2.278541741951027877e+00 1.908010700953839844e+00 -2.170000000000000262e-01 1.966333432675166845e-02 2.782999999999999918e+00 3.253990623283036232e-01 8.390850999649257080e-04 2.489638675719383450e-06
1.400000000000000000e+01 2.951881555132267021e+00 2.516964549203018819e+00 2.753415692595267750e+00 1.823418685718241949e+00 2.320661790365229571e+00 1.778475798455991130e+00 -1.153000000000000025e+00 6.445405737518011824e-02 1.846999999999999975e+00 3.280201125654556016e-01 8.849353479457296254e-04 1.615733640010356988e-06
1.500000000000000000e+01 2.953147058959936011e+00 2.553256851115969894e+00 2.615877788015616101e+00 1.826273282330802106e+00 2.368200168507704539e+00 1.686273744043033540e+00 -1.371000000000000218e+00 1.301310232399618405e-01 1.628999999999999782e+00 2.556955656889783324e-01 9.498965496506784744e-04 5.175672726994226744e-06
1.600000000000000000e+01 2.969442329653767310e+00 2.590293227271724952e+00 2.519811488503991725e+00 1.831574942511330573e+00 2.407943965070614478e+00 1.618946283016985399e+00 -1.455000000000000293e+00 1.924357298063214816e-01 1.544999999999999707e+00 3.135976169582503914e-01 8.685075403684776362e-04 3.498502410392852294e-06
1.700000000000000000e+01 2.989950832035567441e+00 2.615170719612589068e+00 2.476551511405277406e+00 1.834918864055848253e+00 2.433243133726397112e+00 1.585059630862761360e+00 -1.489000000000000101e+00 2.186510651330206279e-01 1.510999999999999899e+00 3.589772438067073135e-01 8.421797193828196729e-04 5.763430222884035897e-06
1.800000000000000000e+01 3.016464607716302204e+00 2.639412032592247659e+00 2.446453556939357288e+00 1.837022496660280391e+00 2.458648190737514394e+00 1.557858519023445742e+00 -1.443000000000000060e+00 2.300531888334925446e-01 1.556999999999999940e+00 3.929549166918389624e-01 9.791766793775761191e-04 8.522499869502841516e-06
1.900000000000000000e+01 2.989548279208781523e+00 2.645014109329606011e+00 2.443399926951355994e+00 1.817540873719332373e+00 2.387021223673233550e+00 1.551112963822330437e+00 -1.532999999999999696e+00 2.434650191908024341e-01 1.467000000000000304e+00 4.129356958590826854e-01 9.388721007391420638e-04 2.017700635587730376e-06
2.000000000000000000e+01 3.002086177539872835e+00 2.686520448893460422e+00 2.411243211664630515e+00 1.789847954380744399e+00 2.334863235969558470e+00 1.508035590991305019e+00 -1.526000000000000467e+00 2.530379643394088385e-01 1.473999999999999533e+00 4.425433302077120268e-01 9.789051893295520022e-04 1.016749642007923887e-05
2.100000000000000000e+01 3.021051004807348672e+00 2.705107929076440598e+00 2.401531055512352797e+00 1.779593256737954876e+00 2.334361735243712488e+00 1.491445574281982767e+00 -1.427999999999999936e+00 2.436392495991690499e-01 1.572000000000000064e+00 4.702674535802734423e-01 9.341498422225260993e-04 8.833330411101490722e-06
2.200000000000000000e+01 2.951484742005455963e+00 2.642681551261095496e+00 2.371531992521820342e+00 1.888053534756398255e+00 2.364442482923456268e+00 1.554210143792110976e+00 -1.608000000000000096e+00 2.928530569546601847e-01 1.391999999999999904e+00 4.831787496947161920e-01 9.004494524742297397e-04 9.015802257177105451e-06
2.300000000000000000e+01 2.927505449616578215e+00 2.639987450011321624e+00 2.299747290339881012e+00 1.970563979605812088e+00 2.355368786994052943e+00 1.565834991417001998e+00 -1.524999999999999911e+00 3.179368503449744310e-01 1.475000000000000089e+00 5.054947845214333713e-01 9.723143685105355106e-04 9.460369766535935428e-06
2.400000000000000000e+01 2.999758012898017245e+00 2.572999384725143557e+00 2.345608036198308710e+00 1.992147071158041793e+00 2.348829344936142594e+00 1.465412203088674037e+00 -1.456999999999999851e+00 3.064750310738937333e-01 1.543000000000000149e+00 5.286938394752800363e-01 8.814248497289776203e-04 7.075380141186367485e-06
2.500000000000000000e+01 2.897011916543406951e+00 2.745235402571242211e+00 2.282453338564458534e+00 1.881200314085050840e+00 2.424405524702402115e+00 1.635267035200641317e+00 -1.512000000000000233e+00 2.902188467104649394e-01 1.487999999999999767e+00 5.517312806153175098e-01 7.963332134111411695e-04 6.258894567719915961e-06
2.600000000000000000e+01 3.023107420729147510e+00 2.625266833119206833e+00 2.231376993279152732e+00 1.851158865773234741e+00 2.372841320298909817e+00 1.661429615925784420e+00 -1.076000000000000290e+00 2.051331514571214931e-01 1.923999999999999710e+00 5.737342963588603073e-01 9.854784993062032893e-04 1.344852736539181131e-05
2.700000000000000000e+01 2.734540724650032839e+00 2.880817131738921955e+00 2.539264459403274721e+00 2.004949222199521763e+00 2.448167225632261967e+00 1.378701518510496493e+00 -1.065999999999999837e+00 3.263738092920816514e-01 1.934000000000000163e+00 5.025699846277236205e-01 9.154598397251728376e-04 3.913445026975909165e-06
2.800000000000000000e+01 2.878004773487635504e+00 2.661913523303167661e+00 2.419140010494377879e+00 1.901867188400828690e+00 2.349313749135812479e+00 1.537629584284145423e+00 -1.704000000000000181e+00 3.323284660565111182e-01 1.295999999999999819e+00 4.345984970584176321e-01 9.804276465528653610e-04 2.958887234400483761e-05
2.900000000000000000e+01 2.819140948995521256e+00 2.640044054135366025e+00 2.422475374084886557e+00 1.886256773561970634e+00 2.315946636473916076e+00 1.532861750248196708e+00 -1.801000000000000156e+00 3.462475414321034006e-01 1.198999999999999844e+00 4.308599795116062614e-01 9.840850925552590243e-04 4.784743533742760350e-05
3.000000000000000000e+01 2.761068618103161842e+00 2.610301548759239143e+00 2.412314526465536346e+00 1.860510438987208914e+00 2.286125001024500225e+00 1.519684119935476252e+00 -1.824000000000000066e+00 3.533057808094642316e-01 1.175999999999999934e+00 4.332400139871704359e-01 7.231592823171605544e-04 2.527850466536327864e-05
3.100000000000000000e+01 2.740837751845283332e+00 2.597988330649221744e+00 2.405585048734038889e+00 1.849025955712938707e+00 2.276341055783132727e+00 1.511453252800811331e+00 -1.792000000000000259e+00 3.537543690819361375e-01 1.207999999999999741e+00 4.455191342685063671e-01 9.690506567807224188e-04 3.515007072665766503e-05
3.200000000000000000e+01 2.737341381846706945e+00 2.593045069565529381e+00 2.402935521210355141e+00 1.844632896747496087e+00 2.278136324918412559e+00 1.505957684807703867e+00 -1.807999999999999829e+00 3.547390029986374205e-01 1.192000000000000171e+00 4.554464568595067431e-01 9.221343820605881541e-04 1.334620932680943862e-05
3.300000000000000000e+01 2.740293380439061455e+00 2.605076905534055243e+00 2.411112349536229882e+00 1.857036221662992759e+00 2.242576198242682395e+00 1.517319298934193705e+00 -1.770000000000000018e+00 3.512014310681909612e-01 1.229999999999999982e+00 4.641312502713708654e-01 7.873146804347568289e-04 2.533531046110605283e-05
3.400000000000000000e+01 2.739857422682999033e+00 2.583747018989483557e+00 2.396978218914370018e+00 1.837613430794124980e+00 2.323158139896150942e+00 1.497905877036140421e+00 -1.758000000000000007e+00 3.586269658305599184e-01 1.241999999999999993e+00 4.727569435502343986e-01 9.232391775120778058e-04 4.796154332463772586e-05
3.500000000000000000e+01 2.745733288673619654e+00 2.620516948756500319e+00 2.418979913227650158e+00 1.872998260298724071e+00 2.222199794354404734e+00 1.535280876027433683e+00 -1.777999999999999803e+00 3.459628956660095178e-01 1.222000000000000197e+00 4.823097055220031959e-01 8.945231750654957783e-04 1.464352965077296611e-05
3.600000000000000000e+01 2.765006976613606504e+00 2.570684378212361842e+00 2.426206069277184518e+00 1.856120957786375758e+00 2.236242908302720434e+00 1.462478147167118214e+00 -1.818000000000000282e+00 3.562462209306335725e-01 1.181999999999999718e+00 4.911954331994640155e-01 7.975622652633707630e-04 2.125856476054618899e-05
