0.000000000000000000e+00 1.017579390096057024e+00 -7.019659997045075706e-01 2.052665463172745319e+01 -2.111665544151932039e+01 1.655284515008454349e+01
1.000000000000000000e+00 1.143792888758792259e+00 -8.405368049417938359e-01 1.754685307434017005e+01 -1.409997381217834800e+01 -3.982461421496570342e+00
2.000000000000000000e+00 1.293515817808879476e+00 -8.491656517286795269e-01 1.579634701023999810e+01 -1.000926575079967051e+01 -7.000153407386982884e+00
3.000000000000000000e+00 1.686895549568220964e+00 -7.925037040955255074e-01 1.300954127639016633e+01 -2.506450620693883025e+00 -8.001769401057128306e+00
4.000000000000000000e+00 1.889061887492192504e+00 -7.151946876146189069e-01 1.219330038475713707e+01 -3.978877889047396366e-01 -5.961576361059490736e+00
5.000000000000000000e+00 2.052434376826519635e+00 -6.187126588405836847e-01 1.177377509235412845e+01 1.612034992241149212e-01 -2.544378639018381350e+00
6.000000000000000000e+00 2.123255443396096176e+00 -5.661680976608254312e-01 1.170342505444277492e+01 -2.174729639847328144e-03 -3.728265377302790173e-01
7.000000000000000000e+00 2.138363235911228344e+00 -5.559393272510381179e-01 1.170139431265289431e+01 -2.819771554487715548e-02 1.954440187826899170e-02
8.000000000000000000e+00 2.140592371386001780e+00 -5.552152705776078889e-01 1.170136225855179646e+01 -1.296925939240622938e-02 1.862702903529621021e-02
9.000000000000000000e+00 2.141613032655180771e+00 -5.550845888475258727e-01 1.170135653253835528e+01 -1.042503915272163795e-03 3.164392097281331674e-03
1.000000000000000000e+01 2.141620768965347477e+00 -5.551206917488574755e-01 1.170135646633157478e+01 -3.499003665297095722e-05 2.724344899779662958e-04
1.100000000000000000e+01 2.141612910345993548e+00 -5.551269242182781394e-01 1.170135646560900966e+01 2.431951287462652544e-06 5.321071988575405151e-07
