0 2838 1409 1529 1159 2219 1783  854 2158 2665  945  963  246 -1.4141 4.8430 0.1077 0.0078 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1  578 1535 1871 2466 1151  481 1288 1170 2346 2187  576  134 -0.8359 9.7603 0.0908 0.0391 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2  167 1206  965 2048 1949 2611 2175  906   57  179 1972 1498 -1.4531 5.3994 0.1717 0.0078 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2216  393 2949 2407 1708 2024 1734 1514 1668 1541 1881 2629 -1.6094 5.5785 0.2115 0.0703 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4  990 2123  226  677 2494 1192  303 2396  548 2961 2552 1263 -0.7812 9.9360 0.1835 0.0156 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 2455 1912 2243  393 1293  701 2024 1264  743  610 1393  406 -1.9297 2.6801 0.0642 0.0000 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6  255  928 1696 1576 2826  328 1933 1756  468 2514  719 2311 -1.6641 4.5870 0.0924 0.0234 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7  418  202 2633  220 1991 1906  680 2652 1521 1932 2356 1659 -0.6172 9.6082 0.1141 0.0156 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1125 2268 1252  894  663 1333 2952  991 1732  719  811  993 -1.3828 5.0728 0.2270 0.0078 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2673 2445 2055 1466 2385  171 1381  754 1242  359 2122  705 -1.5156 5.9683 0.2263 0.0000 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1378  601  394 1734  466 1613  639  490 1154 1775 2972 2705 -1.3047 2.8277 0.1054 0.0000 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11 1663 2595 2726 2200  832  818 1034  274 2429 1517 1743 2876 -1.1562 8.8100 0.3141 0.1094 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1776   93  886 1318 1454  532 2433 2786 2746 1344  290  627 -1.8125 2.1693 0.1238 0.0156 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13  917  716  130 2872  963  955   78  110  923 2389 2614 2554 -2.0703 5.7352 0.0424 0.1406 1.2500 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14 1875 2879 1421  107 1589 1398  358 1845 2188 1175 1530 1777 -0.9922 13.8818 0.2042 0.0547 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15  729 1738 1126  974  186 2743 1170 1624 1894 2664  155 1854 -1.1953 8.6781 0.1421 0.1250 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16 1242 1006 2331 2580 2878 2944 2389  619 2023 2012 1199  819 -1.8047 3.1033 0.1225 0.0625 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17 2081 1311  596 1935 2681 2124 2633 2527 1028  934 1333 2201 -1.8125 4.5000 0.0519 0.1562 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 2338 2018  739  528  499 2286 1530 2975  236 2840  357 1995 -1.4688 3.6368 0.0782 0.0000 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 2893 2709 2478 2710  311 2451 2819 2007 2946  272 2841 1195 -1.5000 5.7953 0.1421 0.0078 0.0000 0.0544 0.9116 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 2095 1370  596 2010 2663 2117 2671 2513 1029  943 1345 2231 -1.8750 3.1181 0.0297 0.0938 0.0000 0.0544 0.9116 0.0000 0.0381 600.0000 59.8996 0.5359 1.8761 62.3116 
21 2131 1487  774 2343 2574 2056 2828 2337 1081 1027 1355 2267 -2.1484 2.2376 0.0218 0.0703 0.0000 0.2847 0.9059 0.0000 0.0094 76.0000 7.7487 0.5506 1.8542 10.1535 
22 2159 1517  865 2505 2547 2027 2920 2251 1103 1063 1346 2276 -1.4297 6.9084 0.0655 0.0547 0.0000 0.4297 0.9034 0.0002 0.0099 63.0000 6.5472 0.5510 1.8950 8.9932 
23 2124 1476  751 2300 2582 2063 2805 2359 1075 1017 1356 2263 -1.4844 11.1809 0.0149 0.1172 0.0000 0.0923 0.9169 0.0009 0.0049 65.0000 6.8121 0.4262 1.7494 8.9877 
24 2430 1382 2486 2132   78  164 2640 1721 1164  415 1028 1299 -1.7891 5.4906 0.0746 0.0859 0.0000 0.0100 0.9117 0.0000 1.2583 600.0000 66.8160 0.4461 1.2491 68.5112 
25 2306 1107 2543 1976 2417  164 1788 1759 1144 1174 1137 2904 -1.8047 1.9379 0.0804 0.0078 0.0000 0.0100 0.9122 0.0000 1.2497 600.0000 67.9375 0.3985 1.6236 69.9596 
26 2123 1107  738 2351 2618  633 1562 2125  946 1174  302 1215 -1.8984 4.2967 0.0855 0.0703 0.0000 0.0100 0.9126 0.0000 1.2021 600.0000 61.7994 0.3861 1.4279 63.6134 
27 1858 1107  149 1976 2618  633 2422 2125  946 1174  750 2581 -1.7031 9.1868 0.2192 0.0469 0.0000 0.0100 0.9131 0.0000 1.1969 600.0000 61.0364 0.4690 1.5074 63.0129 
28   78 1299 1361   88 2367  596 1097 1153 2425 1549 1865 2004 -1.4688 8.6919 0.1673 0.0156 0.0000 0.0100 0.9133 0.0000 1.2628 600.0000 60.3899 0.3297 1.2238 61.9435 
29  571  888  585 2341 2396  596 1883 1617 2247  238 2822 2225 -1.5781 6.1198 0.1334 0.1094 0.0000 0.0100 0.9132 0.0000 1.2398 600.0000 60.1457 0.3935 1.3557 61.8949 
30 1913  897 1501   78  711  627 1679 1181 2377 1039 1557 1299 -1.4922 4.8188 0.1010 0.0078 0.0000 0.0100 0.9133 0.0000 1.1479 600.0000 60.1848 0.4200 1.1393 61.7441 
31 2008  897 1242  783 2219  627 2376 1219 1610  366 2822 2581 -1.1016 4.7849 0.0721 0.0547 0.0000 0.0100 0.9132 0.0000 1.0876 600.0000 59.1930 0.4466 1.5372 61.1768 
32 1967  832 1632 1200  521 1268 2238 2558 1051  559  718  913 -1.2266 4.8065 0.0995 0.0234 0.0000 0.0100 0.9128 0.0000 0.8477 600.0000 60.4425 0.4109 1.1238 61.9771 
