0  912 1893 2261 2714 2759 1908 2537  608   96 1525 1787 1809 2447 1058 -1.2969 5.0923 0.1235 0.0234 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
1  617 1152 1489 2535 2395 2689  474 2161 1658  213 2497 2993  999 2244 -1.4766 8.4561 0.0594 0.0391 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
2 2088  686 2797 1006 2131  280   70 1586 1416 1676 1366  592  176  393 -2.1875 4.6575 0.0972 0.4141 4.6364 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
3 2489 2928 1638 2618  982 2134  927 2009  421 1169 2995 2602 1678 2286 -1.5703 3.8218 0.1379 0.0078 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
4  190  891 2379  493 1993 1665 2126 1108  294  985 2667 1164 2928 1904 -1.5781 12.9860 0.1165 0.0625 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
5 1299 2101  552 1530  155 1344 2113 1281  991  889 2403  154  708 1691 -1.2656 3.4564 0.0960 0.0625 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
6 2573 1689  876 2915 1447 2306 2284  963 2060 1998 1562 1871 1201 2414 -1.2734 5.8853 0.2601 0.1328 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
7 1587  173 2947 1319  431  609 1122  813 2858  378  821 2162  506  651 -1.5703 8.4517 0.0406 0.0312 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
8 1875  958  939  139 1759 2837 2983 2656  649 2222  110  297  901 1994 -1.7891 6.2780 0.0513 0.2109 1.2143 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
9 2232 2416 1365  251 2665  435 2796 2355 1348 2884  751 1464 1307 2948 -2.3516 4.4502 0.0335 0.2031 1.7000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
10 1154 1623   86  453  251 1163 1527  424 1844 1959 1955 2304  429  125 -1.4219 4.8127 0.0779 0.1172 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
11  430  328  468  790 1888 2994 2613  177  858 2583 2251 2431 2014  615 -1.4531 7.6828 0.1864 0.1250 1.8571 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
12 1693 1353 1811  685  747 1040  761 2719 1768   65 2767 1564 2665 2654 -2.2344 1.4092 0.1746 0.0312 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
13 1488 1519 2424 1486 1093 2469 1518 1831 1088 2489  970 2762 1500 1096 -1.6484 2.1668 0.0796 0.0781 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
14  770 2575 1832 1724 2518  906  573  735 2308 2743  389  442 1905 1235 -1.1094 7.4053 0.1146 0.0078 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
15 2854  346 1980 2361 2855  698 1963 1523 2436 1403 1163  910 1538  889 -1.5000 9.6850 0.1508 0.1094 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
16  950 2408 1156 1923 1595 1699 1688 2965 2201  606  338  732 2173 1518 -1.6016 3.0605 0.1349 0.0000 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
17  211 2181  723 2065 1290 1980 1236 1766 2571 1254 2069 2110 2757  208 -1.5391 3.4000 0.1351 0.0781 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
18 2276  606 2606 2238  633   80  338 2422 2732  734 1429  943  210 2787 -1.9375 1.1614 0.3380 0.0625 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
19 2827 2815  333 1088  907 1385  971  250  612 2395  565 1239 2385 1578 -1.9766 4.1805 0.1563 0.0078 0.0000 0.3279 0.9114 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
20 1814 1256 1948  648  738  862  646 2814 1863   88 2671 1521 2564 2738 -2.0000 2.6614 0.1566 0.0312 0.0000 0.3279 0.9114 0.0000 0.0100 105.0000 13.3792 0.6399 2.0100 16.0291 
21 1567 1456 1664  698  748 1227  875 2636 1668   50 2887 1616 2807 2579 -1.8438 3.6289 0.1676 0.0234 0.0000 0.3355 0.8725 0.0001 0.0097 76.0000 8.9673 0.5374 1.6811 11.1858 
22 1695 1342 1832  789  781 1028  781 2655 1774   50 2681 1533 2510 2604 -1.8125 1.8386 0.1686 0.0469 0.0000 0.1821 0.8660 0.0001 0.0098 138.0000 16.4056 0.5180 1.7576 18.6813 
23 2958 2888  283  967  743 1428  898  201  496 2392  506 1252 2581 1635 -1.8438 3.5502 0.1622 0.0469 0.0000 0.1228 0.8832 0.0000 0.1442 700.0000 81.8451 0.3609 1.4996 83.7056 
24 2045  684 2841  998 2078  198   51 1686 1360 1678 1399  558   55  379 -2.1484 4.4109 0.0885 0.3984 2.7857 0.1407 0.8860 0.0000 0.0603 700.0000 83.5904 0.5101 1.6010 85.7014 
25 2207  637 2881  831 2138  310   50 1529 1336 1665 1409  540  114  441 -1.9922 4.7480 0.1861 0.2812 2.1111 0.1820 0.8587 0.0001 0.0868 700.0000 76.6520 0.4906 1.0947 78.2373 
26 1948  737 2718 1192 2109  225   82 1674 1487 1688 1328  639  210  336 -1.8281 10.3324 0.0551 0.3750 5.2222 0.1930 0.8525 0.0000 0.0091 105.0000 11.0151 0.4561 1.2606 12.7318 
27 2097  733 2859  980 2108  264  262 1650 1369 1693 1422  553   98  466 -2.0859 7.0713 0.1082 0.4062 6.5556 0.1471 0.8492 0.0000 0.0099 267.0000 27.9958 0.4022 0.9096 29.3076 
28 2211  832 2926 1049 2113  172   54 1562 1320 1639 1329  587   51  328 -2.0469 4.0293 0.0097 0.3828 2.5000 0.1634 0.8424 0.0001 0.0477 700.0000 70.7879 0.3056 1.3365 72.4300 
29 2463 2420 1413   50 2644  259 2766 2589 1218 2938  690 1511 1291 3000 -2.0078 13.8188 0.0810 0.2891 1.5600 0.8708 0.9755 0.0001 0.0089 88.0000 9.1333 0.4773 1.4673 11.0780 
30 2064  672 2936  914 2260  222   54 1697 1448 1824 1551  504   71  254 -2.2344 4.3226 0.1447 0.3672 4.7000 0.1824 0.8391 0.0000 0.0285 700.0000 72.1555 0.3702 0.9680 73.4937 
31 1968 2460 1277  335 2762  608 2953 2120 1500 2899  785 1412 1305 3000 -1.8984 6.0447 0.0623 0.2344 0.0000 0.6144 0.8684 0.0001 0.0095 81.0000 8.5475 0.3982 1.5510 10.4967 
32 2060  645 2920  882 2252  170   84 1745 1361 1797 1438  407  169  235 -2.2188 3.5108 0.1365 0.3047 3.7333 0.1785 0.8350 0.0000 0.0115 700.0000 70.0365 0.4182 1.2142 71.6688 
33 2254 2398 1381  285 2636  428 2747 2365 1334 2860  758 1467 1312 2911 -2.2734 5.8065 0.0369 0.3047 1.6842 0.1935 0.8353 0.0007 0.0097 75.0000 7.6707 0.5018 1.5429 9.7154 
34 2029  602 2959  855 2261  175   50 1847 1273 1849 1606  529   50  230 -1.6484 13.1904 0.1617 0.3672 2.9167 0.2040 0.8332 0.0000 0.0132 700.0000 70.7282 0.2651 1.1935 72.1867 
35 2242 2422 1363  224 2673  424 2810 2369 1343 2896  744 1466 1304 2964 -2.0625 5.0984 0.0307 0.2969 1.1304 0.1359 0.8343 0.0009 0.0093 75.0000 8.0462 0.4536 1.6785 10.1783 
36 2214 2390 1380  348 2627  463 2731 2321 1354 2837  775 1462 1319 2884 -1.9375 4.0433 0.0296 0.3281 2.2105 0.1325 0.8366 0.0008 0.0097 63.0000 6.7343 0.4014 1.7252 8.8609 
37 2315  639 2625 2102  751  139  282 2431 2506  831 1390  839  224 2485 -1.6328 1.8720 0.2982 0.0234 0.0000 0.1029 0.8199 0.0000 0.1592 700.0000 72.3754 0.5081 1.5031 74.3867 
38 2080  689 2899  936 2220  217   77 1653 1446 1768 1442  467  131  285 -2.2891 5.8292 0.1282 0.3359 3.3077 0.0998 0.8111 0.0009 0.0061 89.0000 9.1267 0.3543 1.0141 10.4951 
39 2326 2386 1381  209 2625  378 2723 2413 1311 2871  738 1448 1297 2903 -1.9219 5.4742 0.0495 0.3594 3.9167 0.1131 0.8089 0.0004 0.0091 89.0000 9.4492 0.3919 1.3538 11.1949 
40 2215 2433 1393  309 2665  442 2809 2379 1324 2880  762 1522 1329 2974 -2.2109 2.7662 0.0320 0.1562 1.7059 0.0911 0.8043 0.0009 0.0079 102.0000 10.8818 0.4003 1.4762 12.7583 
41 2683 2734  387 1220 1086 1337 1051  303  739 2398  629 1224 2170 1515 -1.8906 3.1533 0.0761 0.0078 0.0000 0.1008 0.8141 0.0000 0.0100 182.0000 19.1955 0.3082 1.3791 20.8827 
