0.000000000000000000e+00 1.339926408816779935e+00 -3.271988757812163140e-01 4.408117048878602873e+01 -1.498391188729203805e+01 2.700246507650152950e+01
1.000000000000000000e+00 1.498665940248246731e+00 -8.418382022540744636e-01 4.037931287239291578e+01 -4.240745194256092532e+00 -1.196538627920684839e+01
2.000000000000000000e+00 1.532479012763416026e+00 -6.917672154882196223e-01 3.897387047762008194e+01 -4.523996917473183998e+00 -4.681983632444628007e+00
3.000000000000000000e+00 1.621055946968515959e+00 -5.708498707339988432e-01 3.835571663508042661e+01 -4.626309973244943308e+00 1.108004774854177699e+00
4.000000000000000000e+00 1.740486431302243675e+00 -5.211042345935963382e-01 3.794449471868885126e+01 -3.697751541971271649e+00 2.229415075288823544e+00
5.000000000000000000e+00 2.028265064298840237e+00 -4.644779396254139492e-01 3.736611365042453770e+01 -1.032521221071675654e+00 7.463256818728669639e-01
6.000000000000000000e+00 2.134003002896539769e+00 -4.463131055947170411e-01 3.731009124558646306e+01 -1.659241286837982443e-01 -1.403754510506641240e-02
7.000000000000000000e+00 2.160907681623112531e+00 -4.390586104367573683e-01 3.730754003834114485e+01 2.000844557954906122e-03 -8.474252743635049545e-02
8.000000000000000000e+00 2.165275763653779606e+00 -4.366177939980755429e-01 3.730741700272504602e+01 9.039831156002264834e-03 -3.590543337674406699e-02
9.000000000000000000e+00 2.165971264227566362e+00 -4.357320691283576020e-01 3.730740318801515087e+01 2.323520913904530971e-03 -4.209470503021839338e-03
1.000000000000000000e+01 2.165826068534560278e+00 -4.356961893770932570e-01 3.730740292194747099e+01 2.527824687490465294e-04 -1.956479421872658886e-04
1.100000000000000000e+01 2.165791236410487208e+00 -4.357032662951141888e-01 3.730740291814517207e+01 2.891636796675811638e-06 1.179771756298908514e-05
