0.000000000000000000e+00 4.605170185988091802e+00 4.605170185988091802e+00 1.556567151486400746e+02
1.000000000000000000e+00 4.605170185988091802e+00 1.621823288872958013e+00 3.391367284349928468e+01
2.000000000000000000e+00 4.605170185988091802e+00 1.061863791417412717e+00 3.131941031799496145e+01
3.000000000000000000e+00 4.536293444426352295e+00 1.087790474872023294e+00 3.113674574560861075e+01
4.000000000000000000e+00 4.082009250792079769e+00 1.070912758379687801e+00 3.037885663196929187e+01
5.000000000000000000e+00 3.137242902879676443e+00 8.542108978957592136e-01 2.914158859659620404e+01
6.000000000000000000e+00 2.257082924066150298e+00 5.498296566252447448e-01 2.821141125034775499e+01
7.000000000000000000e+00 1.991667195579064131e+00 3.012569108292512121e-01 2.743061964956766730e+01
8.000000000000000000e+00 2.403539011042546747e+00 2.247559641041495526e-01 2.712934772561299468e+01
9.000000000000000000e+00 2.201491830447216191e+00 1.808120139644188162e-01 2.705082727022530875e+01
1.000000000000000000e+01 2.199483851997646067e+00 1.867629222817086820e-01 2.705043902400944944e+01
1.100000000000000000e+01 2.199233320916513357e+00 1.866917946450994958e-01 2.705043893209759887e+01
1.200000000000000000e+01 2.199263840847811124e+00 1.867024929544205958e-01 2.705043893026542889e+01
