0.000000000000000000e+00 7.025716985648559065e-01 -1.167958029902324002e+00 1.059866530640424855e+02
1.000000000000000000e+00 1.159618706397801846e+00 -1.260515141271089323e+00 7.955512243423351038e+01
2.000000000000000000e+00 1.780986175497298651e+00 -1.197859154856917518e+00 6.201072791224314784e+01
3.000000000000000000e+00 2.182329741390185429e+00 -1.051933685695295217e+00 5.705882636613301884e+01
4.000000000000000000e+00 2.480017286673703580e+00 -9.579426195891524998e-01 5.562799948116682458e+01
5.000000000000000000e+00 2.624356412619867740e+00 -9.040181018808957081e-01 5.540951006808850110e+01
6.000000000000000000e+00 2.674101999974148658e+00 -8.974828406179972129e-01 5.539600232474064256e+01
7.000000000000000000e+00 2.678048761595663851e+00 -8.879726593361677578e-01 5.539423640855602571e+01
8.000000000000000000e+00 2.676832440903276655e+00 -8.896722565932078108e-01 5.539416301452279612e+01
9.000000000000000000e+00 2.676805171808402939e+00 -8.896706832498021411e-01 5.539416300657980230e+01
