-9.596699832859754906e+02 -8.611521339897534517e+02 -7.702879447954343277e+02 -6.870304627489746281e+02 -6.112022343193015104e+02 -5.425216893820613677e+02 -4.806288991016789964e+02 -4.251093592473133072e+02 -3.755149430317050019e+02 -3.313815960400703489e+02 -2.922436839860276336e+02 -2.576451462856817329e+02 -2.271477628533303914e+02 -2.003369234480861394e+02 -1.768253160660164554e+02 -1.562549401647360412e+02 -1.382978162517268288e+02 -1.226557166965768886e+02 -1.090591915451271348e+02 -9.726611292776104278e+01 -8.705991554458603332e+01 -7.824767029565791177e+01 -7.065809395385390701e+01 -6.413956972178597482e+01 -5.855823105320271083e+01 -5.379614354706413337e+01 -4.974960627696963655e+01 -4.632758386293399155e+01 -4.345027325853207145e+01 -4.104780403440973657e+01 -3.905906740191335302e+01 -3.743066693890757790e+01 -3.611598263324927416e+01 -3.507433919510186371e+01 -3.427026941109050284e+01 -3.367286347114498568e+01 -3.325519557966401862e+01 -3.299381968243557850e+01 -3.286832673832649476e+01 -3.286095659630382215e+01 -3.295625817329010232e+01 -3.314079224601990603e+01 -3.340287175713223178e+01 -3.373233508423187033e+01 -3.412034822645755128e+01 -3.455923232478139084e+01 -3.504231335025978922e+01 -3.556379117040854965e+01 -3.611862554019286620e+01 -3.670243686364691627e+01
-9.589908305042396250e+02 -8.605233390365729065e+02 -7.697096597023474942e+02 -6.865018961791569154e+02 -6.107218244715330684e+02 -5.420872779512360466e+02 -4.802378957978303333e+02 -4.247588897405046282e+02 -3.752019762628516446e+02 -3.311030493681220719e+02 -2.919965065366786803e+02 -2.574263821446873521e+02 -2.269545964939590590e+02 -2.001667101115102696e+02 -1.766755998423915628e+02 -1.561234623551284812e+02 -1.381825163105890510e+02 -1.225547277233634986e+02 -1.089708319547209783e+02 -9.718887560956835614e+01 -8.699245553440397316e+01 -7.818879173915757974e+01 -7.060673693662948835e+01 -6.409479737590498871e+01 -5.851921721978271052e+01 -5.376216117362366020e+01 -4.972001665214178701e+01 -4.630182673493236933e+01 -4.342785784340367883e+01 -4.102830089209538755e+01 -3.904210113956075645e+01 -3.741590968939679840e+01 -3.610314825062744859e+01 -3.506317810612421226e+01 -3.426056406220493500e+01 -3.366442431218479925e+01 -3.324785752859133225e+01 -3.298743901923794652e+01 -3.286277838027309173e+01 -3.285613171097626406e+01 -3.295206208995248431e+01 -3.313714262987485881e+01 -3.339969701475705932e+01 -3.372957297196357018e+01 -3.411794463668105237e+01 -3.455714022796932738e+01 -3.504049187322252834e+01 -3.556220479355369690e+01 -3.611724339868192146e+01 -3.670123213919292482e+01
-9.574922653197741056e+02 -8.591362775707887067e+02 -7.684343460354108402e+02 -6.853365018946448117e+02 -6.096628319371060343e+02 -5.411298648446407924e+02 -4.793762979520387830e+02 -4.239867268185523699e+02 -3.745125315318655908e+02 -3.304895003862475278e+02 -2.914521077018468986e+02 -2.569446028298842180e+02 -2.265292201028094894e+02 -1.997919000847025188e+02 -1.763459386876273527e+02 -1.558339693889754471e+02 -1.379286491730332784e+02 -1.223323719908565579e+02 -1.087762824282457359e+02 -9.701881214909636242e+01 -8.684391568220863178e+01 -7.805914183544265939e+01 -7.049364298336354295e+01 -6.399619654288857618e+01 -5.843329060126555419e+01 -5.368730818319611586e+01 -4.965483127707549471e+01 -4.624507574837044643e+01 -4.337846098474789613e+01 -4.098531296490786247e+01 -3.900469593592225692e+01 -3.738336562479037894e+01 -3.607483557995210077e+01 -3.503854758619335286e+01 -3.423913692658816643e+01 -3.364578342864545846e+01 -3.323163961626296725e+01 -3.297332781104789490e+01 -3.285049862522161845e+01 -3.284544392019442682e+01 -3.294275793963402776e+01 -3.312904094297124402e+01 -3.339264025159425842e+01 -3.372342416760365325e+01 -3.411258472987449153e+01 -3.455246573292298251e+01 -3.503641285115973858e+01 -3.555864308619916869e+01 -3.611413109040440617e+01 -3.669851021862592688e+01
-9.543772443887667123e+02 -8.562542364699127120e+02 -7.657855080970430208e+02 -6.829168112066424783e+02 -6.074647553120394150e+02 -5.391431930345672754e+02 -4.775888992031756857e+02 -4.223852213439465686e+02 -3.730828694581914533e+02 -3.292174371307915521e+02 -2.903235791889018174e+02 -2.559460085891705887e+02 -2.256476255208802684e+02 -1.990151704372522090e+02 -1.756628176022886691e+02 -1.552341135454923915e+02 -1.374026297170428563e+02 -1.218716515966933400e+02 -1.083731753847995662e+02 -9.666643337886722520e+01 -8.653612330163798561e+01 -7.779047675099107551e+01 -7.025926809469814316e+01 -6.379183737931007414e+01 -5.825517862991412699e+01 -5.353212757450241810e+01 -4.951966957132362523e+01 -4.612737861580742305e+01 -4.327599109167941549e+01 -4.089611283376066808e+01 -3.892705460519697880e+01 -3.731578886455971400e+01 -3.601601939165927035e+01 -3.498735470540219694e+01 -3.419457604897907999e+01 -3.360699088911346877e+01 -3.319786326560119250e+01 -3.294391285229529132e+01 -3.282487519080755334e+01 -3.282311619046072337e+01 -3.292329462242845750e+01 -3.311206695230742980e+01 -3.337782944056571921e+01 -3.371049298666148530e+01 -3.410128669615998120e+01 -3.454258660958321059e+01 -3.502776644750582591e+01 -3.555106760025944368e+01 -3.610748592496155140e+01 -3.669267321029970219e+01
-9.481561941879449478e+02 -8.505017007709110430e+02 -7.605011644872470242e+02 -6.780918714340881479e+02 -6.030835802102027401e+02 -5.351848970324057291e+02 -4.740288528146340354e+02 -4.191963909867319558e+02 -3.702369616505026784e+02 -3.266858365322524946e+02 -2.880780864446061855e+02 -2.539593948193603694e+02 -2.238940264359380876e+02 -1.974703455270099539e+02 -1.743042997193937254e+02 -1.540412724061306733e+02 -1.363566701181592862e+02 -1.209555640394401905e+02 -1.075716536670891799e+02 -9.596577080270265014e+01 -8.592409655531943713e+01 -7.725622432099694947e+01 -6.979316823811285531e+01 -6.338538921809472981e+01 -5.790088877169890225e+01 -5.322340377433551595e+01 -4.925072227883367049e+01 -4.589313076012330583e+01 -4.307199610503069209e+01 -4.071848067247896097e+01 -3.877238536790478918e+01 -3.718111351073035564e+01 -3.589874701287331504e+01 -3.488522578358341519e+01 -3.410562114073913875e+01 -3.352949419556008337e+01 -3.313033057697136030e+01 -3.288504339246070174e+01 -3.277353692511121608e+01 -3.277832419940609299e+01 -3.288419218203874550e+01 -3.307790899857630507e+01 -3.334796812976283320e+01 -3.368436509502781462e+01 -3.407840263160230165e+01 -3.452252083435333674e+01 -3.501014913461353473e+01 -3.553557736765432651e+01 -3.609384351049840234e+01 -3.668063596735819232e+01
-9.362129321423435613e+02 -8.394665941586106328e+02 -7.503715117495542017e+02 -6.688489427119371840e+02 -5.946957510354806118e+02 -5.276107383192487532e+02 -4.672200069973691257e+02 -4.131001235677180148e+02 -3.647983299458119291e+02 -3.218494594621211036e+02 -2.837895298162401332e+02 -2.501662064582499170e+02 -2.205464664796557770e+02 -1.945218613025042487e+02 -1.717117939267150177e+02 -1.517652095899660765e+02 -1.343610610094164883e+02 -1.192078613005394629e+02 -1.060425865538338428e+02 -9.462914067565120035e+01 -8.475655025164482481e+01 -7.623701821545651569e+01 -6.890393237338051335e+01 -6.260989811381568160e+01 -5.722484334631751324e+01 -5.263422714355797893e+01 -4.873737094091276134e+01 -4.544592175999397199e+01 -4.268245011599192651e+01 -4.037918048594941212e+01 -3.847684898971588296e+01 -3.692368088696250794e+01 -3.567447931815554796e+01 -3.468981617576090315e+01 -3.393531589923845360e+01 -3.338102320257647193e+01 -3.300084616029879214e+01 -3.277206661872408944e+01 -3.267491050684330389e+01 -3.269217125498546750e+01 -3.280888016134989016e+01 -3.301201815766393111e+01 -3.329026400369632199e+01 -3.363377447911523888e+01 -3.403399263678406328e+01 -3.448348063308548461e+01 -3.497577405899631486e+01 -3.550525506224820305e+01 -3.606704187852845678e+01 -3.665689268119769650e+01
-9.145272325314408590e+02 -8.194546756032541452e+02 -7.320224838378730965e+02 -6.521234777631083261e+02 -5.795318617272685060e+02 -5.139294092256334352e+02 -4.549303877580781545e+02 -4.021040989721997789e+02 -3.549943755336058189e+02 -3.131357647150093158e+02 -2.760664235147219188e+02 -2.433379521198084205e+02 -2.145225133740953538e+02 -1.892176422316797471e+02 -1.670491584469176303e+02 -1.476725737630161461e+02 -1.307733445113843516e+02 -1.160662715303801349e+02 -1.032942984163059066e+02 -9.222691064954622675e+01 -8.265829454272738985e+01 -7.440537734914445878e+01 -6.730583847389073071e+01 -6.121615622920099753e+01 -5.600973435729557792e+01 -5.157513687151870840e+01 -4.781444788599872453e+01 -4.464176430791701478e+01 -4.198182292590767872e+01 -3.976875900513974926e+01 -3.794499054711631914e+01 -3.646022052697925631e+01 -3.527054839376324935e+01 -3.433768168289213918e+01 -3.362823857034965869e+01 -3.311313246142915290e+01 -3.276703015420005016e+01 -3.256787567543139517e+01 -3.249647250154890799e+01 -3.253611751162299015e+01 -3.267228064743346039e+01 -3.289232486009371570e+01 -3.318526149272435077e+01 -3.354153677807418887e+01 -3.395284561593980044e+01 -3.441196923718225520e+01 -3.491263376008582497e+01 -3.544938700276171062e+01 -3.601749123488570348e+01 -3.661282983621337195e+01
-8.781842758591194524e+02 -7.859846388393310690e+02 -7.013905393665418160e+02 -6.242490732886933529e+02 -5.542986108732973207e+02 -4.911945585156700531e+02 -4.345334173386910379e+02 -3.838741926028135367e+02 -3.387566453529744308e+02 -2.987162310834085019e+02 -2.632958296796282980e+02 -2.320545417037309903e+02 -2.045739219362504571e+02 -1.804620590406156566e+02 -1.593559071736569592e+02 -1.409222460474114769e+02 -1.248576020441365984e+02 -1.108874130774605362e+02 -9.876466979660665402e+01 -8.826821903976428985e+01 -7.920087408392993211e+01 -7.138744097644240583e+01 -6.467274107818596462e+01 -5.891968646395075382e+01 -5.400744634780063080e+01 -4.982972848433844604e+01 -4.629318880258480817e+01 -4.331597467926072653e+01 -4.082640165784414421e+01 -3.876175956528661004e+01 -3.706724145455982011e+01 -3.569498727328777932e+01 -3.460323336125063065e+01 -3.375555860570850086e+01 -3.312021817451957162e+01 -3.266955608281708834e+01 -3.237948834009085886e+01 -3.222904900531835892e+01 -3.219999210115957311e+01 -3.227644297104276916e+01 -3.244459328264589715e+01 -3.269243447307188433e+01 -3.300952498591321671e+01 -3.338678716352225706e+01 -3.381633012719262865e+01 -3.429129540367089390e+01 -3.480572243985924530e+01 -3.535443149098998106e+01 -3.593292167369921231e+01 -3.653728224729144358e+01
-8.232927009496028177e+02 -7.355897010003865262e+02 -6.554002457729854996e+02 -5.825073201426672540e+02 -5.166004744551767089e+02 -4.573005475382611280e+02 -4.041821333570078423e+02 -3.567931047726204952e+02 -3.146708944693780836e+02 -2.773555302689766222e+02 -2.443996287959252243e+02 -2.153756779199141533e+02 -1.898810001655519386e+02 -1.675408032223734267e+02 -1.480097053548568908e+02 -1.309720857935872402e+02 -1.161415629175160689e+02 -1.032598531560331026e+02 -9.209521555384790759e+01 -8.244064346617940942e+01 -7.411192713418046196e+01 -6.694567925689770505e+01 -6.079738987893021118e+01 -5.553955638628595892e+01 -5.105991843765068694e+01 -4.725981551544612103e+01 -4.405267575937325830e+01 -4.136263821650078398e+01 -3.912330606600046679e+01 -3.727662530223877013e+01 -3.577188141937813270e+01 -3.456480554004075145e+01 -3.361678093907751474e+01 -3.289414085252163034e+01 -3.236754869535190693e+01 -3.201145223762746639e+01 -3.180360383143515790e+01 -3.172463938614285439e+01 -3.175770941774324285e+01 -3.188815612265320709e+01 -3.210323102920644089e+01 -3.239184834984607875e+01 -3.274436968709285622e+01 -3.315241623355760225e+01 -3.360870504980427853e+01 -3.410690640458891210e+01 -3.464151952179678062e+01 -3.520776439981314354e+01 -3.580148765497725805e+01 -3.641908059421248112e+01
-7.498472705551870376e+02 -6.684519661972540234e+02 -5.943717127746203914e+02 -5.273141801264997639e+02 -4.669143321055809679e+02 -4.127570788137357454e+02 -3.643971572323968644e+02 -3.213758710460041357e+02 -2.832346284168844477e+02 -2.495254367785485954e+02 -2.198186538766080389e+02 -1.937083682191356786e+02 -1.708158058518639848e+02 -1.507911492957151722e+02 -1.333141216627342942e+02 -1.180936446342787463e+02 -1.048668305472306201e+02 -9.339752123404664985e+01 -8.347454248588863379e+01 -7.490980459074648934e+01 -6.753634687503208056e+01 -6.120639744105480418e+01 -5.578949786585875614e+01 -5.117072584882353681e+01 -4.724903594921956085e+01 -4.393572894382720762e+01 -4.115305332486698831e+01 -3.883293749819371499e+01 -3.691584786634661697e+01 -3.534976580912923794e+01 -3.408927529917009736e+01 -3.309475226913223622e+01 -3.233164669262497171e+01 -3.176984850830811524e+01 -3.138312889749130363e+01 -3.114864893902773701e+01 -3.104652825259806193e+01 -3.105946686044867633e+01 -3.117241411889429514e+01 -3.137227917457065374e+01 -3.164767797375291281e+01 -3.198871238842298936e+01 -3.238677751626110535e+01 -3.283439366204422072e+01 -3.332505991552808666e+01 -3.385312660741636392e+01 -3.441368425285700994e+01 -3.500246688383965932e+01 -3.561576793087373005e+01 -3.625036704340917026e+01
