0.000000000000000000e+00 6.465270572513304170e-01 -1.250865072776264020e+00 9.055009970017533760e+01
1.000000000000000000e+00 1.093397888260195128e+00 -1.264888810050768475e+00 6.400303157638636264e+01
2.000000000000000000e+00 1.688647177004547029e+00 -1.141013481839235011e+00 4.609189969976191747e+01
3.000000000000000000e+00 2.082853255592659103e+00 -9.935307351975135592e-01 4.102576469714835383e+01
4.000000000000000000e+00 2.384528988481621425e+00 -9.472194280983038395e-01 3.965118187207052358e+01
5.000000000000000000e+00 2.528285556524611621e+00 -8.361351240855583455e-01 3.942161332212315727e+01
6.000000000000000000e+00 2.550188035721386637e+00 -8.561798488932241824e-01 3.938167685604366852e+01
7.000000000000000000e+00 2.555365327325004987e+00 -8.550378850176461043e-01 3.938145914043402485e+01
8.000000000000000000e+00 2.556177790427336838e+00 -8.547250087343604141e-01 3.938145488746679490e+01
9.000000000000000000e+00 2.556185066776842874e+00 -8.547167398472119704e-01 3.938145488533965732e+01
