  0    771   2101 -2.4219 0.7025 0.1250 0.4700 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  1   2552   2905 -2.1484 1.3872 0.1172 0.2420 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  2   1918    536 -2.2266 1.8931 0.2734 0.0756 1.7500 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  3   1136    268 -1.3203 0.9281 0.0078 0.0126 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  4    382    744 -1.2500 0.7087 0.0078 0.0326 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  5   2911   2702 -2.3594 0.9722 0.1328 0.3376 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  6   1045    487 -1.9375 0.9724 0.0469 0.0248 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  7   2098   1144 -2.5703 1.4911 0.2734 0.1803 2.3333 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  8   1778   2405 -1.6719 0.6316 0.0156 0.2704 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  9   1351   2722 -1.6406 0.8147 0.0625 0.1473 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 10   2653   1957 -1.8203 0.9990 0.0625 0.3530 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 11    235   1620 -2.2578 0.7755 0.0625 0.3282 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 12   1598    910 -2.6328 1.3366 0.3281 0.1550 2.3333 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 13   2296   2198 -2.0391 0.7937 0.0312 0.3495 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 14    564   1323 -2.3516 1.0487 0.1406 0.2199 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 15    884   2505 -1.9062 0.9360 0.1094 0.2675 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 16    519   1012 -1.8672 0.8090 0.0156 0.0903 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 17   2150   1444 -2.3984 1.1077 0.1250 0.2296 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 18   2794   1827 -1.8125 1.1142 0.0703 0.3234 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
