  0    336    651    812   2180   2933   1696    121   1718 -1.8984 0.7691 0.0391 0.2310 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  1   1252   1469    156   1252    175   1937    793    564 -2.1641 1.1304 0.1875 0.0514 1.0909 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  2   2938   1970   2076   1852    333    652    525   1040 -1.3359 0.8705 0.0000 0.0445 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  3   2323   1055   1861    893   2014   1468   1174   1925 -2.1016 1.9502 0.2656 0.0608 1.4167 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  4    664    867   2730   2459   1199    957   2103    890 -2.2031 2.2576 0.3125 0.0585 2.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  5   1019   2706   1268   2751   2605   2131   1459   1333 -1.8672 0.9192 0.0469 0.0948 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  6   2097   1740   1738   1991   1704    753    991   2136 -1.7344 0.9683 0.0078 0.0372 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  7   1634    302   1463    175    901   2387   1377   1505 -1.9531 1.2891 0.1094 0.0277 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  8    739   1309   2591   1073   2200    324   1815    247 -2.1016 1.3046 0.1797 0.2298 1.5333 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
  9    921   2464   2174   1293    704    107   2518    148 -2.1562 0.9833 0.1328 0.2724 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 10   1504   1216    420   2601   1443   1242    249   2763 -2.6250 1.9528 0.4141 0.1559 4.8182 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 11   2642   2142    953   2956   2544   2517    855   1673 -1.6953 1.0797 0.0469 0.0058 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 12   1874   2913   2952    411   1398   2094   1912    476 -2.3906 0.6336 0.0547 0.1180 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
 13   2219   1985    600   2324    468    506   1679   2455 -2.0391 0.6835 0.0078 0.1122 0.0000 1.0000 1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
